Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0015631	GO:0015631	tubulin binding	1.962e-14	0.000e+00	3.172e+00	6.727e-04
GO:0015631	GO:0008017	microtubule binding	2.751e-13	0.000e+00	3.272e+00	5.341e-04
GO:0015631	GO:0005516	calmodulin binding	5.382e-03	0.000e+00	3.503e+00	3.138e-04
GO:0015631	GO:0051015	actin filament binding	8.208e-03	0.000e+00	3.643e+00	2.276e-04
GO:0015631	GO:0030165	PDZ domain binding	1.248e-03	0.000e+00	5.051e+00	8.900e-06
GO:0015631	GO:0097110	scaffold protein binding	8.721e-03	0.000e+00	5.241e+00	5.744e-06
GO:0015631	GO:0001965	G-protein alpha-subunit binding	7.517e-06	0.000e+00	4.910e+00	1.231e-05
GO:0015631	GO:0051018	protein kinase A binding	9.359e-04	0.000e+00	4.892e+00	1.282e-05
GO:0015631	GO:0045503	dynein light chain binding	7.922e-04	0.000e+00	5.341e+00	4.558e-06
GO:0015631	GO:0051959	dynein light intermediate chain binding	4.765e-03	0.000e+00	4.015e+00	9.667e-05
GO:0015631	GO:0008179	adenylate cyclase binding	1.885e-03	0.000e+00	5.735e+00	1.841e-06
GO:0015631	GO:0031681	G-protein beta-subunit binding	6.444e-04	0.000e+00	4.681e+00	2.083e-05
GO:0015631	GO:0045504	dynein heavy chain binding	9.969e-03	0.000e+00	5.290e+00	5.124e-06
GO:0015631	GO:0031690	adrenergic receptor binding	9.672e-04	0.000e+00	5.821e+00	1.511e-06
GO:0015631	GO:0001664	G protein-coupled receptor binding	5.028e-04	0.000e+00	3.900e+00	1.258e-04
GO:0015631	GO:0031698	beta-2 adrenergic receptor binding	9.690e-03	0.000e+00	6.489e+00	3.241e-07
GO:0015631	GO:0070700	BMP receptor binding	9.690e-03	0.000e+00	5.844e+00	1.433e-06
GO:0015631	GO:0033612	receptor serine/threonine kinase binding	9.690e-03	0.000e+00	5.260e+00	5.492e-06
GO:0022836	GO:0022836	gated channel activity	1.521e-17	0.000e+00	2.763e+00	1.727e-03
GO:0022836	GO:0022839	monoatomic ion gated channel activity	2.539e-16	0.000e+00	2.765e+00	1.718e-03
GO:0022836	GO:0005261	monoatomic cation channel activity	2.554e-16	0.000e+00	2.503e+00	3.142e-03
GO:0022836	GO:0005216	monoatomic ion channel activity	3.780e-14	0.000e+00	2.261e+00	5.486e-03
