Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0003729	GO:0003729	mRNA binding	1.023e-32	0.000e+00	2.013e+00	9.698e-03
GO:0003729	GO:0019843	rRNA binding	6.268e-15	0.000e+00	2.101e+00	7.923e-03
GO:0003729	GO:0003730	mRNA 3'-UTR binding	5.957e-04	0.000e+00	4.368e+00	4.289e-05
GO:0003729	GO:0000049	tRNA binding	5.489e-05	0.000e+00	2.488e+00	3.249e-03
GO:0003729	GO:0036002	pre-mRNA binding	1.026e-05	0.000e+00	3.846e+00	1.427e-04
GO:0003729	GO:0048027	mRNA 5'-UTR binding	1.795e-05	0.000e+00	4.339e+00	4.581e-05
GO:0003729	GO:1990825	sequence-specific mRNA binding	4.509e-04	0.000e+00	5.721e+00	1.901e-06
GO:0003729	GO:0017069	snRNA binding	1.699e-10	0.000e+00	3.490e+00	3.236e-04
GO:0003729	GO:0017070	U6 snRNA binding	7.639e-05	0.000e+00	4.425e+00	3.759e-05
GO:0003729	GO:0030620	U2 snRNA binding	5.749e-04	0.000e+00	4.997e+00	1.008e-05
GO:0003729	GO:0008135	translation factor activity, RNA binding	1.991e-13	0.000e+00	2.352e+00	4.446e-03
GO:0003729	GO:0090079	translation regulator activity, nucleic acid binding	2.322e-12	0.000e+00	2.351e+00	4.453e-03
GO:0003729	GO:0045182	translation regulator activity	4.586e-12	0.000e+00	2.346e+00	4.510e-03
GO:0003729	GO:0003746	translation elongation factor activity	1.664e-03	0.000e+00	2.684e+00	2.072e-03
GO:0003729	GO:0003743	translation initiation factor activity	4.586e-12	0.000e+00	2.752e+00	1.771e-03
GO:0003729	GO:0030515	snoRNA binding	1.361e-07	0.000e+00	4.233e+00	5.844e-05
GO:0003729	GO:0034511	U3 snoRNA binding	7.576e-05	0.000e+00	4.995e+00	1.011e-05
GO:0003729	GO:0070181	small ribosomal subunit rRNA binding	5.749e-04	0.000e+00	4.118e+00	7.613e-05
GO:0003729	GO:0070180	large ribosomal subunit rRNA binding	3.442e-03	0.000e+00	3.733e+00	1.849e-04
GO:0003729	GO:0003727	single-stranded RNA binding	1.385e-09	0.000e+00	3.956e+00	1.106e-04
GO:0003729	GO:0070717	poly-purine tract binding	1.638e-05	0.000e+00	4.566e+00	2.720e-05
GO:0003729	GO:0033592	RNA strand annealing activity	5.433e-07	0.000e+00	4.812e+00	1.543e-05
GO:0003729	GO:0140666	annealing activity	3.911e-04	0.000e+00	4.783e+00	1.647e-05
GO:0003729	GO:0008143	poly(A) binding	6.063e-03	0.000e+00	4.583e+00	2.614e-05
GO:0003729	GO:0008187	poly-pyrimidine tract binding	3.225e-06	0.000e+00	5.301e+00	5.002e-06
GO:0003729	GO:0008266	poly(U) RNA binding	5.220e-04	0.000e+00	5.376e+00	4.210e-06
GO:0140098	GO:0140098	catalytic activity, acting on RNA	1.370e-21	0.000e+00	1.522e+00	3.004e-02
GO:0140098	GO:0140101	catalytic activity, acting on a tRNA	7.732e-06	0.000e+00	1.740e+00	1.818e-02
GO:0140098	GO:0004540	RNA nuclease activity	9.109e-03	0.000e+00	2.464e+00	3.435e-03
GO:0140098	GO:0004812	aminoacyl-tRNA ligase activity	1.094e-04	0.000e+00	1.916e+00	1.214e-02
GO:0140098	GO:0016875	ligase activity, forming carbon-oxygen bonds	1.094e-04	0.000e+00	1.916e+00	1.214e-02
GO:0140098	GO:0016874	ligase activity	3.663e-04	0.000e+00	1.441e+00	3.626e-02
GO:0140098	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	2.908e-03	0.000e+00	2.751e+00	1.774e-03
GO:0140098	GO:0004386	helicase activity	3.605e-10	0.000e+00	2.173e+00	6.710e-03
GO:0140098	GO:0003678	DNA helicase activity	1.662e-05	0.000e+00	2.811e+00	1.546e-03
GO:0140098	GO:0008094	ATP-dependent activity, acting on DNA	5.002e-05	0.000e+00	2.406e+00	3.928e-03
GO:0140098	GO:0140097	catalytic activity, acting on DNA	2.181e-04	0.000e+00	1.802e+00	1.576e-02
GO:0140098	GO:0017116	single-stranded DNA helicase activity	4.608e-03	0.000e+00	4.803e+00	1.574e-05
GO:0140098	GO:0003724	RNA helicase activity	9.294e-08	0.000e+00	2.954e+00	1.113e-03
GO:0140098	GO:0008186	ATP-dependent activity, acting on RNA	8.704e-07	0.000e+00	2.923e+00	1.193e-03
GO:0140098	GO:0015450	protein-transporting ATPase activity	1.497e-03	0.000e+00	3.524e+00	2.991e-04
