Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0005874	GO:0005874	microtubule	4.028e-11	0.000e+00	2.729e+00	1.867e-03
GO:0005874	GO:0005876	spindle microtubule	2.164e-03	0.000e+00	4.371e+00	4.256e-05
GO:0097060	GO:0097060	synaptic membrane	1.155e-11	0.000e+00	2.921e+00	1.201e-03
GO:0097060	GO:0045211	postsynaptic membrane	4.378e-11	0.000e+00	3.046e+00	8.999e-04
GO:0097060	GO:0042734	presynaptic membrane	3.208e-07	0.000e+00	4.614e+00	2.432e-05
GO:0097060	GO:0099634	postsynaptic specialization membrane	5.522e-06	0.000e+00	4.564e+00	2.729e-05
GO:0097060	GO:0098839	postsynaptic density membrane	2.220e-04	0.000e+00	4.634e+00	2.325e-05
GO:0097060	GO:0032589	neuron projection membrane	3.383e-10	0.000e+00	4.899e+00	1.261e-05
GO:0097060	GO:0031256	leading edge membrane	1.886e-05	0.000e+00	4.144e+00	7.179e-05
GO:0097060	GO:0032591	dendritic spine membrane	3.358e-05	0.000e+00	5.182e+00	6.580e-06
GO:0097060	GO:0032590	dendrite membrane	1.413e-04	0.000e+00	5.444e+00	3.601e-06
GO:0097060	GO:0031253	cell projection membrane	4.462e-06	0.000e+00	3.772e+00	1.689e-04
GO:0097060	GO:0060170	ciliary membrane	5.622e-03	0.000e+00	4.249e+00	5.640e-05
GO:0150034	GO:0150034	distal axon	9.393e-07	0.000e+00	6.583e+00	2.610e-07
GO:0031514	GO:0031514	motile cilium	1.051e-22	0.000e+00	3.563e+00	2.735e-04
GO:0031514	GO:0097729	9+2 motile cilium	8.206e-15	0.000e+00	4.713e+00	1.937e-05
GO:0031514	GO:0036126	sperm flagellum	2.867e-13	0.000e+00	4.860e+00	1.379e-05
GO:0031514	GO:0097730	non-motile cilium	1.194e-08	0.000e+00	4.704e+00	1.976e-05
GO:0031514	GO:0097731	9+0 non-motile cilium	9.505e-05	0.000e+00	5.419e+00	3.808e-06
GO:0031514	GO:0097733	photoreceptor cell cilium	1.878e-04	0.000e+00	5.839e+00	1.447e-06
GO:0031514	GO:0044308	axonal spine	7.383e-04	0.000e+00	6.285e+00	5.182e-07
GO:0031514	GO:0043197	dendritic spine	6.423e-04	0.000e+00	4.330e+00	4.682e-05
GO:0031514	GO:0044309	neuron spine	9.449e-04	0.000e+00	4.314e+00	4.850e-05
GO:0031514	GO:0032420	stereocilium	8.020e-03	0.000e+00	4.805e+00	1.568e-05
GO:0005819	GO:0005819	spindle	6.708e-04	0.000e+00	3.456e+00	3.503e-04
GO:0005819	GO:0072686	mitotic spindle	8.020e-03	0.000e+00	4.179e+00	6.629e-05
GO:0034702	GO:0034702	monoatomic ion channel complex	8.572e-17	0.000e+00	3.163e+00	6.863e-04
GO:0034702	GO:0034703	cation channel complex	3.342e-16	0.000e+00	3.334e+00	4.639e-04
