Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0098813	GO:0098813	nuclear chromosome segregation	1.469e-11	0.000e+00	4.322e+00	4.770e-05
GO:0098813	GO:0045132	meiotic chromosome segregation	5.231e-07	0.000e+00	4.678e+00	2.099e-05
GO:0098813	GO:0000070	mitotic sister chromatid segregation	3.890e-11	0.000e+00	4.837e+00	1.455e-05
GO:0098813	GO:0000819	sister chromatid segregation	2.222e-10	0.000e+00	4.718e+00	1.913e-05
GO:0098813	GO:0045143	homologous chromosome segregation	3.729e-03	0.000e+00	5.763e+00	1.726e-06
GO:0098813	GO:1903046	meiotic cell cycle process	2.419e-08	0.000e+00	3.563e+00	2.732e-04
GO:0098813	GO:0061982	meiosis I cell cycle process	4.708e-05	0.000e+00	4.102e+00	7.909e-05
GO:0098813	GO:0051298	centrosome duplication	3.291e-04	0.000e+00	4.821e+00	1.509e-05
GO:0098813	GO:0070192	chromosome organization involved in meiotic cell cycle	1.842e-03	0.000e+00	4.377e+00	4.201e-05
GO:0098813	GO:0007062	sister chromatid cohesion	2.368e-03	0.000e+00	3.622e+00	2.388e-04
GO:0098813	GO:0008608	attachment of spindle microtubules to kinetochore	9.984e-06	0.000e+00	4.172e+00	6.726e-05
GO:0098813	GO:0051304	chromosome separation	1.510e-08	0.000e+00	3.916e+00	1.214e-04
GO:0098813	GO:0051306	mitotic sister chromatid separation	3.124e-07	0.000e+00	5.300e+00	5.011e-06
GO:0098813	GO:0051307	meiotic chromosome separation	5.158e-04	0.000e+00	5.884e+00	1.307e-06
GO:0098813	GO:1902850	microtubule cytoskeleton organization involved in mitosis	3.585e-07	0.000e+00	4.118e+00	7.613e-05
GO:0098813	GO:0007052	mitotic spindle organization	4.031e-06	0.000e+00	4.282e+00	5.220e-05
GO:0098813	GO:0007098	centrosome cycle	3.561e-05	0.000e+00	4.653e+00	2.223e-05
GO:0098813	GO:0031023	microtubule organizing center organization	3.766e-05	0.000e+00	4.294e+00	5.084e-05
GO:0098813	GO:0001578	microtubule bundle formation	4.443e-04	0.000e+00	4.432e+00	3.696e-05
GO:0098813	GO:0000022	mitotic spindle elongation	4.319e-04	0.000e+00	6.120e+00	7.591e-07
GO:0098813	GO:0051231	spindle elongation	5.235e-04	0.000e+00	5.567e+00	2.707e-06
GO:0098813	GO:0007100	mitotic centrosome separation	5.627e-03	0.000e+00	5.555e+00	2.785e-06
GO:0098813	GO:0051418	microtubule nucleation by microtubule organizing center	4.731e-03	0.000e+00	5.115e+00	7.678e-06
GO:0098813	GO:0007094	mitotic spindle assembly checkpoint signaling	3.561e-05	0.000e+00	4.292e+00	5.103e-05
GO:0098813	GO:0033046	negative regulation of sister chromatid segregation	2.723e-05	0.000e+00	4.284e+00	5.205e-05
GO:0098813	GO:0071174	mitotic spindle checkpoint signaling	8.757e-05	0.000e+00	4.288e+00	5.151e-05
GO:0098813	GO:0007093	mitotic cell cycle checkpoint signaling	3.647e-04	0.000e+00	3.990e+00	1.022e-04
GO:0098813	GO:0045930	negative regulation of mitotic cell cycle	1.771e-03	0.000e+00	3.858e+00	1.388e-04
GO:0098813	GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	1.126e-04	0.000e+00	4.273e+00	5.337e-05
GO:0098813	GO:1905819	negative regulation of chromosome separation	1.126e-04	0.000e+00	4.273e+00	5.338e-05
GO:0098813	GO:0051985	negative regulation of chromosome segregation	9.684e-05	0.000e+00	4.272e+00	5.350e-05
GO:0098813	GO:0051225	spindle assembly	5.805e-06	0.000e+00	4.188e+00	6.487e-05
GO:0098813	GO:0060271	cilium assembly	3.015e-03	0.000e+00	3.614e+00	2.433e-04
GO:0098813	GO:0044782	cilium organization	2.074e-03	0.000e+00	3.591e+00	2.566e-04
GO:0098813	GO:0007051	spindle organization	1.413e-05	0.000e+00	3.848e+00	1.418e-04
GO:0098813	GO:0090307	mitotic spindle assembly	1.727e-05	0.000e+00	4.853e+00	1.404e-05
GO:0098813	GO:0007056	spindle assembly involved in female meiosis	1.727e-05	0.000e+00	5.847e+00	1.421e-06
GO:0098813	GO:0090306	meiotic spindle assembly	9.684e-05	0.000e+00	5.622e+00	2.388e-06
