Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0044782	GO:0044782	cilium organization	1.521e-12	0.000e+00	3.591e+00	2.566e-04
GO:0044782	GO:0060271	cilium assembly	8.774e-11	0.000e+00	3.614e+00	2.433e-04
GO:0044782	GO:0008045	motor neuron axon guidance	3.609e-03	0.000e+00	5.012e+00	9.724e-06
GO:0044782	GO:0044458	motile cilium assembly	3.509e-03	0.000e+00	5.182e+00	6.570e-06
GO:0044782	GO:0072499	photoreceptor cell axon guidance	2.660e-03	0.000e+00	6.090e+00	8.128e-07
GO:0044782	GO:0060122	inner ear receptor cell stereocilium organization	7.015e-03	0.000e+00	5.088e+00	8.169e-06
GO:0042391	GO:0042391	regulation of membrane potential	1.148e-10	0.000e+00	3.475e+00	3.347e-04
GO:0042391	GO:0060078	regulation of postsynaptic membrane potential	9.223e-07	0.000e+00	3.636e+00	2.314e-04
GO:0042391	GO:0007204	positive regulation of cytosolic calcium ion concentration	6.367e-03	0.000e+00	4.654e+00	2.220e-05
GO:0042391	GO:0060079	excitatory postsynaptic potential	4.734e-07	0.000e+00	3.865e+00	1.366e-04
GO:0042391	GO:0086010	membrane depolarization during action potential	7.519e-03	0.000e+00	5.280e+00	5.247e-06
GO:0030900	GO:0030900	forebrain development	1.421e-09	0.000e+00	4.794e+00	1.608e-05
GO:0030900	GO:0001822	kidney development	1.254e-05	0.000e+00	4.372e+00	4.245e-05
GO:0060560	GO:0060560	developmental growth involved in morphogenesis	1.647e-05	0.000e+00	4.339e+00	4.584e-05
GO:0060560	GO:1990138	neuron projection extension	5.607e-05	0.000e+00	4.751e+00	1.776e-05
GO:0060560	GO:0048675	axon extension	5.534e-05	0.000e+00	4.904e+00	1.248e-05
GO:0060560	GO:0048588	developmental cell growth	2.716e-04	0.000e+00	4.490e+00	3.238e-05
GO:0043583	GO:0043583	ear development	1.902e-13	0.000e+00	5.600e+00	2.509e-06
GO:0043583	GO:0031076	embryonic camera-type eye development	6.367e-03	0.000e+00	5.576e+00	2.654e-06
GO:0019932	GO:0019932	second-messenger-mediated signaling	4.951e-05	0.000e+00	3.637e+00	2.305e-04
GO:0019932	GO:0019722	calcium-mediated signaling	7.282e-03	0.000e+00	3.992e+00	1.018e-04
GO:0019932	GO:0019935	cyclic-nucleotide-mediated signaling	5.655e-03	0.000e+00	5.055e+00	8.817e-06
