dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	0.06304416281743824	0.3694887843272289	1.2110402769493152	-16.241386048764653	1.6094379124341003	5.73606351022981e-17	homophilic cell adhesion via plasma membrane adhesion molecu...	1. homophilic cell adhesion via plasma membrane adhesion molecu...	['GO:0098742', 'GO:0007156', 'GO:0007157', 'GO:0016339']	GO:0007156	0
2	-0.41206419422513235	-0.37533327443558734	1.3597127536681144	-14.824878268409632	1.0986122886681098	1.49665510575939e-15	cilium movement	2. cilium movement	['GO:0003341', 'GO:0060294']	GO:0003341	0
3	-0.04826841110375369	-1.829578848561212	1.7228531235371538	-12.720789484561449	1.0986122886681098	1.90200001242537e-13	ear development	3. ear development	['GO:0043583', 'GO:0031076']	GO:0043583	0
4	-0.06618436968464037	-1.964978197811992	1.5433012685882128	-11.863994550794152	2.8903717578961645	1.36774598695291e-12	inner ear development	4. inner ear development	['GO:0048839', 'GO:0060041', 'GO:0021537', 'GO:0021543', 'GO:0030902', 'GO:0021987', 'GO:0060173', 'GO:0003205', 'GO:0021675', 'GO:0021536', 'GO:0021517', 'GO:0060711', 'GO:0090102', 'GO:0021516', 'GO:0021544', 'GO:0071698', 'GO:0071696']	GO:0048839	0
5	0.3914807576503911	1.2004323443445513	1.2783520413558482	-11.81784520748473	1.9459101490553132	1.52108958434528e-12	cilium organization	5. cilium organization	['GO:0044782', 'GO:0060271', 'GO:0008045', 'GO:0044458', 'GO:0072499', 'GO:0060122']	GO:0044782	0
6	-0.702455176544315	-0.4659222396235584	1.4888994862515554	-11.788592106375706	1.3862943611198906	1.62707620422283e-12	microtubule bundle formation	6. microtubule bundle formation	['GO:0001578', 'GO:0035082', 'GO:0007019']	GO:0001578	0
7	-1.6269926644375703	0.560148510830441	1.2456938402224604	-9.939901398691179	1.791759469228055	1.14841432548212e-10	regulation of membrane potential	7. regulation of membrane potential	['GO:0042391', 'GO:0060078', 'GO:0007204', 'GO:0060079', 'GO:0086010']	GO:0042391	0
8	1.7619515545036621	0.8072754109950053	1.4313567054487137	-9.010839689892064	2.70805020110221	9.75349599797444e-10	sensory perception of sound	8. sensory perception of sound	['GO:0050954', 'GO:0007605', 'GO:0007606', 'GO:0001503', 'GO:0007601', 'GO:0050953', 'GO:0003015', 'GO:0099565', 'GO:0019233', 'GO:0019226', 'GO:0045494', 'GO:0007585', 'GO:0001964', 'GO:0003016']	GO:0007605	0
9	-0.18042379782634785	-1.9337592574226856	1.567311263003858	-8.847435035499512	1.0986122886681098	1.42090474483364e-09	forebrain development	9. forebrain development	['GO:0030900', 'GO:0001822']	GO:0030900	0
10	-0.17855108985700968	-1.848888197954218	1.694071199062418	-8.843121510449109	1.3862943611198906	1.43508785660336e-09	spinal cord development	10. spinal cord development	['GO:0021510', 'GO:0001656', 'GO:0060348']	GO:0021510	0
11	-0.6968395780660163	-1.8373233488006198	1.5361839389742147	-8.227256342018924	2.70805020110221	5.92575454080975e-09	central nervous system neuron differentiation	11. central nervous system neuron differentiation	['GO:0021953', 'GO:0021879', 'GO:0010001', 'GO:0001649', 'GO:0035315', 'GO:0021872', 'GO:0042063', 'GO:0048665', 'GO:0001708', 'GO:0001709', 'GO:0048663', 'GO:0002062', 'GO:0021515', 'GO:0031128']	GO:0021953	0
12	0.4322153135945051	-1.8140266883671161	1.785169061313494	-8.06993826697528	1.6094379124341003	8.51259032279711e-09	ear morphogenesis	12. ear morphogenesis	['GO:0048562', 'GO:0042471', 'GO:0048593', 'GO:0035113']	GO:0042471	0
13	0.3666056199845849	-1.931912494275072	1.5879210070326353	-7.560722854238709	2.3978952727983707	2.74964828606553e-08	inner ear morphogenesis	13. inner ear morphogenesis	['GO:0042472', 'GO:0030326', 'GO:0003206', 'GO:0021575', 'GO:0003151', 'GO:0060603', 'GO:0061138', 'GO:0001763', 'GO:0060713', 'GO:0060669']	GO:0042472	0
14	-1.4956390480893889	0.457500092593729	1.5623459069887145	-7.169456604099614	1.0986122886681098	6.76929430192911e-08	action potential	14. action potential	['GO:0001508', 'GO:0019228']	GO:0001508	0
15	-0.06648897461788318	0.009410354792554386	1.5155356578992851	-7.108417196205968	1.6094379124341003	7.79081342209813e-08	cilium-dependent cell motility	15. cilium-dependent cell motility	['GO:0001539', 'GO:0060285', 'GO:0001764', 'GO:0030317']	GO:0060285	0
16	0.9700856646557453	0.11112351784240539	0.8892570351134134	-6.371063568456658	1.791759469228055	4.25536122095092e-07	potassium ion transport	16. potassium ion transport	['GO:0070588', 'GO:0006813', 'GO:0035725', 'GO:0071805', 'GO:0070509']	GO:0006813	0
17	-1.5997245680670142	0.03488259267551906	1.6669480790831532	-6.092390182652886	1.0986122886681098	8.08369310595812e-07	negative regulation of synaptic transmission	17. negative regulation of synaptic transmission	['GO:0050805', 'GO:0032222']	GO:0050805	0
18	2.13518011981949	0.6081345545501886	1.5276508144701733	-6.035137159578286	1.9459101490553132	9.22280105175535e-07	feeding behavior	18. feeding behavior	['GO:0007631', 'GO:0030534', 'GO:0008344', 'GO:0040040', 'GO:0072375', 'GO:0071625']	GO:0007631	0
19	0.17739752373043838	-2.0350412668994364	1.6446774305745073	-5.6627463702461425	2.302585092994046	2.17397041582307e-06	ureteric bud development	19. ureteric bud development	['GO:0072164', 'GO:0001657', 'GO:0030323', 'GO:0072163', 'GO:0072073', 'GO:0008544', 'GO:0061448', 'GO:0007498', 'GO:0072207']	GO:0001657	0
20	0.928768608007685	0.908611409741214	1.781033159528669	-5.6627463702461425	1.0986122886681098	2.17397041582307e-06	mating	20. mating	['GO:0007618', 'GO:0097722']	GO:0007618	0
21	0.06057424747950007	-1.8250220543122004	1.7336995557069343	-5.631500051044554	1.3862943611198906	2.33614582764135e-06	mesonephros development	21. mesonephros development	['GO:0001823', 'GO:0021983', 'GO:0030879']	GO:0001823	0
22	-0.7062961734078594	-1.7298430683401755	1.656718515676815	-5.455631997938187	1.0986122886681098	3.50241820854868e-06	mechanoreceptor differentiation	22. mechanoreceptor differentiation	['GO:0042490', 'GO:0060113']	GO:0042490	0
23	0.24348835923616696	0.3839818393356356	1.6605905436460167	-5.4288567550739275	1.0986122886681098	3.7251455382187e-06	mesenchymal cell proliferation	23. mesenchymal cell proliferation	['GO:0010463', 'GO:0021846']	GO:0010463	0
24	-1.2580355778097174	1.722167615740458	1.1842262139095114	-5.322765972001855	1.9459101490553132	4.75591438567609e-06	regulation of monoatomic ion transmembrane transport	24. regulation of monoatomic ion transmembrane transport	['GO:0034762', 'GO:0034765', 'GO:0010959', 'GO:0014059', 'GO:0050433', 'GO:0051952']	GO:0034765	0
25	0.49341072775114553	1.217992530387828	1.4507861011511318	-5.322765972001855	1.0986122886681098	4.75591438567609e-06	axonemal dynein complex assembly	25. axonemal dynein complex assembly	['GO:0070286', 'GO:0036158']	GO:0070286	0
26	-1.1365973485441414	1.7802618982451717	1.410618400407593	-5.002526813285186	1.791759469228055	9.94198690359412e-06	positive regulation of monoatomic ion transport	26. positive regulation of monoatomic ion transport	['GO:0043270', 'GO:0034767', 'GO:1904064', 'GO:0034764', 'GO:0032414']	GO:0043270	0
27	1.176923979001887	-0.5383537154131124	1.5129301581040926	-4.974511401893217	1.9459101490553132	1.06044609723599e-05	response to calcium ion	27. response to calcium ion	['GO:0001101', 'GO:0051592', 'GO:0045471', 'GO:0031960', 'GO:0051384', 'GO:0035094']	GO:0051592	0
28	2.146328594229723	0.917174919686778	1.574247413720359	-4.917123542888043	1.6094379124341003	1.21025380608307e-05	reproductive behavior	28. reproductive behavior	['GO:0019098', 'GO:0007617', 'GO:0007619', 'GO:0007340']	GO:0019098	0
29	0.4835869065342315	0.040275017484559056	1.4675904312419323	-4.783298374398545	1.6094379124341003	1.64703043938093e-05	developmental growth involved in morphogenesis	29. developmental growth involved in morphogenesis	['GO:0060560', 'GO:1990138', 'GO:0048675', 'GO:0048588']	GO:0060560	0
30	0.7877353419788586	-0.0067744082302018515	1.6069949269484922	-4.727210625712194	1.0986122886681098	1.87408538690611e-05	extracellular transport	30. extracellular transport	['GO:0006858', 'GO:0003351']	GO:0006858	0
31	-1.041787115603401	0.6327880665599159	1.2912322611776312	-4.305332081096252	1.6094379124341003	4.95071492106093e-05	second-messenger-mediated signaling	31. second-messenger-mediated signaling	['GO:0019932', 'GO:0019722', 'GO:0019935', 'GO:0010737']	GO:0019932	0
32	-0.3319472221334186	-1.947442199453637	1.5997678926054686	-4.305332081096252	1.3862943611198906	4.95071492106093e-05	heart morphogenesis	32. heart morphogenesis	['GO:0003007', 'GO:0060349', 'GO:0060443']	GO:0003007	0
33	1.1021168783160833	-0.5836392767952121	1.6911565062480016	-4.204423043278671	1.3862943611198906	6.24564012843467e-05	response to amine	33. response to amine	['GO:0014075', 'GO:0001975', 'GO:0071418']	GO:0014075	0
34	-1.3075631959677405	0.608747115222405	1.3544252924839881	-4.156481724811656	1.6094379124341003	6.97458345434338e-05	regulation of tube size	34. regulation of tube size	['GO:0035150', 'GO:0042310', 'GO:0035151', 'GO:0035152']	GO:0035150	0
35	2.105659330134366	0.5367018477360458	1.6023332630569187	-4.156481724811656	1.0986122886681098	6.97458345434338e-05	chemosensory behavior	35. chemosensory behavior	['GO:0007635', 'GO:0042048']	GO:0007635	0
36	-1.7224842072752247	0.20609734708591043	1.5379813172266537	-4.118249169029555	1.791759469228055	7.61641905632801e-05	positive regulation of synaptic transmission	36. positive regulation of synaptic transmission	['GO:0050806', 'GO:0051968', 'GO:0051966', 'GO:0042531', 'GO:1902216']	GO:0050806	0
37	-0.8994192288531444	1.049599276868141	1.5781597701276817	-4.072772974616048	1.3862943611198906	8.45720826185729e-05	regulation of axon extension	37. regulation of axon extension	['GO:0061387', 'GO:0030516', 'GO:0048841']	GO:0030516	0
38	0.5382437030950452	1.4501928747991728	1.6810194269310208	-4.054979272030426	1.791759469228055	8.81090924636144e-05	septate junction assembly	38. septate junction assembly	['GO:0120193', 'GO:0019991', 'GO:0045216', 'GO:0007416', 'GO:0007043']	GO:0019991	0
39	-1.3069160966737843	0.8565320886523194	1.4921164467831465	-4.054979272030426	1.9459101490553132	8.81090924636144e-05	regulation of behavior	39. regulation of behavior	['GO:0050795', 'GO:0042749', 'GO:0048521', 'GO:0045187', 'GO:0042752', 'GO:0043576']	GO:0050795	0
40	0.911366583066661	-0.5344635486123224	1.2572427864708269	-4.001492982966463	2.0794415416798357	9.96568181872535e-05	detection of abiotic stimulus	40. detection of abiotic stimulus	['GO:0009582', 'GO:0050906', 'GO:0051606', 'GO:0009581', 'GO:0051602', 'GO:0010996', 'GO:0009612']	GO:0009582	0
41	0.6339096305714429	0.6303355863901483	1.6072226875374487	-3.7566138902990076	1.791759469228055	0.000175140308234995	regulation of cytosolic calcium ion concentration	41. regulation of cytosolic calcium ion concentration	['GO:0006874', 'GO:0051480', 'GO:0099566', 'GO:0046716', 'GO:0055078']	GO:0051480	0
42	-0.8288627233115949	1.6076264934100721	1.5650101907344227	-3.736610945104295	1.0986122886681098	0.000183395660372019	regulation of neurotransmitter transport	42. regulation of neurotransmitter transport	['GO:0051588', 'GO:0046928']	GO:0051588	0
43	-1.2027100261546373	0.12923848005281593	1.6941453349405613	-3.5971246706864095	1.3862943611198906	0.000252857202806562	regulation of axon guidance	43. regulation of axon guidance	['GO:0050920', 'GO:1902667', 'GO:0048843']	GO:1902667	0
44	-1.0948701622002792	0.4828709561409637	1.319932370169811	-3.5849567421675297	0.6931471805599453	0.000260041856454174	neuropeptide signaling pathway	44. neuropeptide signaling pathway	['GO:0007218']	GO:0007218	0
45	-1.4839772828591187	0.7796922137433816	1.6485907998205362	-3.580135583883492	2.1972245773362196	0.000262944696767771	regulation of heart rate by cardiac conduction	45. regulation of heart rate by cardiac conduction	['GO:0002027', 'GO:0086091', 'GO:0061337', 'GO:0098815', 'GO:0031644', 'GO:1903522', 'GO:0008016', 'GO:0006937']	GO:0086091	0
46	0.22431340292677443	-1.6423118307545894	1.6726246784238787	-3.545737827570281	1.791759469228055	0.00028461787539942	animal organ formation	46. animal organ formation	['GO:0048645', 'GO:0001704', 'GO:0001707', 'GO:0048859', 'GO:0060788']	GO:0048645	0
47	0.9752366833454251	-0.42091026097230105	1.6586833880562717	-3.5445691973797215	1.0986122886681098	0.000285384776584707	cellular response to BMP stimulus	47. cellular response to BMP stimulus	['GO:0071773', 'GO:0071772']	GO:0071773	0
