Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0005874	GO:0005874	microtubule	3.983e-08	0.000e+00	2.729e+00	1.867e-03
GO:0031252	GO:0031252	cell leading edge	1.958e-03	0.000e+00	4.930e+00	1.176e-05
GO:0150034	GO:0150034	distal axon	6.865e-03	0.000e+00	6.583e+00	2.610e-07
GO:0031514	GO:0031514	motile cilium	3.354e-20	0.000e+00	3.563e+00	2.735e-04
GO:0031514	GO:0097729	9+2 motile cilium	1.267e-13	0.000e+00	4.713e+00	1.937e-05
GO:0031514	GO:0097730	non-motile cilium	6.408e-05	0.000e+00	4.704e+00	1.976e-05
GO:0031514	GO:0036126	sperm flagellum	1.359e-11	0.000e+00	4.860e+00	1.379e-05
GO:0031514	GO:0098858	actin-based cell projection	1.287e-06	0.000e+00	3.951e+00	1.119e-04
GO:0031514	GO:0030175	filopodium	1.692e-03	0.000e+00	4.203e+00	6.267e-05
GO:0031514	GO:0032420	stereocilium	2.708e-04	0.000e+00	4.805e+00	1.568e-05
GO:0031514	GO:0043197	dendritic spine	7.123e-04	0.000e+00	4.330e+00	4.682e-05
GO:0031514	GO:0044309	neuron spine	1.072e-03	0.000e+00	4.314e+00	4.850e-05
GO:0031514	GO:0044308	axonal spine	8.567e-03	0.000e+00	6.285e+00	5.182e-07
GO:0097014	GO:0032838	plasma membrane bounded cell projection cytoplasm	5.307e-17	0.000e+00	4.708e+00	1.961e-05
GO:0097014	GO:0097014	ciliary plasm	9.516e-23	0.000e+00	5.408e+00	3.908e-06
GO:0005930	GO:0005930	axoneme	6.082e-23	0.000e+00	4.083e+00	8.261e-05
GO:0034703	GO:0034702	monoatomic ion channel complex	9.828e-15	0.000e+00	3.163e+00	6.863e-04
GO:0034703	GO:0034703	cation channel complex	2.511e-15	0.000e+00	3.334e+00	4.639e-04
GO:0034703	GO:0034704	calcium channel complex	5.385e-04	0.000e+00	3.767e+00	1.708e-04
GO:0034703	GO:0034706	sodium channel complex	1.280e-08	0.000e+00	3.906e+00	1.242e-04
GO:0034703	GO:0005891	voltage-gated calcium channel complex	9.149e-03	0.000e+00	3.811e+00	1.547e-04
GO:0034703	GO:1902495	transmembrane transporter complex	1.478e-10	0.000e+00	2.247e+00	5.657e-03
GO:0034703	GO:1990351	transporter complex	2.466e-09	0.000e+00	2.242e+00	5.723e-03
GO:0034703	GO:0034705	potassium channel complex	1.901e-07	0.000e+00	3.809e+00	1.554e-04
GO:0034703	GO:0008076	voltage-gated potassium channel complex	1.457e-05	0.000e+00	3.821e+00	1.511e-04
GO:0034703	GO:0098878	neurotransmitter receptor complex	5.945e-07	0.000e+00	4.654e+00	2.219e-05
GO:0034703	GO:0043235	receptor complex	5.945e-07	0.000e+00	3.621e+00	2.391e-04
GO:0034703	GO:0008328	ionotropic glutamate receptor complex	4.813e-06	0.000e+00	4.667e+00	2.152e-05
GO:0034703	GO:0032281	AMPA glutamate receptor complex	2.846e-04	0.000e+00	5.339e+00	4.584e-06
GO:0034703	GO:0032983	kainate selective glutamate receptor complex	1.120e-03	0.000e+00	6.041e+00	9.098e-07
GO:0043204	GO:0043204	perikaryon	1.999e-05	0.000e+00	4.135e+00	7.324e-05
GO:0044306	GO:0044306	neuron projection terminus	5.385e-04	0.000e+00	4.950e+00	1.122e-05
GO:0044306	GO:0043679	axon terminus	4.313e-03	0.000e+00	5.095e+00	8.038e-06
GO:0009897	GO:0009897	external side of plasma membrane	7.545e-04	0.000e+00	4.116e+00	7.661e-05
GO:0005875	GO:0005875	microtubule associated complex	2.583e-11	0.000e+00	3.114e+00	7.694e-04
GO:0005875	GO:0030286	dynein complex	1.619e-07	0.000e+00	3.300e+00	5.017e-04
GO:0005875	GO:0005871	kinesin complex	7.378e-06	0.000e+00	3.878e+00	1.325e-04
GO:0005875	GO:0005858	axonemal dynein complex	3.405e-09	0.000e+00	4.658e+00	2.196e-05
GO:0005875	GO:0036157	outer dynein arm	7.214e-04	0.000e+00	5.194e+00	6.403e-06
GO:0005875	GO:0036156	inner dynein arm	1.161e-03	0.000e+00	5.933e+00	1.167e-06
GO:0043296	GO:0043296	apical junction complex	7.378e-06	0.000e+00	5.334e+00	4.630e-06
GO:0043296	GO:0070160	tight junction	8.739e-06	0.000e+00	3.318e+00	4.805e-04
GO:0043296	GO:0005918	septate junction	1.489e-05	0.000e+00	5.695e+00	2.019e-06
GO:0043296	GO:0060076	excitatory synapse	2.926e-04	0.000e+00	5.082e+00	8.280e-06
GO:0043296	GO:0031594	neuromuscular junction	2.517e-03	0.000e+00	4.722e+00	1.897e-05
GO:0036064	GO:0036064	ciliary basal body	2.468e-04	0.000e+00	4.219e+00	6.038e-05
GO:0042383	GO:0042383	sarcolemma	4.813e-06	0.000e+00	4.101e+00	7.922e-05
GO:0032589	GO:0031253	cell projection membrane	3.832e-07	0.000e+00	3.772e+00	1.689e-04
GO:0032589	GO:0032589	neuron projection membrane	8.015e-10	0.000e+00	4.899e+00	1.261e-05
GO:0032589	GO:0031256	leading edge membrane	3.618e-07	0.000e+00	4.144e+00	7.179e-05
GO:0032589	GO:0032591	dendritic spine membrane	5.147e-04	0.000e+00	5.182e+00	6.580e-06
GO:0032589	GO:0032590	dendrite membrane	6.489e-03	0.000e+00	5.444e+00	3.601e-06
GO:0032589	GO:0030673	axolemma	9.923e-04	0.000e+00	5.922e+00	1.198e-06
GO:0032589	GO:0097060	synaptic membrane	9.300e-10	0.000e+00	2.921e+00	1.201e-03
GO:0032589	GO:0045211	postsynaptic membrane	1.058e-08	0.000e+00	3.046e+00	8.999e-04
GO:0032589	GO:0042734	presynaptic membrane	2.140e-06	0.000e+00	4.614e+00	2.432e-05
GO:0032589	GO:0099634	postsynaptic specialization membrane	5.786e-05	0.000e+00	4.564e+00	2.729e-05
GO:0032589	GO:0098839	postsynaptic density membrane	1.664e-04	0.000e+00	4.634e+00	2.325e-05
GO:0032421	GO:0032421	stereocilium bundle	4.951e-04	0.000e+00	5.675e+00	2.111e-06
GO:0044304	GO:0044304	main axon	1.253e-03	0.000e+00	6.248e+00	5.643e-07
GO:0044295	GO:0044295	axonal growth cone	3.874e-04	0.000e+00	5.377e+00	4.196e-06
GO:0043198	GO:0043198	dendritic shaft	9.782e-03	0.000e+00	5.442e+00	3.612e-06
GO:0051233	GO:0051233	spindle midzone	3.555e-03	0.000e+00	4.860e+00	1.381e-05
GO:0097225	GO:0097225	sperm midpiece	1.018e-04	0.000e+00	5.064e+00	8.630e-06
GO:0036379	GO:0036379	myofilament	1.196e-03	0.000e+00	5.486e+00	3.267e-06
GO:0002177	GO:0002177	manchette	6.408e-05	0.000e+00	5.544e+00	2.856e-06
GO:0097228	GO:0097228	sperm principal piece	5.470e-03	0.000e+00	5.084e+00	8.246e-06
GO:1990696	GO:1990696	USH2 complex	4.299e-04	0.000e+00	6.276e+00	5.298e-07
GO:0002141	GO:0002139	stereocilia coupling link	1.601e-03	0.000e+00	6.196e+00	6.372e-07
GO:0002141	GO:0002141	stereocilia ankle link	2.517e-03	0.000e+00	6.196e+00	6.372e-07
GO:0098843	GO:0098843	postsynaptic endocytic zone	3.984e-03	0.000e+00	6.547e+00	2.841e-07
