dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.4223842011204831	-0.48842601140175534	1.2110402769493152	-16.983525494879288	1.791759469228055	1.03866262684805e-17	homophilic cell adhesion via plasma membrane adhesion molecu...	1. homophilic cell adhesion via plasma membrane adhesion molecu...	['GO:0098742', 'GO:0007156', 'GO:0007157', 'GO:0016339', 'GO:0061343']	GO:0007156	0
2	-1.4854627386947414	-0.9506769218121706	1.5072577707238946	-14.940474898869184	1.6094379124341003	1.14689880737881e-15	axoneme assembly	2. axoneme assembly	['GO:0001578', 'GO:0035082', 'GO:0007288', 'GO:0007019']	GO:0035082	0
3	-1.0134429253389179	-0.5281716016470949	1.3597127536681144	-14.734068239700816	1.0986122886681098	1.84472553889197e-15	cilium movement	3. cilium movement	['GO:0003341', 'GO:0060294']	GO:0003341	0
4	-2.1798984890631146	0.37305777331072837	1.5433012685882128	-13.988065383125441	3.1354942159291497	1.02786154170653e-14	inner ear development	4. inner ear development	['GO:0048839', 'GO:0060041', 'GO:0021537', 'GO:0030902', 'GO:0021543', 'GO:0021987', 'GO:0060173', 'GO:0022037', 'GO:0021675', 'GO:0021549', 'GO:0021536', 'GO:0003231', 'GO:0003205', 'GO:0090102', 'GO:0003281', 'GO:0021516', 'GO:0021984', 'GO:0048486', 'GO:0035270', 'GO:0071698', 'GO:0071696', 'GO:0021548']	GO:0048839	0
5	-1.485836745708437	-1.2349748174404878	1.2783520413558482	-13.756843039769443	2.0794415416798357	1.75047922251462e-14	cilium organization	5. cilium organization	['GO:0044782', 'GO:0060271', 'GO:0072499', 'GO:0060122', 'GO:0033564', 'GO:0021952', 'GO:0070983']	GO:0044782	0
6	-2.1043840330107186	0.22415383873517253	1.7228531235371538	-13.123710710602158	1.0986122886681098	7.52123726928272e-14	ear development	6. ear development	['GO:0043583', 'GO:0060348']	GO:0043583	0
7	0.4700867046900786	1.4181467119074802	1.2456938402224604	-12.719178498442288	2.1972245773362196	1.90906845517139e-13	regulation of membrane potential	7. regulation of membrane potential	['GO:0042391', 'GO:0060078', 'GO:0008217', 'GO:0060079', 'GO:0086010', 'GO:0051899', 'GO:0060080', 'GO:0030322']	GO:0042391	0
8	1.7930203580541262	-1.712184318792321	1.4286698233106194	-11.869246582827019	1.9459101490553132	1.35130510411113e-12	sensory perception of mechanical stimulus	8. sensory perception of mechanical stimulus	['GO:0050954', 'GO:0007605', 'GO:0045494', 'GO:0007585', 'GO:0003016', 'GO:0060384']	GO:0050954	0
9	0.650441505722947	0.8707628149201669	1.319932370169811	-11.600437468026172	1.791759469228055	2.50935746376812e-12	neuropeptide signaling pathway	9. neuropeptide signaling pathway	['GO:0007218', 'GO:0007188', 'GO:0007187', 'GO:0007200', 'GO:0007193']	GO:0007218	0
10	1.5888959929160225	2.3611539481935386	1.410618400407593	-10.759669100984043	1.6094379124341003	1.73912540396417e-11	positive regulation of monoatomic ion transport	10. positive regulation of monoatomic ion transport	['GO:0043270', 'GO:0034767', 'GO:1904064', 'GO:0034764']	GO:0043270	0
11	-2.18301987823637	0.26987137613356144	1.567311263003858	-9.964615168902476	1.0986122886681098	1.08488781420801e-10	forebrain development	11. forebrain development	['GO:0030900', 'GO:0001822']	GO:0030900	0
12	-0.9085517930667832	0.07815309257457155	1.6072226875374487	-9.16501272204389	1.3862943611198906	6.83891613348419e-10	regulation of cytosolic calcium ion concentration	12. regulation of cytosolic calcium ion concentration	['GO:0006874', 'GO:0051480', 'GO:0099566']	GO:0051480	0
13	-2.2928846903075963	0.19622018042654063	1.5879210070326353	-9.076826187485208	2.0794415416798357	8.37864543593885e-10	inner ear morphogenesis	13. inner ear morphogenesis	['GO:0042472', 'GO:0030326', 'GO:0060713', 'GO:0060669', 'GO:0090103', 'GO:0071699', 'GO:0071697']	GO:0042472	0
14	1.8273802130052141	-1.9961678803155207	1.4889707396936829	-8.873997301806686	1.9459101490553132	1.3366038205992e-09	adult behavior	14. adult behavior	['GO:0030534', 'GO:0008344', 'GO:0002209', 'GO:0007628', 'GO:0040040', 'GO:0007625']	GO:0030534	0
15	-2.0194486788185246	0.6283323732998046	1.694071199062418	-8.687749359858396	1.0986122886681098	2.05234628771647e-09	spinal cord development	15. spinal cord development	['GO:0021510', 'GO:0001656']	GO:0021510	0
16	1.775299406944914	-1.995136684880214	1.5276508144701733	-8.602330510861881	1.0986122886681098	2.49844324928046e-09	feeding behavior	16. feeding behavior	['GO:0007631', 'GO:0042755']	GO:0007631	0
17	0.16408452198064996	1.602516740030308	1.6669480790831532	-8.209287318786583	1.0986122886681098	6.17607670566074e-09	negative regulation of synaptic transmission	17. negative regulation of synaptic transmission	['GO:0050805', 'GO:0032223']	GO:0050805	0
18	-2.250165654505833	0.0750979877510488	1.5361839389742147	-8.128212506833849	2.70805020110221	7.44367654470464e-09	central nervous system neuron differentiation	18. central nervous system neuron differentiation	['GO:0021953', 'GO:0021879', 'GO:0010001', 'GO:0001649', 'GO:0035315', 'GO:0009913', 'GO:0021872', 'GO:0042063', 'GO:0048665', 'GO:0001708', 'GO:0048663', 'GO:0002062', 'GO:0021515', 'GO:0071542']	GO:0021953	0
19	1.9553857652622866	-0.5502412387879575	1.8826226820127951	-8.107577871167463	1.9459101490553132	7.80588464182814e-09	chemical synaptic transmission, postsynaptic	19. chemical synaptic transmission, postsynaptic	['GO:0099565', 'GO:0007606', 'GO:0006936', 'GO:0003012', 'GO:0007608', 'GO:0001763']	GO:0099565	0
20	-2.0960486929793563	0.5093305370889162	1.785169061313494	-8.084486908563406	1.3862943611198906	8.23214651650649e-09	ear morphogenesis	20. ear morphogenesis	['GO:0048593', 'GO:0042471', 'GO:0035113']	GO:0042471	0
