Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0003729	GO:0003729	mRNA binding	4.155e-36	0.000e+00	2.013e+00	9.698e-03
GO:0003729	GO:0019843	rRNA binding	6.468e-10	0.000e+00	2.101e+00	7.923e-03
GO:0003729	GO:0003730	mRNA 3'-UTR binding	5.418e-07	0.000e+00	4.368e+00	4.289e-05
GO:0003729	GO:0000049	tRNA binding	9.951e-05	0.000e+00	2.488e+00	3.249e-03
GO:0003729	GO:0048027	mRNA 5'-UTR binding	3.775e-05	0.000e+00	4.339e+00	4.581e-05
GO:0003729	GO:0036002	pre-mRNA binding	1.151e-03	0.000e+00	3.846e+00	1.427e-04
GO:0003729	GO:1990825	sequence-specific mRNA binding	9.900e-05	0.000e+00	5.721e+00	1.901e-06
GO:0003729	GO:0070180	large ribosomal subunit rRNA binding	1.201e-04	0.000e+00	3.733e+00	1.849e-04
GO:0003729	GO:0017069	snRNA binding	6.693e-09	0.000e+00	3.490e+00	3.236e-04
GO:0003729	GO:0030621	U4 snRNA binding	7.712e-03	0.000e+00	3.630e+00	2.346e-04
GO:0003729	GO:0017070	U6 snRNA binding	1.278e-03	0.000e+00	4.425e+00	3.759e-05
GO:0003729	GO:0030620	U2 snRNA binding	5.967e-03	0.000e+00	4.997e+00	1.008e-05
GO:0003729	GO:0030515	snoRNA binding	1.992e-11	0.000e+00	4.233e+00	5.844e-05
GO:0003729	GO:0034511	U3 snoRNA binding	6.415e-06	0.000e+00	4.995e+00	1.011e-05
GO:0140097	GO:0140097	catalytic activity, acting on DNA	1.770e-24	0.000e+00	1.802e+00	1.576e-02
GO:0140097	GO:0034061	DNA polymerase activity	9.900e-05	0.000e+00	2.327e+00	4.712e-03
GO:0140097	GO:0008094	ATP-dependent activity, acting on DNA	1.111e-18	0.000e+00	2.406e+00	3.928e-03
GO:0140097	GO:0003887	DNA-directed DNA polymerase activity	1.091e-04	0.000e+00	2.558e+00	2.769e-03
GO:0140097	GO:0140098	catalytic activity, acting on RNA	6.089e-22	0.000e+00	1.522e+00	3.004e-02
GO:0140097	GO:0140101	catalytic activity, acting on a tRNA	1.514e-05	0.000e+00	1.740e+00	1.818e-02
GO:0140097	GO:0004812	aminoacyl-tRNA ligase activity	2.788e-06	0.000e+00	1.916e+00	1.214e-02
GO:0140097	GO:0140102	catalytic activity, acting on a rRNA	2.080e-03	0.000e+00	2.789e+00	1.626e-03
GO:0140097	GO:0002161	aminoacyl-tRNA editing activity	1.278e-03	0.000e+00	2.983e+00	1.041e-03
GO:0140097	GO:0004536	DNA nuclease activity	6.087e-04	0.000e+00	2.760e+00	1.739e-03
GO:0140097	GO:0004520	DNA endonuclease activity	3.414e-03	0.000e+00	3.013e+00	9.702e-04
GO:0140097	GO:0004529	DNA exonuclease activity	3.790e-03	0.000e+00	3.166e+00	6.823e-04
