Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0042254	GO:0042254	ribosome biogenesis	2.721e-59	0.000e+00	2.584e+00	2.608e-03
GO:0042254	GO:0042274	ribosomal small subunit biogenesis	2.849e-21	0.000e+00	3.187e+00	6.495e-04
GO:0042254	GO:0042273	ribosomal large subunit biogenesis	9.324e-21	0.000e+00	4.037e+00	9.191e-05
GO:0042254	GO:0071103	DNA conformation change	1.028e-38	0.000e+00	2.351e+00	4.452e-03
GO:0042254	GO:0032392	DNA geometric change	4.792e-18	0.000e+00	2.560e+00	2.754e-03
GO:0042254	GO:0032508	DNA duplex unwinding	8.859e-16	0.000e+00	2.562e+00	2.741e-03
GO:0042254	GO:0051383	kinetochore organization	6.826e-06	0.000e+00	4.433e+00	3.690e-05
GO:0042254	GO:0070193	synaptonemal complex organization	4.613e-03	0.000e+00	4.742e+00	1.812e-05
GO:0042254	GO:0006268	DNA unwinding involved in DNA replication	5.565e-05	0.000e+00	3.586e+00	2.594e-04
GO:0042254	GO:0006265	DNA topological change	3.870e-05	0.000e+00	2.770e+00	1.698e-03
GO:0042254	GO:0043570	maintenance of DNA repeat elements	8.663e-04	0.000e+00	3.489e+00	3.242e-04
GO:0042254	GO:0000715	nucleotide-excision repair, DNA damage recognition	1.512e-03	0.000e+00	3.878e+00	1.325e-04
GO:0042254	GO:0044806	G-quadruplex DNA unwinding	6.428e-03	0.000e+00	5.757e+00	1.750e-06
GO:0007059	GO:0007059	chromosome segregation	1.492e-39	0.000e+00	2.891e+00	1.284e-03
GO:0007059	GO:0032506	cytokinetic process	6.801e-03	0.000e+00	2.938e+00	1.152e-03
GO:0007059	GO:0045023	G0 to G1 transition	2.570e-04	0.000e+00	6.267e+00	5.408e-07
GO:0007059	GO:0098813	nuclear chromosome segregation	2.199e-32	0.000e+00	4.322e+00	4.770e-05
GO:0007059	GO:0045132	meiotic chromosome segregation	1.697e-10	0.000e+00	4.678e+00	2.099e-05
GO:0007059	GO:0016321	female meiosis chromosome segregation	4.688e-04	0.000e+00	5.809e+00	1.552e-06
GO:0007059	GO:0000819	sister chromatid segregation	1.833e-31	0.000e+00	4.718e+00	1.913e-05
GO:0007059	GO:0000070	mitotic sister chromatid segregation	6.179e-28	0.000e+00	4.837e+00	1.455e-05
GO:0007059	GO:0045144	meiotic sister chromatid segregation	3.863e-03	0.000e+00	5.446e+00	3.581e-06
GO:0007059	GO:0000910	cytokinesis	4.091e-06	0.000e+00	3.164e+00	6.862e-04
GO:0007059	GO:0061640	cytoskeleton-dependent cytokinesis	4.758e-05	0.000e+00	4.203e+00	6.263e-05
GO:0007059	GO:0051304	chromosome separation	3.057e-17	0.000e+00	3.916e+00	1.214e-04
GO:0007059	GO:0051306	mitotic sister chromatid separation	1.665e-13	0.000e+00	5.300e+00	5.011e-06
GO:0007059	GO:0051307	meiotic chromosome separation	3.819e-06	0.000e+00	5.884e+00	1.307e-06
GO:0007059	GO:0007062	sister chromatid cohesion	4.674e-11	0.000e+00	3.622e+00	2.388e-04
GO:0007059	GO:0007064	mitotic sister chromatid cohesion	4.421e-05	0.000e+00	4.130e+00	7.419e-05
GO:0007059	GO:0008608	attachment of spindle microtubules to kinetochore	1.781e-12	0.000e+00	4.172e+00	6.726e-05
GO:0007059	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	5.834e-06	0.000e+00	4.530e+00	2.950e-05
GO:0006403	GO:0006403	RNA localization	9.858e-39	0.000e+00	5.027e+00	9.398e-06
GO:0006403	GO:0008298	intracellular mRNA localization	3.121e-07	0.000e+00	5.225e+00	5.962e-06
GO:0006403	GO:0090670	RNA localization to Cajal body	5.557e-11	0.000e+00	5.958e+00	1.102e-06
GO:0006403	GO:0090685	RNA localization to nucleus	5.557e-11	0.000e+00	5.958e+00	1.102e-06
