dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.9698662604497165	-0.5122646210408963	1.0162029030610407	-20.664065159964757	3.367295829986474	2.16737889477592e-21	gated channel activity	1. gated channel activity	['GO:0022836', 'GO:0022839', 'GO:0022843', 'GO:0005244', 'GO:0022832', 'GO:0015271', 'GO:0099094', 'GO:0015276', 'GO:0022834', 'GO:0005231', 'GO:0005230', 'GO:0004970', 'GO:0005234', 'GO:0005227', 'GO:0015269', 'GO:0005261', 'GO:0005216', 'GO:0015267', 'GO:0022803', 'GO:0005267', 'GO:0005262', 'GO:0015085', 'GO:0005245', 'GO:0015079', 'GO:0005249', 'GO:0005272', 'GO:0015081', 'GO:0005248']	GO:0022836	0
2	-1.0407326094436598	0.20869661460918848	1.4130047084206911	-12.838612866569626	3.091042453358316	1.45006387565463e-13	neuropeptide receptor activity	2. neuropeptide receptor activity	['GO:0008528', 'GO:0008188', 'GO:0001653', 'GO:0004983', 'GO:0008020', 'GO:0009881', 'GO:0005000', 'GO:0035013', 'GO:0004948', 'GO:0097642', 'GO:0030594', 'GO:0022824', 'GO:0022835', 'GO:0015026', 'GO:0005007', 'GO:0099529', 'GO:0098960', 'GO:1904315', 'GO:0099583', 'GO:0008066', 'GO:0015277']	GO:0008188	0
3	-0.022361874774502948	1.0979337186479305	1.0698509352641898	-10.258911148825149	1.6094379124341003	5.50920396242883e-11	cytoskeletal motor activity	3. cytoskeletal motor activity	['GO:0003774', 'GO:0003777', 'GO:0008569', 'GO:0008574']	GO:0003774	0
4	0.33273284723642516	-0.7214409216264194	1.18551299820134	-9.749255710036088	2.8903717578961645	1.78132962221073e-10	microtubule binding	4. microtubule binding	['GO:0015631', 'GO:0008017', 'GO:0003779', 'GO:0051015', 'GO:0030165', 'GO:0097110', 'GO:0001965', 'GO:0051018', 'GO:0045505', 'GO:0051959', 'GO:0017147', 'GO:0045503', 'GO:0008179', 'GO:0031681', 'GO:0045504', 'GO:0001664', 'GO:0031690']	GO:0008017	0
5	-0.085239599179202	-0.9500240318142682	1.3497205685810676	-6.816357771265968	2.0794415416798357	1.52630816937204e-07	peptide binding	5. peptide binding	['GO:0033218', 'GO:0042277', 'GO:0017046', 'GO:0042923', 'GO:0016595', 'GO:0016597', 'GO:0016594']	GO:0042277	0
6	-0.33682467281002165	-0.525503352009657	1.3521457712044684	-6.3793241174694355	0.6931471805599453	4.17518652810737e-07	calcium-dependent phospholipid binding	6. calcium-dependent phospholipid binding	['GO:0005544']	GO:0005544	0
7	0.33205926501433913	0.6574234004017806	1.7825850908767262	-4.6322103621011435	0.6931471805599453	2.33232806340398e-05	neurotransmitter binding	7. neurotransmitter binding	['GO:0042165']	GO:0042165	0
8	0.269977613122162	-0.017705149849166414	1.492061273466208	-4.400520568941992	0.6931471805599453	3.97630263567744e-05	hormone binding	8. hormone binding	['GO:0042562']	GO:0042562	0
9	-0.31566082246604715	0.15492638223374816	1.398353749612271	-3.5181087859706395	1.0986122886681098	0.000303313132313639	heparin binding	9. heparin binding	['GO:1901681', 'GO:0008201']	GO:0008201	0
10	0.7709587445988991	-0.5838331113385856	1.5706953083469184	-2.7294994123238867	0.6931471805599453	0.0018642347008852	collagen binding	10. collagen binding	['GO:0005518']	GO:0005518	0
11	-0.6780736369193653	0.8090596151356154	1.3492536231099794	-2.4948615542022736	1.0986122886681098	0.00319991502636453	NAD+ ADP-ribosyltransferase activity	11. NAD+ ADP-ribosyltransferase activity	['GO:0003950', 'GO:1990404']	GO:0003950	0
12	0.9122699923969363	-0.029703166214600136	1.1881937043970972	-2.2268201176939413	0.6931471805599453	0.00593170961746752	NAD+ binding	12. NAD+ binding	['GO:0070403']	GO:0070403	0
13	0.8307610136737537	0.4124346228653301	1.3237421368740312	-2.115414080906314	0.6931471805599453	0.00766630192230334	oxygen binding	13. oxygen binding	['GO:0019825']	GO:0019825	0
