ID	Description	no.gen	tot.gen	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ont	cluster	rat.gen
GO:0007018	microtubule-based movement	173	2419	480/14234	1.26297807378108e-24	4.55240446694391e-21	4.00829357099996e-21	LOC112573941/LOC112565120/LOC112566855/LOC112576220/LOC112558188/LOC112573620/LOC112573173/LOC112566202/LOC112553782/LOC112573825/LOC112559366/LOC112563641/LOC112554168/LOC112562777/LOC112553960/LOC112566478/LOC112563577/LOC112576515/LOC112570615/LOC112555136/LOC112556513/LOC112554804/LOC112562186/LOC112565056/LOC112572210/LOC112573632/LOC112564650/LOC112560742/LOC112576655/LOC112555202/LOC112569909/LOC112560841/LOC112561827/LOC112562348/LOC112553418/LOC112564923/LOC112561164/LOC112571522/LOC112570684/LOC112565653/LOC112560032/LOC112554732/LOC112558546/LOC112557527/LOC112560317/LOC112563657/LOC112563767/LOC112571168/LOC112571759/LOC112570404/LOC112569908/LOC112573139/LOC112575059/LOC112560232/LOC112555258/LOC112564665/LOC112561210/LOC112572825/LOC112564217/LOC112560288/LOC112573876/LOC112570322/LOC112571830/LOC112566087/LOC112558478/LOC112570562/LOC112562688/LOC112560393/LOC112566953/LOC112570728/LOC112559681/LOC112562339/LOC112558382/LOC112573811/LOC112567984/LOC112573606/LOC112571420/LOC112555135/LOC112572169/LOC112574048/LOC112560415/LOC112573550/LOC112576808/LOC112558128/LOC112576766/LOC112560835/LOC112564732/LOC112561080/LOC112554757/LOC112562070/LOC112564019/LOC112566756/LOC112560321/LOC112554589/LOC112558045/LOC112560667/LOC112575243/LOC112574020/LOC112559509/LOC112573418/LOC112570768/LOC112553526/LOC112567265/LOC112577188/LOC112558041/LOC112554994/LOC112575876/LOC112554993/LOC112564914/LOC112553497/LOC112558897/LOC112572718/LOC112570560/LOC112571958/LOC112575350/LOC112567795/LOC112554806/LOC112570021/LOC112563689/LOC112573571/LOC112569963/LOC112560752/LOC112555964/LOC112574611/LOC112576194/LOC112565544/LOC112573115/LOC112558160/LOC112570365/LOC112577305/LOC112564129/LOC112557088/LOC112561523/LOC112561473/LOC112576682/LOC112565924/LOC112572462/LOC112554431/LOC112560134/LOC112574275/LOC112566101/LOC112572154/LOC112571228/LOC112559116/LOC112553650/LOC112556344/LOC112561068/LOC112571071/LOC112571117/LOC112570220/LOC112566579/LOC112555670/LOC112568589/LOC112569966/LOC112571013/LOC112572895/LOC112560110/LOC112574073/LOC112570019/LOC112570022/LOC112566888/LOC112558600/LOC112562010/LOC112570307/LOC112558606/LOC112573803/LOC112573973/LOC112556967/LOC112556487/LOC112566627/LOC112573553/LOC112570655/LOC112573716	173	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	7.15171558495246
GO:0044782	cilium organization	172	2419	475/14234	9.49192562527071e-25	4.55240446694391e-21	4.00829357099996e-21	LOC112573323/LOC112576220/LOC112558188/LOC112573620/LOC112573173/LOC112566202/LOC112553782/LOC112573825/LOC112554450/LOC112559366/LOC112563641/LOC112576785/LOC112554168/LOC112562777/LOC112562125/LOC112566478/LOC112563577/LOC112570615/LOC112555136/LOC112556513/LOC112556634/LOC112567773/LOC112571083/LOC112562186/LOC112563499/LOC112555357/LOC112568959/LOC112571331/LOC112564650/LOC112560241/LOC112560742/LOC112576655/LOC112571127/LOC112570895/LOC112576803/LOC112555202/LOC112569909/LOC112561827/LOC112562348/LOC112561164/LOC112562946/LOC112571522/LOC112569858/LOC112565653/LOC112554732/LOC112558546/LOC112557527/LOC112560317/LOC112555965/LOC112563642/LOC112563767/LOC112571168/LOC112559722/LOC112563859/LOC112571759/LOC112569908/LOC112573139/LOC112565033/LOC112575059/LOC112570994/LOC112555258/LOC112564665/LOC112570378/LOC112572825/LOC112564217/LOC112560288/LOC112570322/LOC112571830/LOC112566087/LOC112570695/LOC112576514/LOC112562688/LOC112570728/LOC112559681/LOC112562339/LOC112553716/LOC112558382/LOC112571420/LOC112555135/LOC112572169/LOC112560388/LOC112570377/LOC112566884/LOC112560415/LOC112576808/LOC112554591/LOC112571084/LOC112557328/LOC112576766/LOC112560835/LOC112554757/LOC112557760/LOC112575392/LOC112564019/LOC112573331/LOC112554589/LOC112558045/LOC112560667/LOC112575243/LOC112573693/LOC112573418/LOC112570860/LOC112556330/LOC112556459/LOC112564941/LOC112561971/LOC112570942/LOC112575932/LOC112564914/LOC112573226/LOC112557804/LOC112558897/LOC112572718/LOC112571958/LOC112575350/LOC112566091/LOC112559394/LOC112567795/LOC112554806/LOC112553416/LOC112570021/LOC112575711/LOC112572513/LOC112563689/LOC112573571/LOC112569963/LOC112558173/LOC112557919/LOC112565544/LOC112573115/LOC112576331/LOC112577305/LOC112564129/LOC112557088/LOC112573649/LOC112555103/LOC112571425/LOC112561523/LOC112567745/LOC112577428/LOC112565924/LOC112572462/LOC112554431/LOC112574590/LOC112554755/LOC112577420/LOC112556338/LOC112566184/LOC112570503/LOC112577176/LOC112561068/LOC112571071/LOC112571983/LOC112570220/LOC112555670/LOC112568589/LOC112564942/LOC112559414/LOC112571013/LOC112566904/LOC112572895/LOC112560110/LOC112574073/LOC112570019/LOC112570022/LOC112558600/LOC112558606/LOC112573973/LOC112571892/LOC112553389/LOC112570655/LOC112573716	172	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	7.11037618850765
GO:0060271	cilium assembly	163	2419	460/14234	2.33591286938957e-22	5.61319862514314e-19	4.94229986049794e-19	LOC112573323/LOC112576220/LOC112558188/LOC112573620/LOC112573173/LOC112566202/LOC112553782/LOC112573825/LOC112554450/LOC112559366/LOC112563641/LOC112576785/LOC112554168/LOC112562777/LOC112562125/LOC112566478/LOC112563577/LOC112570615/LOC112555136/LOC112556513/LOC112556634/LOC112571083/LOC112562186/LOC112563499/LOC112555357/LOC112568959/LOC112571331/LOC112564650/LOC112560742/LOC112576655/LOC112571127/LOC112570895/LOC112576803/LOC112555202/LOC112569909/LOC112561827/LOC112562348/LOC112561164/LOC112562946/LOC112571522/LOC112569858/LOC112565653/LOC112554732/LOC112558546/LOC112557527/LOC112560317/LOC112563642/LOC112563767/LOC112571168/LOC112559722/LOC112563859/LOC112571759/LOC112573139/LOC112565033/LOC112575059/LOC112570994/LOC112564665/LOC112570378/LOC112572825/LOC112564217/LOC112560288/LOC112570322/LOC112571830/LOC112566087/LOC112570695/LOC112576514/LOC112562688/LOC112570728/LOC112559681/LOC112553716/LOC112558382/LOC112571420/LOC112555135/LOC112572169/LOC112560388/LOC112570377/LOC112566884/LOC112560415/LOC112576808/LOC112554591/LOC112571084/LOC112557328/LOC112576766/LOC112560835/LOC112554757/LOC112557760/LOC112575392/LOC112573331/LOC112554589/LOC112558045/LOC112560667/LOC112575243/LOC112573693/LOC112573418/LOC112570860/LOC112556330/LOC112556459/LOC112564941/LOC112561971/LOC112570942/LOC112575932/LOC112564914/LOC112573226/LOC112557804/LOC112558897/LOC112572718/LOC112571958/LOC112566091/LOC112559394/LOC112567795/LOC112554806/LOC112553416/LOC112570021/LOC112575711/LOC112572513/LOC112563689/LOC112573571/LOC112569963/LOC112558173/LOC112557919/LOC112573115/LOC112576331/LOC112577305/LOC112564129/LOC112557088/LOC112573649/LOC112555103/LOC112571425/LOC112561523/LOC112567745/LOC112577428/LOC112565924/LOC112572462/LOC112554431/LOC112574590/LOC112554755/LOC112577420/LOC112556338/LOC112566184/LOC112570503/LOC112577176/LOC112561068/LOC112571071/LOC112571983/LOC112570220/LOC112555670/LOC112568589/LOC112564942/LOC112559414/LOC112571013/LOC112566904/LOC112572895/LOC112560110/LOC112574073/LOC112570019/LOC112570022/LOC112558600/LOC112558606/LOC112573973/LOC112571892/LOC112553389/LOC112570655/LOC112573716	163	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	6.73832162050434
GO:0030900	forebrain development	143	2419	489/14234	5.85004638995329e-12	3.24407572501333e-09	2.85633843979096e-09	LOC112559593/LOC112573323/LOC112574021/LOC112554355/LOC112564260/LOC112575536/LOC112554375/LOC112571786/LOC112567040/LOC112560702/LOC112571085/LOC112567253/LOC112575597/LOC112559942/LOC112561949/LOC112565911/LOC112555783/LOC112554782/LOC112566831/LOC112574047/LOC112573303/LOC112554322/LOC112571331/LOC112570760/LOC112562806/LOC112571127/LOC112572526/LOC112556844/LOC112561268/LOC112568014/LOC112575446/LOC112564620/LOC112556188/LOC112555965/LOC112567991/LOC112554665/LOC112561837/LOC112572761/LOC112563859/LOC112577395/LOC112565371/LOC112562263/LOC112567322/LOC112570771/LOC112561552/LOC112556014/LOC112575639/LOC112559420/LOC112559617/LOC112559435/LOC112570270/LOC112564273/LOC112560415/LOC112567332/LOC112560251/LOC112560593/LOC112576808/LOC112571084/LOC112560315/LOC112557554/LOC112575854/LOC112575392/LOC112565000/LOC112567041/LOC112570915/LOC112567687/LOC112560667/LOC112573882/LOC112567648/LOC112557524/LOC112569873/LOC112571089/LOC112556160/LOC112572610/LOC112556839/LOC112562743/LOC112575876/LOC112565904/LOC112575932/LOC112569897/LOC112575235/LOC112570021/LOC112567515/LOC112554143/LOC112573381/LOC112566735/LOC112557455/LOC112564626/LOC112564996/LOC112557718/LOC112558695/LOC112575336/LOC112554430/LOC112572203/LOC112564849/LOC112561549/LOC112567669/LOC112561281/LOC112574496/LOC112564033/LOC112572054/LOC112564278/LOC112566281/LOC112565616/LOC112576704/LOC112566404/LOC112561473/LOC112556451/LOC112555631/LOC112556452/LOC112566215/LOC112565039/LOC112563597/LOC112554603/LOC112564320/LOC112558106/LOC112570043/LOC112566813/LOC112556344/LOC112571301/LOC112555332/LOC112557375/LOC112556412/LOC112559279/LOC112571885/LOC112571709/LOC112570019/LOC112565925/LOC112570022/LOC112566271/LOC112554785/LOC112574277/LOC112555855/LOC112560420/LOC112559615/LOC112561054/LOC112554874/LOC112558949/LOC112568870/LOC112557821/LOC112577149/LOC112576246/LOC112571016	143	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	5.9115336916081
GO:0005874	microtubule	134	2422	412/14434	1.5506928555834e-15	1.87892284334855e-13	1.61326467256308e-13	LOC112565868/LOC112559593/LOC112573941/LOC112565120/LOC112556486/LOC112576240/LOC112573620/LOC112573173/LOC112566202/LOC112553782/LOC112563641/LOC112554168/LOC112562777/LOC112562125/LOC112553960/LOC112558727/LOC112576515/LOC112554804/LOC112571083/LOC112556708/LOC112558342/LOC112572210/LOC112555357/LOC112570895/LOC112553820/LOC112561827/LOC112572014/LOC112564923/LOC112561164/LOC112571522/LOC112575446/LOC112565653/LOC112560032/LOC112558546/LOC112560317/LOC112571759/LOC112570404/LOC112570994/LOC112564217/LOC112560288/LOC112570322/LOC112566087/LOC112560197/LOC112575856/LOC112576514/LOC112570771/LOC112560393/LOC112559681/LOC112553716/LOC112573606/LOC112565411/LOC112558913/LOC112560388/LOC112573550/LOC112561887/LOC112576808/LOC112554591/LOC112566157/LOC112558128/LOC112564732/LOC112561080/LOC112560321/LOC112554589/LOC112558045/LOC112560667/LOC112569609/LOC112559509/LOC112571989/LOC112553732/LOC112556330/LOC112571417/LOC112567265/LOC112577188/LOC112565754/LOC112558041/LOC112554994/LOC112554437/LOC112575876/LOC112573410/LOC112554993/LOC112575932/LOC112558897/LOC112572718/LOC112575350/LOC112570878/LOC112576564/LOC112555964/LOC112558173/LOC112574611/LOC112558160/LOC112570623/LOC112576331/LOC112577305/LOC112564033/LOC112564129/LOC112574512/LOC112573649/LOC112560354/LOC112571650/LOC112576682/LOC112565924/LOC112559270/LOC112554431/LOC112560134/LOC112555225/LOC112574275/LOC112566101/LOC112559601/LOC112571228/LOC112561220/LOC112555835/LOC112556344/LOC112572999/LOC112571071/LOC112566579/LOC112564465/LOC112573557/LOC112569966/LOC112553898/LOC112570019/LOC112563892/LOC112566888/LOC112562483/LOC112562010/LOC112570307/LOC112565781/LOC112556967/LOC112556487/LOC112564112/LOC112556559/LOC112566627/LOC112573553/LOC112553389/LOC112553728	134	CC	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	5.53261767134599
GO:0042391	regulation of membrane potential	129	2419	491/14234	9.20926979787238e-08	2.07467581165194e-05	1.82670713424903e-05	LOC112572037/LOC112573323/LOC112567533/LOC112567040/LOC112572607/LOC112559483/LOC112557623/LOC112564851/LOC112562058/LOC112571647/LOC112565295/LOC112565911/LOC112561372/LOC112572045/LOC112566774/LOC112571742/LOC112566595/LOC112574940/LOC112566079/LOC112556844/LOC112572612/LOC112570046/LOC112569792/LOC112565121/LOC112572441/LOC112575206/LOC112553967/LOC112556494/LOC112553977/LOC112561837/LOC112567844/LOC112572212/LOC112566252/LOC112565030/LOC112574399/LOC112559485/LOC112553123/LOC112561184/LOC112554215/LOC112567213/LOC112562921/LOC112576630/LOC112554369/LOC112561883/LOC112567332/LOC112555462/LOC112556256/LOC112555382/LOC112570159/LOC112562952/LOC112553938/LOC112554394/LOC112558139/LOC112562538/LOC112567241/LOC112571679/LOC112576396/LOC112572425/LOC112553968/LOC112559608/LOC112561562/LOC112577252/LOC112566447/LOC112560821/LOC112572610/LOC112570462/LOC112555264/LOC112570668/LOC112553497/LOC112570021/LOC112565826/LOC112554143/LOC112558695/LOC112559559/LOC112555110/LOC112558522/LOC112572203/LOC112564849/LOC112572556/LOC112563531/LOC112567669/LOC112557344/LOC112561281/LOC112557207/LOC112573544/LOC112561362/LOC112570205/LOC112553547/LOC112564521/LOC112572054/LOC112554184/LOC112560601/LOC112565181/LOC112572424/LOC112571448/LOC112563592/LOC112564775/LOC112555167/LOC112566222/LOC112571599/LOC112565972/LOC112566082/LOC112558747/LOC112561032/LOC112556090/LOC112569142/LOC112570613/LOC112560404/LOC112576368/LOC112571885/LOC112571709/LOC112574016/LOC112570539/LOC112574079/LOC112574516/LOC112571409/LOC112570022/LOC112562932/LOC112569697/LOC112577345/LOC112575121/LOC112557487/LOC112556487/LOC112574544/LOC112566772/LOC112565867/LOC112574533/LOC112572423/LOC112574430	129	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	5.33278214138074
GO:0001822	kidney development	125	2419	443/14234	1.55734290881702e-09	5.34613572841042e-07	4.70715676198828e-07	LOC112575640/LOC112554375/LOC112575643/LOC112557897/LOC112573825/LOC112564431/LOC112553275/LOC112566642/LOC112562125/LOC112566478/LOC112555942/LOC112569990/LOC112562885/LOC112555783/LOC112560666/LOC112557486/LOC112573303/LOC112565388/LOC112572576/LOC112572526/LOC112577266/LOC112568014/LOC112566629/LOC112570684/LOC112564620/LOC112556188/LOC112566422/LOC112563859/LOC112564665/LOC112554400/LOC112559602/LOC112563243/LOC112556035/LOC112570695/LOC112573813/LOC112561552/LOC112573688/LOC112573811/LOC112556014/LOC112558927/LOC112574372/LOC112559617/LOC112559435/LOC112554479/LOC112567715/LOC112556256/LOC112557554/LOC112558128/LOC112566743/LOC112562913/LOC112554459/LOC112575392/LOC112566180/LOC112554080/LOC112557582/LOC112560667/LOC112553358/LOC112573693/LOC112573418/LOC112564937/LOC112576895/LOC112564296/LOC112575524/LOC112556160/LOC112564450/LOC112575644/LOC112562800/LOC112562743/LOC112565703/LOC112577313/LOC112575235/LOC112554571/LOC112575711/LOC112557919/LOC112553390/LOC112568757/LOC112575336/LOC112556036/LOC112570396/LOC112558140/LOC112572054/LOC112577197/LOC112575978/LOC112559691/LOC112554452/LOC112566281/LOC112560027/LOC112556117/LOC112567745/LOC112577428/LOC112554114/LOC112554431/LOC112574590/LOC112574473/LOC112566215/LOC112563597/LOC112570503/LOC112568772/LOC112571301/LOC112561068/LOC112554461/LOC112555670/LOC112568589/LOC112554076/LOC112572689/LOC112571013/LOC112572895/LOC112571885/LOC112561274/LOC112571409/LOC112566271/LOC112565128/LOC112558600/LOC112559132/LOC112570307/LOC112573803/LOC112553591/LOC112561054/LOC112558949/LOC112556401/LOC112555342/LOC112561165/LOC112565274/LOC112567712/LOC112571016	125	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	5.16742455560149
GO:0015631	tubulin binding	133	2578	373/15404	3.07821069755407e-19	1.9839067945736e-16	1.79184264815516e-16	LOC112559593/LOC112573941/LOC112565120/LOC112556486/LOC112553874/LOC112558727/LOC112571083/LOC112565914/LOC112555357/LOC112562806/LOC112560241/LOC112560742/LOC112570895/LOC112554305/LOC112553820/LOC112569909/LOC112560841/LOC112561268/LOC112553418/LOC112564923/LOC112561164/LOC112575446/LOC112566402/LOC112570732/LOC112563657/LOC112560258/LOC112562374/LOC112575059/LOC112561210/LOC112564217/LOC112560288/LOC112560197/LOC112575856/LOC112558478/LOC112554004/LOC112567734/LOC112562688/LOC112560393/LOC112561129/LOC112556014/LOC112573606/LOC112559420/LOC112565411/LOC112567921/LOC112558913/LOC112560388/LOC112574048/LOC112571233/LOC112564273/LOC112554479/LOC112573547/LOC112554591/LOC112566157/LOC112558128/LOC112564732/LOC112561080/LOC112562070/LOC112566756/LOC112560321/LOC112554589/LOC112553358/LOC112574020/LOC112559509/LOC112572425/LOC112555589/LOC112571989/LOC112553526/LOC112553732/LOC112567265/LOC112569970/LOC112577188/LOC112558041/LOC112554994/LOC112575876/LOC112554993/LOC112573226/LOC112558897/LOC112572718/LOC112575350/LOC112565826/LOC112570878/LOC112576564/LOC112569963/LOC112574611/LOC112558160/LOC112570623/LOC112570365/LOC112577305/LOC112564033/LOC112564129/LOC112557088/LOC112574512/LOC112572054/LOC112562103/LOC112573649/LOC112571650/LOC112576682/LOC112563898/LOC112554431/LOC112560134/LOC112574275/LOC112566101/LOC112572154/LOC112571228/LOC112561220/LOC112555835/LOC112556344/LOC112565050/LOC112572999/LOC112566579/LOC112564465/LOC112555670/LOC112569882/LOC112569966/LOC112570019/LOC112563892/LOC112566888/LOC112566993/LOC112562483/LOC112562010/LOC112570307/LOC112573973/LOC112565781/LOC112561054/LOC112556967/LOC112556487/LOC112556559/LOC112564770/LOC112553389/LOC112572423/LOC112553728/LOC112560384/LOC112560769	133	MF	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	5.15903801396431
GO:0051961	negative regulation of nervous system development	121	2419	463/14234	3.13726190615264e-07	6.11257326525794e-05	5.38198841937423e-05	LOC112570928/LOC112573323/LOC112554355/LOC112571786/LOC112553874/LOC112567253/LOC112575597/LOC112559942/LOC112569990/LOC112563281/LOC112562885/LOC112554782/LOC112566831/LOC112574047/LOC112560319/LOC112565894/LOC112571331/LOC112553462/LOC112571127/LOC112557280/LOC112568014/LOC112575446/LOC112571242/LOC112556188/LOC112554055/LOC112567991/LOC112553721/LOC112572761/LOC112567689/LOC112559722/LOC112563859/LOC112560768/LOC112561800/LOC112572968/LOC112561184/LOC112560657/LOC112565647/LOC112573813/LOC112561002/LOC112563633/LOC112556014/LOC112559420/LOC112568454/LOC112575003/LOC112560388/LOC112565142/LOC112564273/LOC112556256/LOC112560593/LOC112571084/LOC112560315/LOC112554012/LOC112557554/LOC112566743/LOC112562913/LOC112575392/LOC112570287/LOC112570915/LOC112555534/LOC112572425/LOC112558547/LOC112557524/LOC112575396/LOC112577252/LOC112564296/LOC112575524/LOC112569970/LOC112553745/LOC112555264/LOC112561971/LOC112573633/LOC112569897/LOC112571427/LOC112575235/LOC112567515/LOC112557455/LOC112564996/LOC112555200/LOC112557718/LOC112575336/LOC112558522/LOC112554393/LOC112561549/LOC112567669/LOC112556941/LOC112571716/LOC112572054/LOC112564278/LOC112574373/LOC112561473/LOC112572424/LOC112556451/LOC112572462/LOC112563972/LOC112556452/LOC112563597/LOC112564330/LOC112558106/LOC112566813/LOC112556129/LOC112556344/LOC112570502/LOC112555332/LOC112557375/LOC112556412/LOC112561686/LOC112571885/LOC112564615/LOC112565925/LOC112576333/LOC112565128/LOC112570307/LOC112571695/LOC112561054/LOC112554874/LOC112558627/LOC112555292/LOC112563011/LOC112554297/LOC112564863/LOC112572423	121	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	5.00206696982224
GO:0060560	developmental growth involved in morphogenesis	116	2419	463/14234	5.08338244190827e-06	0.000600755803667487	0.000528952478424622	LOC112570028/LOC112559593/LOC112562142/LOC112554355/LOC112553874/LOC112572607/LOC112567253/LOC112575597/LOC112561949/LOC112562058/LOC112566642/LOC112575559/LOC112572045/LOC112566831/LOC112574047/LOC112573303/LOC112560319/LOC112563499/LOC112572526/LOC112572612/LOC112568014/LOC112570684/LOC112575282/LOC112556188/LOC112573981/LOC112554665/LOC112553721/LOC112563859/LOC112564559/LOC112556620/LOC112564217/LOC112553123/LOC112567757/LOC112573876/LOC112571830/LOC112560657/LOC112565647/LOC112558478/LOC112561552/LOC112559420/LOC112575003/LOC112559435/LOC112567711/LOC112565142/LOC112564273/LOC112567715/LOC112556256/LOC112560593/LOC112554591/LOC112560315/LOC112554012/LOC112554344/LOC112575392/LOC112561325/LOC112565000/LOC112570287/LOC112555534/LOC112557480/LOC112561562/LOC112577252/LOC112569970/LOC112565143/LOC112572610/LOC112563084/LOC112562800/LOC112562743/LOC112555264/LOC112561971/LOC112565904/LOC112569897/LOC112577335/LOC112557728/LOC112560926/LOC112572718/LOC112565826/LOC112564996/LOC112568757/LOC112575485/LOC112554393/LOC112561549/LOC112574786/LOC112568656/LOC112563531/LOC112570365/LOC112571554/LOC112556117/LOC112567745/LOC112561473/LOC112554114/LOC112574275/LOC112555631/LOC112563597/LOC112571440/LOC112558106/LOC112556344/LOC112571301/LOC112570502/LOC112555332/LOC112570220/LOC112570025/LOC112571885/LOC112558795/LOC112565925/LOC112566993/LOC112565128/LOC112554785/LOC112570307/LOC112554874/LOC112556487/LOC112558204/LOC112555292/LOC112554297/LOC112567712/LOC112576246/LOC112568999/LOC112562574	116	BP	de-up-go_s_6dpa-s_1dpa-1dpa-ref_lfc0.txt	4.79536998759818
