ID	Description	no.gen	tot.gen	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ont	cluster	rat.gen
GO:0042391	regulation of membrane potential	177	2838	491/14234	2.05663375544979e-17	4.63716256765788e-14	3.83873621451654e-14	LOC112572037/LOC112555961/LOC112567533/LOC112564851/LOC112553938/LOC112570046/LOC112559483/LOC112566774/LOC112572607/LOC112557623/LOC112574940/LOC112569142/LOC112565295/LOC112571885/LOC112561372/LOC112571647/LOC112567040/LOC112575206/LOC112570462/LOC112554215/LOC112561032/LOC112565911/LOC112571679/LOC112574399/LOC112562058/LOC112556844/LOC112565121/LOC112567332/LOC112576630/LOC112573323/LOC112559485/LOC112555382/LOC112566447/LOC112566252/LOC112572441/LOC112566595/LOC112561837/LOC112559559/LOC112561362/LOC112569792/LOC112562932/LOC112572612/LOC112555264/LOC112557487/LOC112564325/LOC112567844/LOC112560601/LOC112566222/LOC112554695/LOC112560821/LOC112563593/LOC112570159/LOC112572045/LOC112553967/LOC112562538/LOC112571742/LOC112553977/LOC112563592/LOC112574016/LOC112567669/LOC112554394/LOC112562921/LOC112574430/LOC112577198/LOC112556256/LOC112577252/LOC112568215/LOC112567241/LOC112561281/LOC112564521/LOC112557344/LOC112561184/LOC112563150/LOC112570613/LOC112553123/LOC112561272/LOC112558695/LOC112560395/LOC112554531/LOC112570668/LOC112572610/LOC112554369/LOC112559482/LOC112562952/LOC112556494/LOC112573544/LOC112564849/LOC112556073/LOC112555110/LOC112572017/LOC112560394/LOC112564775/LOC112567213/LOC112570021/LOC112553547/LOC112576607/LOC112562356/LOC112553683/LOC112558319/LOC112560055/LOC112553968/LOC112563961/LOC112572231/LOC112567067/LOC112563531/LOC112553497/LOC112558139/LOC112562827/LOC112570840/LOC112569697/LOC112556672/LOC112560404/LOC112554145/LOC112562704/LOC112561562/LOC112566082/LOC112561916/LOC112554529/LOC112555462/LOC112574222/LOC112565972/LOC112574079/LOC112560817/LOC112574861/LOC112553421/LOC112570499/LOC112576396/LOC112577242/LOC112555167/LOC112558309/LOC112565826/LOC112572212/LOC112570022/LOC112569640/LOC112561883/LOC112577257/LOC112569696/LOC112576855/LOC112554184/LOC112574536/LOC112571599/LOC112565181/LOC112567978/LOC112571448/LOC112565822/LOC112555928/LOC112574516/LOC112573775/LOC112556854/LOC112572425/LOC112575333/LOC112560803/LOC112556382/LOC112560706/LOC112565030/LOC112566248/LOC112574527/LOC112565867/LOC112566923/LOC112574533/LOC112575331/LOC112565537/LOC112554708/LOC112576207/LOC112562736/LOC112559484/LOC112557958/LOC112560632/LOC112569989/LOC112557207/LOC112559608/LOC112556487/LOC112558939/LOC112560694/LOC112564107/LOC112555052/LOC112574544	177	BP	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	6.23678646934461
GO:0022803	passive transmembrane transporter activity	185	3058	486/15404	2.92717916254277e-21	6.61484667611066e-19	5.48615880528563e-19	LOC112572037/LOC112553938/LOC112570046/LOC112559483/LOC112572968/LOC112553398/LOC112570694/LOC112574940/LOC112569142/LOC112561268/LOC112562771/LOC112565295/LOC112553565/LOC112571647/LOC112575559/LOC112570462/LOC112554215/LOC112571789/LOC112575225/LOC112565911/LOC112571679/LOC112574399/LOC112556844/LOC112573794/LOC112560398/LOC112576630/LOC112559485/LOC112555382/LOC112566447/LOC112553997/LOC112566252/LOC112574242/LOC112572441/LOC112573689/LOC112566595/LOC112572266/LOC112561837/LOC112559559/LOC112564178/LOC112569792/LOC112562932/LOC112560322/LOC112557487/LOC112554314/LOC112560601/LOC112567446/LOC112554695/LOC112560821/LOC112563393/LOC112563593/LOC112570159/LOC112556130/LOC112554642/LOC112553967/LOC112562538/LOC112571742/LOC112570647/LOC112559947/LOC112563592/LOC112557374/LOC112577061/LOC112554394/LOC112562921/LOC112574430/LOC112577198/LOC112557910/LOC112572347/LOC112559601/LOC112571985/LOC112568215/LOC112567241/LOC112555535/LOC112574146/LOC112561281/LOC112557247/LOC112570312/LOC112563150/LOC112570613/LOC112553123/LOC112561272/LOC112573801/LOC112563258/LOC112574148/LOC112560395/LOC112554531/LOC112570668/LOC112571003/LOC112559482/LOC112562952/LOC112576818/LOC112560265/LOC112573544/LOC112561084/LOC112560394/LOC112560482/LOC112564775/LOC112571444/LOC112560375/LOC112563466/LOC112553547/LOC112576607/LOC112558319/LOC112560682/LOC112560055/LOC112553968/LOC112572231/LOC112573995/LOC112562801/LOC112573996/LOC112553497/LOC112576972/LOC112562827/LOC112572094/LOC112570840/LOC112565274/LOC112569697/LOC112560404/LOC112554145/LOC112574144/LOC112557604/LOC112561229/LOC112577421/LOC112561916/LOC112561048/LOC112555761/LOC112556131/LOC112554529/LOC112563068/LOC112577046/LOC112555462/LOC112565191/LOC112553740/LOC112574222/LOC112554165/LOC112560817/LOC112553421/LOC112560581/LOC112565678/LOC112558662/LOC112571987/LOC112576396/LOC112563247/LOC112555167/LOC112577257/LOC112560502/LOC112576855/LOC112554184/LOC112561368/LOC112571599/LOC112571448/LOC112555928/LOC112566966/LOC112576738/LOC112573775/LOC112558986/LOC112575357/LOC112557332/LOC112559944/LOC112575333/LOC112560740/LOC112566910/LOC112556382/LOC112560706/LOC112566814/LOC112566248/LOC112574979/LOC112554349/LOC112565867/LOC112566923/LOC112575331/LOC112554708/LOC112576207/LOC112557011/LOC112558690/LOC112559484/LOC112560632/LOC112569989/LOC112557695/LOC112558939/LOC112575374/LOC112560694/LOC112564107/LOC112553995/LOC112565758/LOC112569292	185	MF	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	6.04970568999346
GO:0015267	channel activity	183	3058	479/15404	3.03898009622236e-21	6.61484667611066e-19	5.48615880528563e-19	LOC112572037/LOC112553938/LOC112570046/LOC112559483/LOC112572968/LOC112553398/LOC112570694/LOC112574940/LOC112569142/LOC112561268/LOC112562771/LOC112565295/LOC112553565/LOC112571647/LOC112575559/LOC112570462/LOC112554215/LOC112571789/LOC112575225/LOC112565911/LOC112571679/LOC112574399/LOC112556844/LOC112573794/LOC112560398/LOC112576630/LOC112559485/LOC112555382/LOC112566447/LOC112553997/LOC112566252/LOC112574242/LOC112572441/LOC112573689/LOC112566595/LOC112572266/LOC112561837/LOC112559559/LOC112564178/LOC112569792/LOC112562932/LOC112560322/LOC112557487/LOC112554314/LOC112560601/LOC112567446/LOC112554695/LOC112560821/LOC112563593/LOC112570159/LOC112556130/LOC112554642/LOC112553967/LOC112562538/LOC112571742/LOC112570647/LOC112559947/LOC112563592/LOC112557374/LOC112577061/LOC112554394/LOC112562921/LOC112574430/LOC112577198/LOC112557910/LOC112572347/LOC112559601/LOC112571985/LOC112568215/LOC112567241/LOC112555535/LOC112574146/LOC112561281/LOC112557247/LOC112570312/LOC112563150/LOC112570613/LOC112553123/LOC112561272/LOC112573801/LOC112563258/LOC112574148/LOC112560395/LOC112554531/LOC112570668/LOC112571003/LOC112559482/LOC112562952/LOC112576818/LOC112560265/LOC112573544/LOC112561084/LOC112560394/LOC112560482/LOC112564775/LOC112571444/LOC112560375/LOC112553547/LOC112576607/LOC112558319/LOC112560682/LOC112560055/LOC112553968/LOC112572231/LOC112573995/LOC112562801/LOC112573996/LOC112553497/LOC112576972/LOC112562827/LOC112572094/LOC112570840/LOC112565274/LOC112569697/LOC112560404/LOC112554145/LOC112574144/LOC112557604/LOC112561229/LOC112577421/LOC112561916/LOC112561048/LOC112555761/LOC112556131/LOC112554529/LOC112563068/LOC112577046/LOC112555462/LOC112565191/LOC112553740/LOC112574222/LOC112554165/LOC112560817/LOC112553421/LOC112560581/LOC112565678/LOC112558662/LOC112571987/LOC112576396/LOC112563247/LOC112555167/LOC112577257/LOC112560502/LOC112576855/LOC112554184/LOC112561368/LOC112571599/LOC112571448/LOC112555928/LOC112566966/LOC112576738/LOC112573775/LOC112558986/LOC112575357/LOC112557332/LOC112559944/LOC112575333/LOC112560740/LOC112566910/LOC112556382/LOC112560706/LOC112566814/LOC112566248/LOC112574979/LOC112554349/LOC112565867/LOC112566923/LOC112575331/LOC112554708/LOC112576207/LOC112557011/LOC112558690/LOC112559484/LOC112560632/LOC112569989/LOC112557695/LOC112558939/LOC112575374/LOC112560694/LOC112564107/LOC112553995/LOC112565758/LOC112569292	183	MF	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.98430346631786
GO:0007018	microtubule-based movement	169	2838	480/14234	1.42623314406742e-15	1.64454299657191e-12	1.36138568902031e-12	LOC112573941/LOC112573876/LOC112566855/LOC112562339/LOC112553960/LOC112565120/LOC112561210/LOC112553782/LOC112573620/LOC112566478/LOC112576220/LOC112554804/LOC112558188/LOC112566202/LOC112556344/LOC112559366/LOC112573825/LOC112563577/LOC112570684/LOC112570615/LOC112573173/LOC112554168/LOC112556513/LOC112560841/LOC112565761/LOC112562186/LOC112576808/LOC112560752/LOC112560066/LOC112553418/LOC112573811/LOC112565056/LOC112562777/LOC112564650/LOC112576655/LOC112560288/LOC112560667/LOC112563767/LOC112571759/LOC112563641/LOC112557527/LOC112555136/LOC112562461/LOC112571830/LOC112556073/LOC112569909/LOC112570404/LOC112574048/LOC112561827/LOC112558382/LOC112555202/LOC112570021/LOC112571444/LOC112575350/LOC112558546/LOC112571117/LOC112569908/LOC112561164/LOC112553526/LOC112554732/LOC112558319/LOC112562348/LOC112563657/LOC112554757/LOC112560232/LOC112563961/LOC112572169/LOC112560835/LOC112560317/LOC112560134/LOC112571420/LOC112572154/LOC112564019/LOC112553497/LOC112571168/LOC112572825/LOC112571958/LOC112566087/LOC112559681/LOC112565843/LOC112570728/LOC112575059/LOC112564217/LOC112560415/LOC112562789/LOC112554806/LOC112560032/LOC112573418/LOC112573139/LOC112570562/LOC112560742/LOC112572718/LOC112567984/LOC112566953/LOC112565419/LOC112565653/LOC112555258/LOC112574275/LOC112574020/LOC112562688/LOC112570220/LOC112570322/LOC112558045/LOC112564923/LOC112554589/LOC112560393/LOC112575243/LOC112570365/LOC112572210/LOC112558478/LOC112571522/LOC112564665/LOC112558041/LOC112573632/LOC112558128/LOC112574611/LOC112570022/LOC112558897/LOC112569696/LOC112576766/LOC112562070/LOC112570019/LOC112561254/LOC112564914/LOC112571203/LOC112556854/LOC112554808/LOC112565924/LOC112554993/LOC112573606/LOC112576682/LOC112564129/LOC112570768/LOC112573550/LOC112572462/LOC112571228/LOC112577396/LOC112574073/LOC112568589/LOC112563689/LOC112573597/LOC112555964/LOC112554982/LOC112561523/LOC112576414/LOC112569963/LOC112561649/LOC112574343/LOC112563948/LOC112573553/LOC112554708/LOC112554994/LOC112571071/LOC112554431/LOC112564732/LOC112573803/LOC112560321/LOC112561080/LOC112573571/LOC112556487/LOC112576194/LOC112567265/LOC112570655/LOC112559509/LOC112571517/LOC112567792/LOC112566756/LOC112564760/LOC112571860	169	BP	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.95489781536293
GO:0031253	cell projection membrane	165	2872	495/14434	5.97677802366021e-13	2.54892003950215e-11	2.05023840563948e-11	LOC112553938/LOC112559483/LOC112554129/LOC112572607/LOC112561268/LOC112569990/LOC112561372/LOC112567040/LOC112573134/LOC112575206/LOC112571760/LOC112570462/LOC112555351/LOC112565911/LOC112554581/LOC112569065/LOC112573196/LOC112574399/LOC112554423/LOC112565657/LOC112556844/LOC112567332/LOC112573323/LOC112559485/LOC112553739/LOC112572441/LOC112573689/LOC112570544/LOC112561837/LOC112559559/LOC112563642/LOC112557064/LOC112564190/LOC112564431/LOC112572612/LOC112562178/LOC112566222/LOC112560821/LOC112554052/LOC112563393/LOC112563593/LOC112572045/LOC112573633/LOC112562538/LOC112554576/LOC112568014/LOC112556454/LOC112567669/LOC112554394/LOC112575854/LOC112564249/LOC112565761/LOC112554054/LOC112557432/LOC112577395/LOC112557066/LOC112554583/LOC112574146/LOC112573688/LOC112562716/LOC112561949/LOC112570312/LOC112561184/LOC112553123/LOC112554591/LOC112554402/LOC112572964/LOC112560307/LOC112560667/LOC112570811/LOC112570668/LOC112572610/LOC112563824/LOC112559482/LOC112564669/LOC112561641/LOC112564849/LOC112556073/LOC112567782/LOC112570021/LOC112571444/LOC112576332/LOC112557792/LOC112560501/LOC112563466/LOC112564932/LOC112568656/LOC112553683/LOC112554527/LOC112560055/LOC112576142/LOC112565165/LOC112565107/LOC112557885/LOC112562179/LOC112563531/LOC112564343/LOC112564867/LOC112553497/LOC112558815/LOC112570678/LOC112560404/LOC112560415/LOC112564504/LOC112557061/LOC112561562/LOC112564071/LOC112556461/LOC112561916/LOC112565419/LOC112557166/LOC112574275/LOC112570633/LOC112555855/LOC112553745/LOC112570265/LOC112572526/LOC112561935/LOC112574222/LOC112575931/LOC112554073/LOC112556465/LOC112565157/LOC112561701/LOC112561820/LOC112558128/LOC112558309/LOC112557507/LOC112564185/LOC112570022/LOC112561640/LOC112558520/LOC112570019/LOC112558304/LOC112577042/LOC112571448/LOC112565822/LOC112565084/LOC112561544/LOC112563063/LOC112568589/LOC112560706/LOC112565030/LOC112556456/LOC112556169/LOC112563625/LOC112562203/LOC112564191/LOC112577232/LOC112558656/LOC112567355/LOC112554708/LOC112555534/LOC112566847/LOC112562736/LOC112559484/LOC112567220/LOC112570475/LOC112571754/LOC112559608/LOC112556487/LOC112569536/LOC112556432/LOC112555292/LOC112553359	165	CC	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.74512534818941
GO:0005216	ion channel activity	175	3058	449/15404	1.93149528871718e-21	6.3063321176616e-19	5.23028592655258e-19	LOC112572037/LOC112553938/LOC112570046/LOC112559483/LOC112572968/LOC112570694/LOC112574940/LOC112569142/LOC112561268/LOC112562771/LOC112565295/LOC112553565/LOC112571647/LOC112575559/LOC112570462/LOC112554215/LOC112571789/LOC112575225/LOC112565911/LOC112571679/LOC112574399/LOC112573794/LOC112560398/LOC112576630/LOC112559485/LOC112555382/LOC112566447/LOC112553997/LOC112566252/LOC112574242/LOC112572441/LOC112573689/LOC112566595/LOC112572266/LOC112561837/LOC112559559/LOC112564178/LOC112569792/LOC112562932/LOC112560322/LOC112557487/LOC112554314/LOC112560601/LOC112567446/LOC112554695/LOC112560821/LOC112570159/LOC112556130/LOC112554642/LOC112553967/LOC112562538/LOC112571742/LOC112570647/LOC112559947/LOC112563592/LOC112557374/LOC112577061/LOC112554394/LOC112562921/LOC112574430/LOC112577198/LOC112557910/LOC112572347/LOC112559601/LOC112571985/LOC112568215/LOC112567241/LOC112555535/LOC112574146/LOC112561281/LOC112557247/LOC112570312/LOC112563150/LOC112570613/LOC112553123/LOC112561272/LOC112573801/LOC112563258/LOC112574148/LOC112560395/LOC112554531/LOC112570668/LOC112571003/LOC112559482/LOC112562952/LOC112576818/LOC112560265/LOC112573544/LOC112561084/LOC112560394/LOC112560482/LOC112564775/LOC112571444/LOC112560375/LOC112553547/LOC112576607/LOC112558319/LOC112560682/LOC112560055/LOC112553968/LOC112572231/LOC112573995/LOC112562801/LOC112573996/LOC112553497/LOC112576972/LOC112562827/LOC112572094/LOC112570840/LOC112569697/LOC112560404/LOC112554145/LOC112574144/LOC112557604/LOC112561229/LOC112577421/LOC112561916/LOC112561048/LOC112556131/LOC112554529/LOC112563068/LOC112555462/LOC112565191/LOC112553740/LOC112574222/LOC112554165/LOC112560817/LOC112553421/LOC112560581/LOC112565678/LOC112558662/LOC112571987/LOC112576396/LOC112563247/LOC112555167/LOC112577257/LOC112560502/LOC112576855/LOC112554184/LOC112571599/LOC112571448/LOC112555928/LOC112566966/LOC112576738/LOC112573775/LOC112558986/LOC112575357/LOC112557332/LOC112559944/LOC112575333/LOC112560740/LOC112566910/LOC112556382/LOC112560706/LOC112566814/LOC112566248/LOC112574979/LOC112554349/LOC112565867/LOC112566923/LOC112575331/LOC112554708/LOC112576207/LOC112557011/LOC112558690/LOC112559484/LOC112560632/LOC112569989/LOC112557695/LOC112558939/LOC112575374/LOC112560694/LOC112564107/LOC112565758/LOC112569292	175	MF	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.72269457161543
GO:0030900	forebrain development	161	2838	489/14234	4.18583546964597e-12	1.4932585619813e-09	1.23614939866335e-09	LOC112564273/LOC112564666/LOC112571786/LOC112561268/LOC112563614/LOC112554375/LOC112575597/LOC112571885/LOC112567040/LOC112575536/LOC112556188/LOC112564620/LOC112565911/LOC112556844/LOC112559593/LOC112574021/LOC112567332/LOC112573323/LOC112575392/LOC112554355/LOC112561837/LOC112561595/LOC112566735/LOC112566831/LOC112556344/LOC112559942/LOC112563859/LOC112560251/LOC112555783/LOC112557524/LOC112568014/LOC112560315/LOC112557375/LOC112567253/LOC112554430/LOC112567669/LOC112563029/LOC112569077/LOC112575854/LOC112559617/LOC112560593/LOC112565904/LOC112576704/LOC112576131/LOC112566404/LOC112557718/LOC112576808/LOC112554782/LOC112557022/LOC112562263/LOC112577395/LOC112556451/LOC112567687/LOC112561281/LOC112561949/LOC112561272/LOC112558695/LOC112569873/LOC112561549/LOC112560667/LOC112556452/LOC112554321/LOC112572976/LOC112572610/LOC112559435/LOC112560702/LOC112554785/LOC112556940/LOC112570771/LOC112574047/LOC112574277/LOC112564849/LOC112556412/LOC112570021/LOC112556839/LOC112564260/LOC112576332/LOC112575446/LOC112573303/LOC112562806/LOC112566271/LOC112554322/LOC112556014/LOC112563961/LOC112570043/LOC112570027/LOC112566281/LOC112568834/LOC112571127/LOC112556160/LOC112558815/LOC112556672/LOC112554145/LOC112560415/LOC112554665/LOC112555965/LOC112567991/LOC112571084/LOC112562417/LOC112558949/LOC112571301/LOC112567515/LOC112565371/LOC112555761/LOC112557166/LOC112555855/LOC112572526/LOC112561213/LOC112554762/LOC112558106/LOC112573882/LOC112575336/LOC112561552/LOC112570499/LOC112558025/LOC112553260/LOC112556894/LOC112570022/LOC112569894/LOC112562743/LOC112572761/LOC112569696/LOC112568915/LOC112567322/LOC112563597/LOC112565635/LOC112570019/LOC112560877/LOC112576853/LOC112554603/LOC112567978/LOC112560505/LOC112571085/LOC112557554/LOC112570270/LOC112570760/LOC112557964/LOC112567648/LOC112577149/LOC112565000/LOC112555962/LOC112569391/LOC112566923/LOC112557023/LOC112570915/LOC112571331/LOC112565616/LOC112554874/LOC112555180/LOC112561120/LOC112571725/LOC112569897/LOC112567230/LOC112557026/LOC112576097/LOC112565925/LOC112575932/LOC112563130/LOC112575235/LOC112570536/LOC112554429	161	BP	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.67300916138125
GO:0044782	cilium organization	156	2838	475/14234	1.13434485291782e-11	3.59784595740673e-09	2.97836907148262e-09	LOC112562125/LOC112565033/LOC112576785/LOC112562339/LOC112562946/LOC112553782/LOC112570895/LOC112573323/LOC112575392/LOC112573620/LOC112566478/LOC112563642/LOC112576220/LOC112558188/LOC112566202/LOC112559366/LOC112573825/LOC112576693/LOC112563577/LOC112563859/LOC112570615/LOC112573173/LOC112556634/LOC112559722/LOC112554168/LOC112556513/LOC112562186/LOC112576808/LOC112554450/LOC112560241/LOC112576803/LOC112563499/LOC112562777/LOC112564650/LOC112576655/LOC112554591/LOC112560288/LOC112567773/LOC112570378/LOC112560667/LOC112563767/LOC112571759/LOC112563641/LOC112557527/LOC112555136/LOC112570860/LOC112571083/LOC112555357/LOC112571830/LOC112569909/LOC112561827/LOC112574590/LOC112558382/LOC112555202/LOC112570021/LOC112571444/LOC112575350/LOC112568959/LOC112558546/LOC112569908/LOC112561164/LOC112570994/LOC112566091/LOC112554732/LOC112562348/LOC112554757/LOC112573226/LOC112572169/LOC112560835/LOC112560317/LOC112569858/LOC112570027/LOC112571420/LOC112564019/LOC112571127/LOC112571168/LOC112572825/LOC112571958/LOC112566087/LOC112559681/LOC112570728/LOC112575059/LOC112564217/LOC112560415/LOC112564941/LOC112554806/LOC112555965/LOC112571084/LOC112573418/LOC112566884/LOC112573139/LOC112560742/LOC112572718/LOC112565653/LOC112555258/LOC112562688/LOC112570220/LOC112570322/LOC112558045/LOC112557760/LOC112557328/LOC112554589/LOC112571983/LOC112575243/LOC112572513/LOC112571522/LOC112577217/LOC112556459/LOC112564665/LOC112573649/LOC112570022/LOC112558520/LOC112558897/LOC112576766/LOC112556330/LOC112554755/LOC112570695/LOC112570019/LOC112564914/LOC112553716/LOC112557919/LOC112573331/LOC112561128/LOC112553416/LOC112573327/LOC112554808/LOC112565924/LOC112564129/LOC112572462/LOC112574073/LOC112568589/LOC112563689/LOC112573597/LOC112570942/LOC112561523/LOC112569963/LOC112573693/LOC112561649/LOC112571331/LOC112571071/LOC112554431/LOC112564942/LOC112555180/LOC112573571/LOC112576097/LOC112567745/LOC112560388/LOC112570655/LOC112577428/LOC112570377/LOC112575711/LOC112559414/LOC112575932/LOC112556338/LOC112566184/LOC112575335	156	BP	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.49682875264271
GO:0019932	second-messenger-mediated signaling	153	2838	423/14234	2.38991241920833e-15	2.1793013872656e-12	1.80406941434187e-12	LOC112556410/LOC112570481/LOC112565388/LOC112572607/LOC112575815/LOC112574940/LOC112563614/LOC112566642/LOC112562958/LOC112565868/LOC112567040/LOC112559660/LOC112571760/LOC112556188/LOC112554055/LOC112567018/LOC112555351/LOC112565911/LOC112569065/LOC112562058/LOC112556578/LOC112556361/LOC112564769/LOC112553462/LOC112565060/LOC112573323/LOC112573480/LOC112561837/LOC112563642/LOC112571136/LOC112572612/LOC112564325/LOC112567844/LOC112562032/LOC112572045/LOC112575887/LOC112562980/LOC112567669/LOC112569077/LOC112574430/LOC112556980/LOC112576131/LOC112575417/LOC112564559/LOC112554583/LOC112566860/LOC112564804/LOC112558238/LOC112561281/LOC112573811/LOC112557247/LOC112564521/LOC112566581/LOC112553123/LOC112573579/LOC112561272/LOC112554720/LOC112563878/LOC112564179/LOC112564660/LOC112572976/LOC112572610/LOC112561817/LOC112564141/LOC112568095/LOC112558927/LOC112564669/LOC112555218/LOC112561084/LOC112564849/LOC112555110/LOC112571444/LOC112564260/LOC112563921/LOC112573063/LOC112573395/LOC112555388/LOC112562356/LOC112557584/LOC112553683/LOC112576423/LOC112565165/LOC112567730/LOC112563376/LOC112563006/LOC112571473/LOC112565006/LOC112572337/LOC112568834/LOC112554114/LOC112562827/LOC112568901/LOC112556672/LOC112559171/LOC112557604/LOC112566082/LOC112567731/LOC112562417/LOC112574948/LOC112567626/LOC112555761/LOC112572316/LOC112553883/LOC112562883/LOC112572998/LOC112574861/LOC112555391/LOC112565246/LOC112572798/LOC112555167/LOC112571495/LOC112572952/LOC112568784/LOC112554596/LOC112569696/LOC112572783/LOC112563018/LOC112567170/LOC112570446/LOC112571599/LOC112576853/LOC112565181/LOC112567978/LOC112564049/LOC112559206/LOC112568187/LOC112554137/LOC112558235/LOC112566910/LOC112554302/LOC112560072/LOC112560706/LOC112566814/LOC112554636/LOC112565867/LOC112569391/LOC112560236/LOC112566923/LOC112563204/LOC112568097/LOC112557011/LOC112573803/LOC112561120/LOC112569989/LOC112559608/LOC112556487/LOC112563081/LOC112574296/LOC112575881/LOC112563130/LOC112569282/LOC112568878/LOC112564290	153	BP	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.39112050739958
GO:0006874	cellular calcium ion homeostasis	152	2838	476/14234	2.16126856065306e-10	4.26120382431462e-08	3.52751002346135e-08	LOC112559483/LOC112573313/LOC112577266/LOC112565388/LOC112570928/LOC112574940/LOC112561268/LOC112563614/LOC112567040/LOC112575559/LOC112566724/LOC112565911/LOC112564769/LOC112565060/LOC112573323/LOC112559485/LOC112572345/LOC112559559/LOC112564178/LOC112564325/LOC112567844/LOC112566222/LOC112567757/LOC112560821/LOC112557280/LOC112570159/LOC112556130/LOC112553967/LOC112562538/LOC112571742/LOC112570647/LOC112559947/LOC112567669/LOC112574430/LOC112560593/LOC112577252/LOC112576131/LOC112557910/LOC112564804/LOC112561281/LOC112573811/LOC112557247/LOC112563499/LOC112554497/LOC112553123/LOC112561272/LOC112554720/LOC112559280/LOC112563878/LOC112564179/LOC112553649/LOC112554369/LOC112559482/LOC112573859/LOC112565076/LOC112558927/LOC112564669/LOC112574574/LOC112559861/LOC112573544/LOC112564849/LOC112556073/LOC112555110/LOC112572017/LOC112564775/LOC112553175/LOC112571444/LOC112574478/LOC112575117/LOC112560375/LOC112555388/LOC112562356/LOC112562806/LOC112559259/LOC112572022/LOC112558319/LOC112559379/LOC112553968/LOC112565165/LOC112565107/LOC112570027/LOC112571716/LOC112568834/LOC112572094/LOC112554056/LOC112556672/LOC112560404/LOC112557604/LOC112566082/LOC112562417/LOC112561916/LOC112570265/LOC112556583/LOC112564450/LOC112553883/LOC112574079/LOC112556313/LOC112565157/LOC112560581/LOC112555391/LOC112553330/LOC112558140/LOC112565246/LOC112577242/LOC112553176/LOC112568362/LOC112559400/LOC112556894/LOC112569894/LOC112574215/LOC112569640/LOC112569696/LOC112574536/LOC112553349/LOC112560877/LOC112570446/LOC112572197/LOC112571599/LOC112576853/LOC112565181/LOC112567978/LOC112571448/LOC112556331/LOC112560505/LOC112559206/LOC112564969/LOC112574516/LOC112572425/LOC112560803/LOC112562511/LOC112558235/LOC112566910/LOC112560706/LOC112566814/LOC112554636/LOC112574527/LOC112565867/LOC112566923/LOC112574533/LOC112570461/LOC112554708/LOC112554874/LOC112573803/LOC112559484/LOC112571725/LOC112569989/LOC112559608/LOC112564107/LOC112574296/LOC112560791/LOC112574544/LOC112571834	152	BP	de-up-go_s_21dpa-s_1dpa-1dpa-ref_lfc0.txt	5.35588442565187
