ID	Description	no.gen	tot.gen	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ont	cluster	rat.gen
GO:0007018	microtubule-based movement	172	2721	480/14234	1.5364915411193e-18	2.78220205808177e-15	2.31080240986758e-15	LOC112573941/LOC112573876/LOC112566855/LOC112553782/LOC112553960/LOC112565120/LOC112573173/LOC112570684/LOC112573620/LOC112559366/LOC112576220/LOC112566202/LOC112556513/LOC112570615/LOC112563641/LOC112562186/LOC112554168/LOC112566478/LOC112554804/LOC112558188/LOC112573825/LOC112561210/LOC112562777/LOC112565056/LOC112563577/LOC112560841/LOC112562339/LOC112576655/LOC112556344/LOC112557527/LOC112571759/LOC112554732/LOC112558382/LOC112562348/LOC112563657/LOC112563767/LOC112560232/LOC112560066/LOC112575350/LOC112566087/LOC112565761/LOC112555202/LOC112571830/LOC112558546/LOC112569909/LOC112561827/LOC112575059/LOC112564217/LOC112569908/LOC112560317/LOC112555136/LOC112571420/LOC112560742/LOC112560288/LOC112565653/LOC112570404/LOC112573632/LOC112564665/LOC112564650/LOC112567984/LOC112561164/LOC112573139/LOC112570728/LOC112572210/LOC112560032/LOC112571168/LOC112559681/LOC112560134/LOC112576808/LOC112566953/LOC112564923/LOC112570322/LOC112570562/LOC112554589/LOC112562688/LOC112573811/LOC112558041/LOC112572825/LOC112571117/LOC112553418/LOC112560393/LOC112563689/LOC112571522/LOC112576766/LOC112574048/LOC112560752/LOC112575243/LOC112571444/LOC112563961/LOC112555258/LOC112558045/LOC112564019/LOC112554806/LOC112556073/LOC112573418/LOC112565544/LOC112576682/LOC112572718/LOC112574611/LOC112560667/LOC112553526/LOC112571958/LOC112574020/LOC112553497/LOC112573606/LOC112570768/LOC112573550/LOC112558478/LOC112560321/LOC112553283/LOC112564732/LOC112570365/LOC112570021/LOC112562070/LOC112573571/LOC112572169/LOC112558128/LOC112576194/LOC112554808/LOC112569696/LOC112566756/LOC112564129/LOC112575876/LOC112561080/LOC112559509/LOC112558897/LOC112562461/LOC112554431/LOC112570655/LOC112563948/LOC112565419/LOC112576515/LOC112567265/LOC112560415/LOC112562789/LOC112573553/LOC112565924/LOC112567792/LOC112571228/LOC112570753/LOC112558319/LOC112558160/LOC112572154/LOC112570022/LOC112554757/LOC112561523/LOC112577188/LOC112571203/LOC112556854/LOC112577305/LOC112571860/LOC112556967/LOC112577396/LOC112564914/LOC112560835/LOC112568589/LOC112574073/LOC112570019/LOC112559941/LOC112564097/LOC112570220/LOC112574343/LOC112573115/LOC112559069/LOC112570340/LOC112569963/LOC112574275/LOC112573716/LOC112571071/LOC112559638/LOC112558600/LOC112564152	172	BP	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	6.32120543917677
GO:0042391	regulation of membrane potential	169	2721	491/14234	2.62848472417925e-16	1.90381148572303e-13	1.58124107354573e-13	LOC112572037/LOC112564851/LOC112567533/LOC112566774/LOC112553938/LOC112570046/LOC112559483/LOC112557623/LOC112562932/LOC112569142/LOC112555961/LOC112554215/LOC112571885/LOC112574940/LOC112571647/LOC112565295/LOC112572607/LOC112575206/LOC112573323/LOC112555382/LOC112566252/LOC112565911/LOC112566447/LOC112562058/LOC112567040/LOC112566595/LOC112561032/LOC112561372/LOC112559485/LOC112563593/LOC112574399/LOC112570462/LOC112561362/LOC112569792/LOC112571679/LOC112574016/LOC112554695/LOC112556844/LOC112576630/LOC112559559/LOC112572441/LOC112565121/LOC112567844/LOC112560821/LOC112566222/LOC112555264/LOC112561837/LOC112560601/LOC112557487/LOC112563592/LOC112561281/LOC112571742/LOC112572612/LOC112562538/LOC112570159/LOC112567332/LOC112564325/LOC112554369/LOC112564521/LOC112562952/LOC112572045/LOC112553977/LOC112553967/LOC112561184/LOC112567241/LOC112568215/LOC112574430/LOC112567669/LOC112554394/LOC112556256/LOC112557344/LOC112570613/LOC112577252/LOC112570668/LOC112553123/LOC112565030/LOC112573544/LOC112559482/LOC112563150/LOC112556494/LOC112561272/LOC112554531/LOC112562921/LOC112560395/LOC112553968/LOC112562356/LOC112564775/LOC112553547/LOC112563531/LOC112565822/LOC112563961/LOC112572610/LOC112560404/LOC112576607/LOC112564849/LOC112556073/LOC112555110/LOC112561562/LOC112558695/LOC112565181/LOC112572017/LOC112560394/LOC112553497/LOC112569697/LOC112572212/LOC112566082/LOC112572425/LOC112562827/LOC112562947/LOC112570021/LOC112570840/LOC112574222/LOC112577242/LOC112572231/LOC112556672/LOC112553421/LOC112569696/LOC112555462/LOC112560055/LOC112565972/LOC112554184/LOC112555167/LOC112560695/LOC112562704/LOC112553683/LOC112569640/LOC112560817/LOC112567213/LOC112554143/LOC112558139/LOC112571448/LOC112561916/LOC112567978/LOC112554145/LOC112554529/LOC112576207/LOC112577257/LOC112574532/LOC112559484/LOC112558319/LOC112567067/LOC112574079/LOC112574516/LOC112570022/LOC112572556/LOC112557207/LOC112558309/LOC112576368/LOC112556854/LOC112566248/LOC112574861/LOC112565867/LOC112565537/LOC112565826/LOC112573775/LOC112574527/LOC112555928/LOC112571599/LOC112574533/LOC112574536/LOC112576855/LOC112558714/LOC112557958/LOC112570205/LOC112558747/LOC112564107/LOC112560694/LOC112576396/LOC112575121	169	BP	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	6.21095185593532
GO:0044782	cilium organization	168	2721	475/14234	1.68709273820767e-17	1.74565895754831e-14	1.44988496223411e-14	LOC112553782/LOC112573323/LOC112562125/LOC112573173/LOC112573620/LOC112559366/LOC112576220/LOC112565033/LOC112566202/LOC112562946/LOC112556513/LOC112570615/LOC112576785/LOC112563641/LOC112562186/LOC112554168/LOC112566478/LOC112558188/LOC112560241/LOC112573825/LOC112559722/LOC112563859/LOC112554450/LOC112562777/LOC112563642/LOC112563577/LOC112570895/LOC112575392/LOC112562339/LOC112576803/LOC112571083/LOC112576655/LOC112557527/LOC112567773/LOC112571759/LOC112554732/LOC112558382/LOC112562348/LOC112555357/LOC112563767/LOC112556634/LOC112563499/LOC112575350/LOC112566087/LOC112568959/LOC112555202/LOC112571830/LOC112570860/LOC112558546/LOC112569909/LOC112573226/LOC112561827/LOC112575059/LOC112564217/LOC112569908/LOC112560317/LOC112570994/LOC112555136/LOC112571420/LOC112560742/LOC112560288/LOC112565653/LOC112569858/LOC112564665/LOC112564650/LOC112561164/LOC112573139/LOC112570728/LOC112571168/LOC112576693/LOC112559681/LOC112576808/LOC112557760/LOC112554591/LOC112570322/LOC112554589/LOC112562688/LOC112572825/LOC112570378/LOC112555965/LOC112566884/LOC112563689/LOC112573331/LOC112571522/LOC112576766/LOC112571127/LOC112575243/LOC112557328/LOC112571444/LOC112555258/LOC112558045/LOC112564019/LOC112571084/LOC112556459/LOC112554806/LOC112573418/LOC112565544/LOC112560388/LOC112572718/LOC112570027/LOC112560667/LOC112571958/LOC112572513/LOC112558520/LOC112556330/LOC112564941/LOC112570695/LOC112553283/LOC112570021/LOC112573571/LOC112572169/LOC112554808/LOC112571983/LOC112564129/LOC112574590/LOC112558897/LOC112554431/LOC112570655/LOC112553716/LOC112566091/LOC112554755/LOC112570942/LOC112560415/LOC112573649/LOC112557919/LOC112573693/LOC112565924/LOC112555103/LOC112571331/LOC112553416/LOC112564181/LOC112570022/LOC112554757/LOC112561523/LOC112559414/LOC112570377/LOC112558173/LOC112577305/LOC112575932/LOC112564914/LOC112560835/LOC112564942/LOC112568589/LOC112573327/LOC112557804/LOC112574073/LOC112570019/LOC112559941/LOC112564097/LOC112570220/LOC112575711/LOC112573115/LOC112567745/LOC112559069/LOC112576514/LOC112570375/LOC112570340/LOC112569963/LOC112571425/LOC112559415/LOC112577428/LOC112561971/LOC112573716/LOC112555180/LOC112571071/LOC112566145/LOC112558600/LOC112564152	168	BP	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	6.1742006615215
GO:0022803	passive transmembrane transporter activity	174	2905	486/15404	2.84720918232257e-19	7.1634901240297e-17	5.96786357250723e-17	LOC112572037/LOC112553938/LOC112553398/LOC112570046/LOC112559483/LOC112570694/LOC112561268/LOC112562932/LOC112569142/LOC112572968/LOC112554215/LOC112574940/LOC112553565/LOC112571647/LOC112565295/LOC112575559/LOC112571789/LOC112574242/LOC112575225/LOC112555382/LOC112566252/LOC112565911/LOC112566447/LOC112566595/LOC112562771/LOC112557910/LOC112559485/LOC112563593/LOC112574399/LOC112570462/LOC112573689/LOC112569792/LOC112571679/LOC112554695/LOC112556844/LOC112573794/LOC112570647/LOC112572266/LOC112576630/LOC112559559/LOC112572441/LOC112554314/LOC112577061/LOC112560322/LOC112564178/LOC112560821/LOC112561837/LOC112560601/LOC112557487/LOC112563592/LOC112561281/LOC112571742/LOC112572347/LOC112562538/LOC112570159/LOC112557247/LOC112554642/LOC112562952/LOC112574146/LOC112553997/LOC112553967/LOC112567241/LOC112568215/LOC112563393/LOC112559947/LOC112574430/LOC112567446/LOC112563258/LOC112554394/LOC112560398/LOC112559601/LOC112570613/LOC112560265/LOC112571985/LOC112570668/LOC112561084/LOC112560581/LOC112553123/LOC112560682/LOC112573544/LOC112559482/LOC112563150/LOC112556130/LOC112560375/LOC112574148/LOC112561272/LOC112570312/LOC112554531/LOC112572094/LOC112573801/LOC112562921/LOC112565191/LOC112560395/LOC112553968/LOC112564775/LOC112553547/LOC112571444/LOC112555535/LOC112560404/LOC112576607/LOC112558986/LOC112574226/LOC112557374/LOC112565758/LOC112571003/LOC112563466/LOC112565274/LOC112560394/LOC112553497/LOC112569697/LOC112561048/LOC112576818/LOC112560482/LOC112565678/LOC112573995/LOC112562827/LOC112570840/LOC112574222/LOC112566966/LOC112572231/LOC112553421/LOC112555462/LOC112560055/LOC112562801/LOC112554184/LOC112563068/LOC112555167/LOC112561229/LOC112573996/LOC112560817/LOC112554143/LOC112571448/LOC112561916/LOC112555761/LOC112574144/LOC112563247/LOC112554145/LOC112554529/LOC112577421/LOC112558690/LOC112560502/LOC112558662/LOC112566910/LOC112576207/LOC112553740/LOC112577257/LOC112556131/LOC112559484/LOC112558319/LOC112576972/LOC112561368/LOC112574147/LOC112557604/LOC112557332/LOC112566248/LOC112561274/LOC112565867/LOC112577046/LOC112566814/LOC112573775/LOC112555928/LOC112560740/LOC112571599/LOC112576855/LOC112575357/LOC112557840/LOC112576738/LOC112558714/LOC112564107/LOC112575374/LOC112559501/LOC112560694/LOC112576396/LOC112574979	174	MF	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.98967297762479
GO:0015267	channel activity	172	2905	479/15404	3.27040517558429e-19	7.1634901240297e-17	5.96786357250723e-17	LOC112572037/LOC112553938/LOC112553398/LOC112570046/LOC112559483/LOC112570694/LOC112561268/LOC112562932/LOC112569142/LOC112572968/LOC112554215/LOC112574940/LOC112553565/LOC112571647/LOC112565295/LOC112575559/LOC112571789/LOC112574242/LOC112575225/LOC112555382/LOC112566252/LOC112565911/LOC112566447/LOC112566595/LOC112562771/LOC112557910/LOC112559485/LOC112563593/LOC112574399/LOC112570462/LOC112573689/LOC112569792/LOC112571679/LOC112554695/LOC112556844/LOC112573794/LOC112570647/LOC112572266/LOC112576630/LOC112559559/LOC112572441/LOC112554314/LOC112577061/LOC112560322/LOC112564178/LOC112560821/LOC112561837/LOC112560601/LOC112557487/LOC112563592/LOC112561281/LOC112571742/LOC112572347/LOC112562538/LOC112570159/LOC112557247/LOC112554642/LOC112562952/LOC112574146/LOC112553997/LOC112553967/LOC112567241/LOC112568215/LOC112559947/LOC112574430/LOC112567446/LOC112563258/LOC112554394/LOC112560398/LOC112559601/LOC112570613/LOC112560265/LOC112571985/LOC112570668/LOC112561084/LOC112560581/LOC112553123/LOC112560682/LOC112573544/LOC112559482/LOC112563150/LOC112556130/LOC112560375/LOC112574148/LOC112561272/LOC112570312/LOC112554531/LOC112572094/LOC112573801/LOC112562921/LOC112565191/LOC112560395/LOC112553968/LOC112564775/LOC112553547/LOC112571444/LOC112555535/LOC112560404/LOC112576607/LOC112558986/LOC112574226/LOC112557374/LOC112565758/LOC112571003/LOC112565274/LOC112560394/LOC112553497/LOC112569697/LOC112561048/LOC112576818/LOC112560482/LOC112565678/LOC112573995/LOC112562827/LOC112570840/LOC112574222/LOC112566966/LOC112572231/LOC112553421/LOC112555462/LOC112560055/LOC112562801/LOC112554184/LOC112563068/LOC112555167/LOC112561229/LOC112573996/LOC112560817/LOC112554143/LOC112571448/LOC112561916/LOC112555761/LOC112574144/LOC112563247/LOC112554145/LOC112554529/LOC112577421/LOC112558690/LOC112560502/LOC112558662/LOC112566910/LOC112576207/LOC112553740/LOC112577257/LOC112556131/LOC112559484/LOC112558319/LOC112576972/LOC112561368/LOC112574147/LOC112557604/LOC112557332/LOC112566248/LOC112561274/LOC112565867/LOC112577046/LOC112566814/LOC112573775/LOC112555928/LOC112560740/LOC112571599/LOC112576855/LOC112575357/LOC112557840/LOC112576738/LOC112558714/LOC112564107/LOC112575374/LOC112559501/LOC112560694/LOC112576396/LOC112574979	172	MF	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.92082616179002
GO:0030900	forebrain development	160	2721	489/14234	2.38994974904698e-13	1.08190037702171e-10	8.98589658934441e-11	LOC112564273/LOC112564666/LOC112575597/LOC112563614/LOC112561268/LOC112563029/LOC112564620/LOC112571885/LOC112574021/LOC112575536/LOC112571786/LOC112556188/LOC112573323/LOC112554375/LOC112565911/LOC112567040/LOC112554355/LOC112559593/LOC112567253/LOC112566831/LOC112566735/LOC112563859/LOC112556844/LOC112568014/LOC112557375/LOC112575392/LOC112562263/LOC112559942/LOC112561595/LOC112556344/LOC112562806/LOC112561837/LOC112557524/LOC112557718/LOC112561281/LOC112557022/LOC112554782/LOC112555783/LOC112567332/LOC112560315/LOC112561949/LOC112559617/LOC112560593/LOC112570771/LOC112576704/LOC112561549/LOC112567687/LOC112565904/LOC112559435/LOC112564260/LOC112575446/LOC112567669/LOC112565371/LOC112560251/LOC112556940/LOC112554430/LOC112569077/LOC112566281/LOC112573303/LOC112576131/LOC112577395/LOC112576808/LOC112575854/LOC112556014/LOC112554785/LOC112554322/LOC112560702/LOC112556451/LOC112572526/LOC112561272/LOC112576332/LOC112556412/LOC112566404/LOC112555965/LOC112567991/LOC112562743/LOC112571127/LOC112572761/LOC112572976/LOC112556160/LOC112556452/LOC112563961/LOC112572610/LOC112574277/LOC112571084/LOC112564849/LOC112570915/LOC112571301/LOC112558695/LOC112554665/LOC112570027/LOC112574047/LOC112571085/LOC112560667/LOC112566271/LOC112570270/LOC112569873/LOC112556894/LOC112569897/LOC112577149/LOC112561552/LOC112567322/LOC112554429/LOC112570021/LOC112562417/LOC112556672/LOC112563597/LOC112568834/LOC112569696/LOC112555855/LOC112575876/LOC112570760/LOC112558025/LOC112567648/LOC112556839/LOC112557554/LOC112558949/LOC112570043/LOC112554143/LOC112559420/LOC112555761/LOC112558106/LOC112567978/LOC112554145/LOC112575336/LOC112573882/LOC112560415/LOC112554321/LOC112558815/LOC112565000/LOC112554874/LOC112571331/LOC112565635/LOC112567515/LOC112567041/LOC112557964/LOC112570022/LOC112569894/LOC112575639/LOC112571725/LOC112575932/LOC112557574/LOC112570024/LOC112570019/LOC112553260/LOC112556572/LOC112554603/LOC112560505/LOC112560877/LOC112570375/LOC112557840/LOC112571089/LOC112554762/LOC112561213/LOC112576853/LOC112565616/LOC112564033/LOC112555180/LOC112570536/LOC112567230	160	BP	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.88019110621095
GO:0060271	cilium assembly	159	2721	460/14234	1.36130806825042e-15	8.96359485303437e-13	7.44485704311116e-13	LOC112553782/LOC112573323/LOC112562125/LOC112573173/LOC112573620/LOC112559366/LOC112576220/LOC112565033/LOC112566202/LOC112562946/LOC112556513/LOC112570615/LOC112576785/LOC112563641/LOC112562186/LOC112554168/LOC112566478/LOC112558188/LOC112573825/LOC112559722/LOC112563859/LOC112554450/LOC112562777/LOC112563642/LOC112563577/LOC112570895/LOC112575392/LOC112576803/LOC112571083/LOC112576655/LOC112557527/LOC112571759/LOC112554732/LOC112558382/LOC112562348/LOC112555357/LOC112563767/LOC112556634/LOC112563499/LOC112566087/LOC112568959/LOC112555202/LOC112571830/LOC112570860/LOC112558546/LOC112569909/LOC112573226/LOC112561827/LOC112575059/LOC112564217/LOC112560317/LOC112570994/LOC112555136/LOC112571420/LOC112560742/LOC112560288/LOC112565653/LOC112569858/LOC112564665/LOC112564650/LOC112561164/LOC112573139/LOC112570728/LOC112571168/LOC112576693/LOC112559681/LOC112576808/LOC112557760/LOC112554591/LOC112570322/LOC112554589/LOC112562688/LOC112572825/LOC112570378/LOC112566884/LOC112563689/LOC112573331/LOC112571522/LOC112576766/LOC112571127/LOC112575243/LOC112557328/LOC112571444/LOC112558045/LOC112571084/LOC112556459/LOC112554806/LOC112573418/LOC112560388/LOC112572718/LOC112570027/LOC112560667/LOC112571958/LOC112572513/LOC112558520/LOC112556330/LOC112564941/LOC112570695/LOC112553283/LOC112570021/LOC112573571/LOC112572169/LOC112554808/LOC112571983/LOC112564129/LOC112574590/LOC112558897/LOC112554431/LOC112570655/LOC112553716/LOC112566091/LOC112554755/LOC112570942/LOC112560415/LOC112573649/LOC112557919/LOC112573693/LOC112565924/LOC112555103/LOC112571331/LOC112553416/LOC112564181/LOC112570022/LOC112554757/LOC112561523/LOC112559414/LOC112570377/LOC112558173/LOC112577305/LOC112575932/LOC112564914/LOC112560835/LOC112564942/LOC112568589/LOC112573327/LOC112557804/LOC112574073/LOC112570019/LOC112559941/LOC112564097/LOC112570220/LOC112575711/LOC112573115/LOC112567745/LOC112559069/LOC112576514/LOC112570375/LOC112570340/LOC112569963/LOC112571425/LOC112559415/LOC112577428/LOC112561971/LOC112573716/LOC112555180/LOC112571071/LOC112566145/LOC112558600/LOC112564152	159	BP	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.84343991179713
GO:0005216	ion channel activity	164	2905	449/15404	3.34482029137573e-19	7.1634901240297e-17	5.96786357250723e-17	LOC112572037/LOC112553938/LOC112570046/LOC112559483/LOC112570694/LOC112561268/LOC112562932/LOC112569142/LOC112572968/LOC112554215/LOC112574940/LOC112553565/LOC112571647/LOC112565295/LOC112575559/LOC112571789/LOC112574242/LOC112575225/LOC112555382/LOC112566252/LOC112565911/LOC112566447/LOC112566595/LOC112562771/LOC112557910/LOC112559485/LOC112574399/LOC112570462/LOC112573689/LOC112569792/LOC112571679/LOC112554695/LOC112573794/LOC112570647/LOC112572266/LOC112576630/LOC112559559/LOC112572441/LOC112554314/LOC112577061/LOC112560322/LOC112564178/LOC112560821/LOC112561837/LOC112560601/LOC112557487/LOC112563592/LOC112561281/LOC112571742/LOC112572347/LOC112562538/LOC112570159/LOC112557247/LOC112554642/LOC112562952/LOC112574146/LOC112553997/LOC112553967/LOC112567241/LOC112568215/LOC112559947/LOC112574430/LOC112567446/LOC112563258/LOC112554394/LOC112560398/LOC112559601/LOC112570613/LOC112560265/LOC112571985/LOC112570668/LOC112561084/LOC112560581/LOC112553123/LOC112560682/LOC112573544/LOC112559482/LOC112563150/LOC112556130/LOC112560375/LOC112574148/LOC112561272/LOC112570312/LOC112554531/LOC112572094/LOC112573801/LOC112562921/LOC112565191/LOC112560395/LOC112553968/LOC112564775/LOC112553547/LOC112571444/LOC112555535/LOC112560404/LOC112576607/LOC112558986/LOC112574226/LOC112557374/LOC112565758/LOC112571003/LOC112560394/LOC112553497/LOC112569697/LOC112561048/LOC112576818/LOC112560482/LOC112565678/LOC112573995/LOC112562827/LOC112570840/LOC112574222/LOC112566966/LOC112572231/LOC112553421/LOC112555462/LOC112560055/LOC112562801/LOC112554184/LOC112563068/LOC112555167/LOC112561229/LOC112573996/LOC112560817/LOC112554143/LOC112571448/LOC112561916/LOC112574144/LOC112563247/LOC112554145/LOC112554529/LOC112577421/LOC112558690/LOC112560502/LOC112558662/LOC112566910/LOC112576207/LOC112553740/LOC112577257/LOC112556131/LOC112559484/LOC112558319/LOC112576972/LOC112574147/LOC112557604/LOC112557332/LOC112566248/LOC112565867/LOC112566814/LOC112573775/LOC112555928/LOC112560740/LOC112571599/LOC112576855/LOC112575357/LOC112557840/LOC112576738/LOC112558714/LOC112564107/LOC112575374/LOC112559501/LOC112560694/LOC112576396/LOC112574979	164	MF	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.64543889845095
GO:0031253	cell projection membrane	155	2749	495/14434	2.06072396794684e-11	6.65051826019206e-10	5.30463873088707e-10	LOC112553938/LOC112559483/LOC112554129/LOC112561268/LOC112572607/LOC112575206/LOC112573196/LOC112554581/LOC112573323/LOC112569990/LOC112565657/LOC112565911/LOC112564249/LOC112564431/LOC112567040/LOC112561372/LOC112573134/LOC112571760/LOC112559485/LOC112563593/LOC112569065/LOC112574399/LOC112555351/LOC112570462/LOC112554423/LOC112564190/LOC112573689/LOC112557432/LOC112553739/LOC112556844/LOC112563642/LOC112568014/LOC112559559/LOC112572441/LOC112560821/LOC112566222/LOC112570544/LOC112556454/LOC112561837/LOC112572612/LOC112562538/LOC112567332/LOC112563824/LOC112554576/LOC112562178/LOC112572964/LOC112561949/LOC112554052/LOC112565761/LOC112574146/LOC112560307/LOC112572045/LOC112561184/LOC112563393/LOC112567669/LOC112554394/LOC112573633/LOC112567782/LOC112570678/LOC112573688/LOC112577395/LOC112575854/LOC112570668/LOC112553123/LOC112554054/LOC112554591/LOC112565030/LOC112559482/LOC112557792/LOC112572526/LOC112554402/LOC112554583/LOC112570312/LOC112564071/LOC112576332/LOC112557064/LOC112564669/LOC112557066/LOC112568656/LOC112563531/LOC112565822/LOC112561641/LOC112571444/LOC112572610/LOC112560404/LOC112564849/LOC112565165/LOC112556073/LOC112563466/LOC112561562/LOC112560667/LOC112553497/LOC112554527/LOC112558520/LOC112562716/LOC112556465/LOC112556461/LOC112553745/LOC112556456/LOC112570633/LOC112564343/LOC112570021/LOC112574222/LOC112560501/LOC112558128/LOC112570811/LOC112564867/LOC112560055/LOC112555855/LOC112553683/LOC112554073/LOC112571448/LOC112561916/LOC112564504/LOC112565419/LOC112562179/LOC112565107/LOC112565873/LOC112560415/LOC112565084/LOC112561640/LOC112558815/LOC112556908/LOC112577042/LOC112561935/LOC112564191/LOC112559484/LOC112555534/LOC112576142/LOC112565157/LOC112564185/LOC112570022/LOC112554706/LOC112558309/LOC112556455/LOC112561820/LOC112564932/LOC112557885/LOC112575931/LOC112568589/LOC112570019/LOC112557061/LOC112560043/LOC112569056/LOC112570265/LOC112555292/LOC112554721/LOC112561544/LOC112557507/LOC112574275/LOC112556713/LOC112572865/LOC112562203/LOC112559501/LOC112566145	155	CC	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.6384139687159
GO:0006874	cellular calcium ion homeostasis	150	2721	476/14234	3.41587040382694e-11	8.83612476247091e-09	7.33898472100413e-09	LOC112559483/LOC112573313/LOC112563614/LOC112570928/LOC112561268/LOC112565388/LOC112577266/LOC112574940/LOC112575559/LOC112573323/LOC112565911/LOC112566724/LOC112567040/LOC112557910/LOC112559485/LOC112565060/LOC112572345/LOC112564769/LOC112570647/LOC112559559/LOC112567757/LOC112557280/LOC112567844/LOC112564178/LOC112560821/LOC112566222/LOC112562806/LOC112554720/LOC112561281/LOC112571742/LOC112562538/LOC112570159/LOC112563499/LOC112564325/LOC112554369/LOC112557247/LOC112560593/LOC112559280/LOC112553967/LOC112559259/LOC112559947/LOC112574430/LOC112554497/LOC112567669/LOC112564804/LOC112574574/LOC112553175/LOC112576131/LOC112577252/LOC112558927/LOC112560581/LOC112553123/LOC112573544/LOC112559482/LOC112553649/LOC112573811/LOC112556130/LOC112560375/LOC112561272/LOC112572094/LOC112553968/LOC112564669/LOC112562356/LOC112564775/LOC112575117/LOC112571444/LOC112559379/LOC112560404/LOC112559861/LOC112565076/LOC112574226/LOC112564849/LOC112565165/LOC112556073/LOC112555110/LOC112555388/LOC112570027/LOC112565181/LOC112572017/LOC112556583/LOC112564179/LOC112573859/LOC112553330/LOC112566082/LOC112556894/LOC112574478/LOC112572425/LOC112553883/LOC112570446/LOC112577242/LOC112562417/LOC112554056/LOC112568362/LOC112571716/LOC112556672/LOC112559400/LOC112568834/LOC112569696/LOC112560695/LOC112569640/LOC112563878/LOC112571448/LOC112561916/LOC112558140/LOC112567978/LOC112559206/LOC112565107/LOC112553349/LOC112566910/LOC112556313/LOC112574532/LOC112559484/LOC112554874/LOC112553176/LOC112558319/LOC112574215/LOC112568016/LOC112572342/LOC112565157/LOC112574079/LOC112574516/LOC112557604/LOC112569894/LOC112571725/LOC112565867/LOC112566814/LOC112560043/LOC112574527/LOC112564450/LOC112560505/LOC112572022/LOC112571599/LOC112574533/LOC112570265/LOC112570461/LOC112574536/LOC112560877/LOC112557840/LOC112558714/LOC112564969/LOC112576853/LOC112558747/LOC112556331/LOC112564107/LOC112574282/LOC112556713/LOC112554636/LOC112574296/LOC112569794/LOC112556505	150	BP	de-up-go_s_15dpa-s_1dpa-1dpa-ref_lfc0.txt	5.51267916207277
