Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0000793	GO:0000793	condensed chromosome	6.014e-26	0.000e+00	4.612e+00	2.444e-05
GO:0000793	GO:0000794	condensed nuclear chromosome	1.413e-07	0.000e+00	4.817e+00	1.522e-05
GO:0000775	GO:0098687	chromosomal region	1.561e-22	0.000e+00	3.130e+00	7.411e-04
GO:0000775	GO:0000775	chromosome, centromeric region	1.008e-23	0.000e+00	3.398e+00	4.000e-04
GO:0000775	GO:0000779	condensed chromosome, centromeric region	4.429e-18	0.000e+00	4.722e+00	1.897e-05
GO:0062023	GO:0031012	extracellular matrix	3.438e-09	0.000e+00	3.305e+00	4.952e-04
GO:0062023	GO:0062023	collagen-containing extracellular matrix	5.248e-09	0.000e+00	3.565e+00	2.724e-04
GO:0062023	GO:0005604	basement membrane	1.606e-06	0.000e+00	3.746e+00	1.794e-04
GO:0000776	GO:0005874	microtubule	4.186e-08	0.000e+00	2.729e+00	1.867e-03
GO:0000776	GO:0000776	kinetochore	3.100e-16	0.000e+00	3.503e+00	3.143e-04
GO:0000776	GO:0005876	spindle microtubule	2.159e-12	0.000e+00	4.371e+00	4.256e-05
GO:0000776	GO:0030016	myofibril	5.462e-03	0.000e+00	4.683e+00	2.074e-05
GO:0000776	GO:0005828	kinetochore microtubule	3.680e-05	0.000e+00	5.135e+00	7.324e-06
GO:0000776	GO:0005818	aster	7.943e-05	0.000e+00	6.292e+00	5.106e-07
GO:0072686	GO:0005819	spindle	1.276e-12	0.000e+00	3.456e+00	3.503e-04
GO:0072686	GO:0072686	mitotic spindle	1.097e-12	0.000e+00	4.179e+00	6.629e-05
GO:0072686	GO:0072687	meiotic spindle	8.817e-06	0.000e+00	5.512e+00	3.075e-06
GO:0030496	GO:0030496	midbody	9.684e-07	0.000e+00	3.976e+00	1.058e-04
GO:0005788	GO:0005788	endoplasmic reticulum lumen	7.675e-06	0.000e+00	3.706e+00	1.968e-04
GO:0051233	GO:0051233	spindle midzone	1.877e-14	0.000e+00	4.860e+00	1.381e-05
GO:0051233	GO:1990023	mitotic spindle midzone	3.160e-09	0.000e+00	5.255e+00	5.555e-06
GO:0000922	GO:0000922	spindle pole	6.780e-06	0.000e+00	3.791e+00	1.618e-04
GO:0030017	GO:0030017	sarcomere	5.653e-03	0.000e+00	4.350e+00	4.462e-05
GO:0043596	GO:0005657	replication fork	2.853e-11	0.000e+00	4.175e+00	6.690e-05
GO:0043596	GO:0043596	nuclear replication fork	2.853e-11	0.000e+00	4.305e+00	4.955e-05
GO:0005581	GO:0005581	collagen trimer	1.277e-05	0.000e+00	3.729e+00	1.868e-04
GO:0032153	GO:0032153	cell division site	2.537e-03	0.000e+00	3.282e+00	5.228e-04
GO:0005871	GO:0005875	microtubule associated complex	8.449e-04	0.000e+00	3.114e+00	7.694e-04
GO:0005871	GO:0005871	kinesin complex	4.919e-06	0.000e+00	3.878e+00	1.325e-04
GO:0032154	GO:0032154	cleavage furrow	5.653e-03	0.000e+00	4.320e+00	4.790e-05
GO:0000940	GO:0000940	outer kinetochore	1.568e-08	0.000e+00	4.823e+00	1.504e-05
GO:0030894	GO:0030894	replisome	8.909e-06	0.000e+00	4.810e+00	1.548e-05
GO:0030894	GO:0043601	nuclear replisome	3.572e-04	0.000e+00	8.416e+00	3.839e-09
GO:0045120	GO:0045120	pronucleus	1.135e-05	0.000e+00	5.331e+00	4.672e-06
GO:0071162	GO:0071162	CMG complex	5.137e-08	0.000e+00	4.997e+00	1.007e-05
GO:0071162	GO:0031261	DNA replication preinitiation complex	2.287e-07	0.000e+00	4.040e+00	9.113e-05
GO:0071162	GO:0032993	protein-DNA complex	1.874e-06	0.000e+00	2.655e+00	2.215e-03
GO:0071162	GO:0031298	replication fork protection complex	1.291e-06	0.000e+00	5.154e+00	7.010e-06
GO:0036379	GO:0036379	myofilament	2.833e-05	0.000e+00	5.486e+00	3.267e-06
GO:0000795	GO:0000795	synaptonemal complex	3.447e-04	0.000e+00	4.644e+00	2.271e-05
GO:0000795	GO:0099086	synaptonemal structure	3.447e-04	0.000e+00	4.640e+00	2.289e-05
GO:0070938	GO:0070938	contractile ring	6.525e-04	0.000e+00	5.206e+00	6.227e-06
GO:0043073	GO:0043073	germ cell nucleus	3.277e-03	0.000e+00	4.813e+00	1.538e-05
GO:0042555	GO:0042555	MCM complex	3.905e-06	0.000e+00	3.685e+00	2.066e-04
GO:0000800	GO:0000800	lateral element	2.328e-05	0.000e+00	5.507e+00	3.109e-06
GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	4.739e-03	0.000e+00	4.351e+00	4.451e-05
GO:0000307	GO:0042575	DNA polymerase complex	3.053e-03	0.000e+00	3.155e+00	6.994e-04
GO:0031616	GO:0031616	spindle pole centrosome	8.612e-03	0.000e+00	5.482e+00	3.294e-06
