Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0008017	GO:0015631	tubulin binding	1.058e-06	0.000e+00	3.172e+00	6.727e-04
GO:0008017	GO:0008017	microtubule binding	1.053e-08	0.000e+00	3.272e+00	5.341e-04
GO:0008017	GO:0051015	actin filament binding	4.557e-03	0.000e+00	3.643e+00	2.276e-04
GO:0008017	GO:0019838	growth factor binding	3.008e-03	0.000e+00	4.289e+00	5.136e-05
GO:0000978	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	2.288e-04	0.000e+00	3.656e+00	2.208e-04
GO:0000978	GO:0000987	cis-regulatory region sequence-specific DNA binding	3.105e-04	0.000e+00	3.592e+00	2.560e-04
GO:0000978	GO:0003688	DNA replication origin binding	3.008e-03	0.000e+00	3.717e+00	1.920e-04
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	6.238e-05	0.000e+00	4.028e+00	9.372e-05
GO:0001228	GO:0001216	DNA-binding transcription activator activity	6.238e-05	0.000e+00	3.809e+00	1.552e-04
GO:0140097	GO:0140097	catalytic activity, acting on DNA	1.989e-04	0.000e+00	1.802e+00	1.576e-02
GO:0140097	GO:0008094	ATP-dependent activity, acting on DNA	1.211e-03	0.000e+00	2.406e+00	3.928e-03
GO:0005201	GO:0005201	extracellular matrix structural constituent	6.238e-05	0.000e+00	4.239e+00	5.773e-05
GO:0005201	GO:0030023	extracellular matrix constituent conferring elasticity	3.004e-03	0.000e+00	6.511e+00	3.081e-07
GO:0003697	GO:0003697	single-stranded DNA binding	8.270e-03	0.000e+00	3.045e+00	9.024e-04
GO:0043138	GO:0003678	DNA helicase activity	2.066e-03	0.000e+00	2.811e+00	1.546e-03
GO:0043138	GO:0043138	3'-5' DNA helicase activity	2.920e-05	0.000e+00	4.112e+00	7.734e-05
GO:0043138	GO:0017116	single-stranded DNA helicase activity	8.471e-03	0.000e+00	4.803e+00	1.574e-05
GO:0008574	GO:0008574	plus-end-directed microtubule motor activity	5.041e-05	0.000e+00	5.344e+00	4.532e-06
GO:0008574	GO:0003774	cytoskeletal motor activity	2.449e-04	0.000e+00	2.915e+00	1.216e-03
GO:0008574	GO:0003777	microtubule motor activity	5.114e-04	0.000e+00	3.442e+00	3.618e-04
GO:0097493	GO:0097493	structural molecule activity conferring elasticity	9.461e-03	0.000e+00	6.439e+00	3.642e-07
