Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0140014	GO:0140014	mitotic nuclear division	1.272e-24	0.000e+00	5.537e+00	2.905e-06
GO:0140014	GO:0140013	meiotic nuclear division	6.744e-20	0.000e+00	4.341e+00	4.559e-05
GO:0140014	GO:0007127	meiosis I	3.172e-10	0.000e+00	4.822e+00	1.505e-05
GO:0140014	GO:0007140	male meiotic nuclear division	5.549e-07	0.000e+00	4.574e+00	2.665e-05
GO:1903046	GO:1903046	meiotic cell cycle process	4.550e-23	0.000e+00	3.563e+00	2.732e-04
GO:1903046	GO:0061982	meiosis I cell cycle process	2.677e-12	0.000e+00	4.102e+00	7.909e-05
GO:1903046	GO:0032506	cytokinetic process	5.518e-06	0.000e+00	2.938e+00	1.152e-03
GO:1903046	GO:0000912	assembly of actomyosin apparatus involved in cytokinesis	8.291e-07	0.000e+00	5.308e+00	4.921e-06
GO:1903046	GO:0030728	ovulation	2.512e-03	0.000e+00	5.634e+00	2.324e-06
GO:1903046	GO:0007143	female meiotic nuclear division	1.492e-14	0.000e+00	5.026e+00	9.422e-06
GO:1903046	GO:0007144	female meiosis I	1.341e-05	0.000e+00	5.862e+00	1.374e-06
GO:1903046	GO:0051304	chromosome separation	4.409e-13	0.000e+00	3.916e+00	1.214e-04
GO:1903046	GO:0051306	mitotic sister chromatid separation	5.700e-12	0.000e+00	5.300e+00	5.011e-06
GO:1903046	GO:0051307	meiotic chromosome separation	1.750e-05	0.000e+00	5.884e+00	1.307e-06
GO:1903046	GO:0008608	attachment of spindle microtubules to kinetochore	1.458e-10	0.000e+00	4.172e+00	6.726e-05
GO:1903046	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	2.769e-07	0.000e+00	4.530e+00	2.950e-05
GO:1903046	GO:0061983	meiosis II cell cycle process	3.717e-08	0.000e+00	5.184e+00	6.546e-06
GO:1903046	GO:0007135	meiosis II	4.094e-07	0.000e+00	5.215e+00	6.090e-06
GO:1903046	GO:0001556	oocyte maturation	1.796e-03	0.000e+00	5.378e+00	4.192e-06
GO:1903046	GO:0045137	development of primary sexual characteristics	7.810e-03	0.000e+00	5.843e+00	1.434e-06
GO:1903046	GO:0002070	epithelial cell maturation	7.037e-03	0.000e+00	5.357e+00	4.400e-06
GO:1903046	GO:0007542	primary sex determination, germ-line	5.492e-03	0.000e+00	6.264e+00	5.441e-07
GO:1903046	GO:0010032	meiotic chromosome condensation	1.434e-06	0.000e+00	5.350e+00	4.467e-06
GO:1903046	GO:0070192	chromosome organization involved in meiotic cell cycle	7.637e-07	0.000e+00	4.377e+00	4.201e-05
GO:1903046	GO:0007130	synaptonemal complex assembly	4.028e-04	0.000e+00	4.822e+00	1.507e-05
GO:1903046	GO:0007129	homologous chromosome pairing at meiosis	9.222e-03	0.000e+00	4.902e+00	1.252e-05
GO:1903046	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	2.001e-04	0.000e+00	5.346e+00	4.511e-06
GO:1903046	GO:0036388	pre-replicative complex assembly	2.001e-04	0.000e+00	5.346e+00	4.511e-06
GO:1903046	GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication	2.001e-04	0.000e+00	5.346e+00	4.511e-06
GO:1903046	GO:0065004	protein-DNA complex assembly	3.483e-03	0.000e+00	3.519e+00	3.026e-04
GO:1903046	GO:0034508	centromere complex assembly	8.231e-03	0.000e+00	4.853e+00	1.402e-05
GO:0000070	GO:0000070	mitotic sister chromatid segregation	1.549e-25	0.000e+00	4.837e+00	1.455e-05
GO:0000070	GO:0000819	sister chromatid segregation	4.550e-23	0.000e+00	4.718e+00	1.913e-05
GO:0000070	GO:0045144	meiotic sister chromatid segregation	1.560e-04	0.000e+00	5.446e+00	3.581e-06
GO:0000070	GO:0098813	nuclear chromosome segregation	1.659e-23	0.000e+00	4.322e+00	4.770e-05
GO:0000070	GO:0045132	meiotic chromosome segregation	8.508e-13	0.000e+00	4.678e+00	2.099e-05
GO:0000070	GO:0045143	homologous chromosome segregation	2.982e-05	0.000e+00	5.763e+00	1.726e-06
GO:0000070	GO:0016321	female meiosis chromosome segregation	3.604e-05	0.000e+00	5.809e+00	1.552e-06
GO:0000070	GO:0007093	mitotic cell cycle checkpoint signaling	7.387e-09	0.000e+00	3.990e+00	1.022e-04
GO:0000070	GO:0045930	negative regulation of mitotic cell cycle	7.494e-09	0.000e+00	3.858e+00	1.388e-04
GO:0000070	GO:0071174	mitotic spindle checkpoint signaling	1.248e-07	0.000e+00	4.288e+00	5.151e-05
GO:0000070	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	2.696e-06	0.000e+00	4.788e+00	1.628e-05
GO:0000070	GO:0007100	mitotic centrosome separation	9.203e-03	0.000e+00	5.555e+00	2.785e-06
GO:0010948	GO:0010948	negative regulation of cell cycle process	2.518e-13	0.000e+00	3.578e+00	2.643e-04
GO:0010948	GO:1901988	negative regulation of cell cycle phase transition	3.674e-10	0.000e+00	3.654e+00	2.216e-04
GO:0010948	GO:0000075	cell cycle checkpoint signaling	6.248e-10	0.000e+00	3.699e+00	2.000e-04
