dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.1459170421222185	-1.2415371502102157	1.57631882406106	-24.809953208773013	2.5649493574615367	1.54898349861549e-25	mitotic sister chromatid segregation	1. mitotic sister chromatid segregation	['GO:0000070', 'GO:0000819', 'GO:0045144', 'GO:0098813', 'GO:0045132', 'GO:0045143', 'GO:0016321', 'GO:0007093', 'GO:0045930', 'GO:0071174', 'GO:0000083', 'GO:0007100']	GO:0000070	0
2	1.0494762700614457	-1.142459937160435	1.7114147406318228	-23.89558508098474	1.6094379124341003	1.27178857440303e-24	mitotic nuclear division	2. mitotic nuclear division	['GO:0140014', 'GO:0140013', 'GO:0007127', 'GO:0007140']	GO:0140014	0
3	1.0665435641300065	-0.8373878821653938	1.270735996974212	-22.342024971108582	3.332204510175204	4.54961899952072e-23	meiotic cell cycle process	3. meiotic cell cycle process	['GO:1903046', 'GO:0061982', 'GO:0032506', 'GO:0000912', 'GO:0030728', 'GO:0007143', 'GO:0007144', 'GO:0051304', 'GO:0051306', 'GO:0051307', 'GO:0008608', 'GO:0051315', 'GO:0061983', 'GO:0007135', 'GO:0001556', 'GO:0045137', 'GO:0002070', 'GO:0007542', 'GO:0010032', 'GO:0070192', 'GO:0007130', 'GO:0007129', 'GO:0006267', 'GO:0036388', 'GO:1902299', 'GO:0065004', 'GO:0034508']	GO:1903046	0
4	0.85532647722035	1.6914300063547711	1.3672877507932963	-14.228872891834023	3.1780538303479458	5.90373843951476e-15	regulation of chromosome segregation	4. regulation of chromosome segregation	['GO:0051983', 'GO:0033045', 'GO:0033044', 'GO:0030071', 'GO:1902100', 'GO:0010965', 'GO:1905818', 'GO:2000816', 'GO:1901970', 'GO:1905820', 'GO:0033047', 'GO:0033048', 'GO:0062033', 'GO:0051984', 'GO:0007091', 'GO:0044784', 'GO:1902099', 'GO:0000086', 'GO:0044839', 'GO:0000082', 'GO:0044843', 'GO:0010458', 'GO:0044771']	GO:0051983	0
5	0.9376831431262327	0.6107010608890983	1.3897596529273177	-13.437224219579536	2.4849066497880004	3.65406089346164e-14	regulation of nuclear division	5. regulation of nuclear division	['GO:0051783', 'GO:0007088', 'GO:0045840', 'GO:0051785', 'GO:0051784', 'GO:0045839', 'GO:0090266', 'GO:0090231', 'GO:1903504', 'GO:0035025', 'GO:1901976']	GO:0051783	0
6	-0.5619387022054011	-1.3034837621589301	0.7229017390126188	-13.411552752220611	2.4849066497880004	3.87656658362004e-14	DNA replication	6. DNA replication	['GO:0006260', 'GO:0006261', 'GO:0044786', 'GO:0033260', 'GO:1902969', 'GO:0042023', 'GO:0071897', 'GO:0000731', 'GO:0006270', 'GO:0006310', 'GO:0000725']	GO:0006260	0
7	0.8038878453336824	1.7863178925138938	1.2747859011520375	-12.598901089170187	2.3978952727983707	2.51825039549679e-13	negative regulation of cell cycle process	7. negative regulation of cell cycle process	['GO:0010948', 'GO:1901988', 'GO:0000075', 'GO:0032954', 'GO:0031570', 'GO:0000077', 'GO:0031577', 'GO:0071173', 'GO:0000079', 'GO:1904029']	GO:0010948	0
8	0.6519940556811336	1.798223541636221	1.3095347995794224	-11.934764473965268	1.9459101490553132	1.16207866001269e-12	regulation of mitotic cell cycle phase transition	8. regulation of mitotic cell cycle phase transition	['GO:1901990', 'GO:1901991', 'GO:2000045', 'GO:0007096', 'GO:0010972', 'GO:1902750']	GO:1901990	0
9	-1.0002415476419684	0.47786817944879617	1.5832740963017107	-11.934764473965268	1.9459101490553132	1.16207866001269e-12	metaphase plate congression	9. metaphase plate congression	['GO:0051303', 'GO:0051310', 'GO:0050000', 'GO:0007080', 'GO:0051305', 'GO:0035046']	GO:0051310	0
10	0.967303985410982	-1.4251464234866371	1.3476013710073693	-11.13025437665834	2.772588722239781	7.40876165310911e-12	spindle organization	10. spindle organization	['GO:0007051', 'GO:0051225', 'GO:0007052', 'GO:1902850', 'GO:0007098', 'GO:0031023', 'GO:0090307', 'GO:0090306', 'GO:0000212', 'GO:0007056', 'GO:0051231', 'GO:0000022', 'GO:0051255', 'GO:0051256', 'GO:0051257']	GO:0007051	0
