Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0098687	GO:0098687	chromosomal region	2.954e-34	0.000e+00	3.130e+00	7.411e-04
GO:0098687	GO:0000775	chromosome, centromeric region	6.616e-23	0.000e+00	3.398e+00	4.000e-04
GO:0098687	GO:0000779	condensed chromosome, centromeric region	4.970e-17	0.000e+00	4.722e+00	1.897e-05
GO:0098687	GO:0000781	chromosome, telomeric region	1.387e-13	0.000e+00	3.474e+00	3.359e-04
GO:0000793	GO:0000793	condensed chromosome	1.800e-30	0.000e+00	4.612e+00	2.444e-05
GO:0000793	GO:0000794	condensed nuclear chromosome	6.430e-13	0.000e+00	4.817e+00	1.522e-05
GO:0000793	GO:0005700	polytene chromosome	1.368e-03	0.000e+00	5.201e+00	6.288e-06
GO:0005819	GO:0005819	spindle	7.888e-13	0.000e+00	3.456e+00	3.503e-04
GO:0005819	GO:0072686	mitotic spindle	2.302e-09	0.000e+00	4.179e+00	6.629e-05
GO:0005819	GO:0072687	meiotic spindle	3.641e-03	0.000e+00	5.512e+00	3.075e-06
GO:0005759	GO:0005759	mitochondrial matrix	6.084e-06	0.000e+00	3.362e+00	4.347e-04
GO:0005759	GO:0005788	endoplasmic reticulum lumen	8.656e-06	0.000e+00	3.706e+00	1.968e-04
GO:0016607	GO:0016607	nuclear speck	6.799e-04	0.000e+00	3.692e+00	2.034e-04
GO:0016607	GO:0015030	Cajal body	9.993e-04	0.000e+00	4.335e+00	4.625e-05
GO:0032993	GO:0005667	transcription regulator complex	1.243e-03	0.000e+00	2.995e+00	1.011e-03
GO:0032993	GO:0032993	protein-DNA complex	2.482e-16	0.000e+00	2.655e+00	2.215e-03
GO:0032993	GO:0000786	nucleosome	1.529e-03	0.000e+00	3.078e+00	8.357e-04
GO:0032993	GO:0071162	CMG complex	1.236e-11	0.000e+00	4.997e+00	1.007e-05
GO:0032993	GO:0031261	DNA replication preinitiation complex	1.153e-11	0.000e+00	4.040e+00	9.113e-05
GO:0032993	GO:0000792	heterochromatin	1.621e-06	0.000e+00	4.315e+00	4.837e-05
GO:0032993	GO:0005721	pericentric heterochromatin	1.371e-04	0.000e+00	5.020e+00	9.555e-06
GO:0032993	GO:0030894	replisome	1.321e-06	0.000e+00	4.810e+00	1.548e-05
GO:0032993	GO:0043601	nuclear replisome	8.511e-06	0.000e+00	8.416e+00	3.839e-09
GO:0032993	GO:0005656	nuclear pre-replicative complex	2.552e-04	0.000e+00	4.316e+00	4.836e-05
GO:0032993	GO:0036387	pre-replicative complex	2.552e-04	0.000e+00	4.316e+00	4.836e-05
GO:0000776	GO:0005874	microtubule	2.678e-07	0.000e+00	2.729e+00	1.867e-03
GO:0000776	GO:0000776	kinetochore	9.910e-16	0.000e+00	3.503e+00	3.143e-04
GO:0000776	GO:0005876	spindle microtubule	9.520e-10	0.000e+00	4.371e+00	4.256e-05
GO:0000776	GO:0005828	kinetochore microtubule	2.826e-03	0.000e+00	5.135e+00	7.324e-06
