dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	-0.15400719028078877	-0.09884815324135603	1.1410707210491033	-33.5295572159466	1.6094379124341003	2.95421966039522e-34	chromosomal region	1. chromosomal region	['GO:0098687', 'GO:0000775', 'GO:0000779', 'GO:0000781']	GO:0098687	0
2	-1.1610999416101189	-0.2727833584762986	1.5286331454118087	-29.74478131135742	1.3862943611198906	1.7997769632549e-30	condensed chromosome	2. condensed chromosome	['GO:0000793', 'GO:0000794', 'GO:0005700']	GO:0000793	0
3	-0.18361321379139875	-1.0208641025514953	1.4290199582478034	-21.869093888225514	1.0986122886681098	1.35178029613056e-22	replication fork	3. replication fork	['GO:0005657', 'GO:0043596']	GO:0005657	0
4	1.1722171687618534	0.5076043112726678	0.9763078570623536	-15.605112718467288	2.4849066497880004	2.4824887069668e-16	protein-DNA complex	4. protein-DNA complex	['GO:0005667', 'GO:0032993', 'GO:0000786', 'GO:0071162', 'GO:0031261', 'GO:0000792', 'GO:0005721', 'GO:0030894', 'GO:0043601', 'GO:0005656', 'GO:0036387']	GO:0032993	0
5	-1.0082531076724923	-0.6726957383280379	1.2535083655501653	-15.003909198201649	1.791759469228055	9.91039128571599e-16	kinetochore	5. kinetochore	['GO:0005874', 'GO:0000776', 'GO:0005876', 'GO:0005828', 'GO:1990498']	GO:0000776	0
6	-0.861787415237564	-0.8793833043786377	1.2399862572844953	-12.10301599568254	1.3862943611198906	7.88831063315168e-13	spindle	6. spindle	['GO:0005819', 'GO:0072686', 'GO:0072687']	GO:0005819	0
7	-0.32611950582985527	1.0828527972504607	1.5809854424877445	-10.96016946405311	1.0986122886681098	1.09605042789151e-11	spindle midzone	7. spindle midzone	['GO:0051233', 'GO:1990023']	GO:0051233	0
8	1.0874325826409863	0.05342605370179366	1.304212802460786	-8.084791472928528	0.6931471805599453	8.22637545643209e-09	MCM complex	8. MCM complex	['GO:0042555']	GO:0042555	0
9	1.0432042956927456	-0.317045828167066	1.6398318677550983	-7.523578711897526	2.4849066497880004	2.9951686963359e-08	replication fork protection complex	9. replication fork protection complex	['GO:0031298', 'GO:0046540', 'GO:0097526', 'GO:0097525', 'GO:0030532', 'GO:0120114', 'GO:0005682', 'GO:0005686', 'GO:0005685', 'GO:0005697', 'GO:0034719']	GO:0031298	0
10	0.7842082701665907	0.05733348571901112	1.5733420605060222	-7.323136406058342	0.6931471805599453	4.75185952982032e-08	outer kinetochore	10. outer kinetochore	['GO:0000940']	GO:0000940	0
11	0.7440666899566063	0.5968744862261741	1.400278280502677	-6.725019600632653	1.3862943611198906	1.88356407832285e-07	protein folding chaperone complex	11. protein folding chaperone complex	['GO:0101031', 'GO:0005839', 'GO:0017101']	GO:0101031	0
12	-0.8972588880215229	-0.11142397989979459	1.6734474867990272	-6.607831678301821	1.3862943611198906	2.46699529775323e-07	pronucleus	12. pronucleus	['GO:0045120', 'GO:0001939', 'GO:0001940']	GO:0045120	0
13	0.9691873784897209	0.7084043528089496	1.3410774615396424	-6.5485510173913415	2.3978952727983707	2.82780190431588e-07	sno(s)RNA-containing ribonucleoprotein complex	13. sno(s)RNA-containing ribonucleoprotein complex	['GO:0005732', 'GO:0005681', 'GO:0005684', 'GO:0005643', 'GO:0030684', 'GO:0030687', 'GO:0030686', 'GO:0070993', 'GO:0016282', 'GO:0033290']	GO:0005732	0
14	-1.1115624210138644	0.0768048765021642	1.5713173211773712	-5.7887395535250805	1.0986122886681098	1.6265238899816e-06	germ cell nucleus	14. germ cell nucleus	['GO:0043073', 'GO:0001673']	GO:0043073	0
15	0.5077469801525687	0.8445373003020925	1.6191916348093134	-5.654723389852828	2.0794415416798357	2.21450471933324e-06	methylosome	15. methylosome	['GO:0034708', 'GO:0034709', 'GO:0000307', 'GO:1902554', 'GO:0035098', 'GO:1904949', 'GO:0042575']	GO:0034709	0
16	0.05652547662741686	-1.1253012366725734	1.2124742371293484	-5.2157872764786575	1.0986122886681098	6.08432947284919e-06	mitochondrial matrix	16. mitochondrial matrix	['GO:0005759', 'GO:0005788']	GO:0005759	0
17	1.2068174369449287	-0.15585235436804756	1.463920119337456	-5.170180676422161	1.9459101490553132	6.75801767933387e-06	precatalytic spliceosome	17. precatalytic spliceosome	['GO:0071011', 'GO:0071005', 'GO:0071010', 'GO:0005689', 'GO:0071013', 'GO:0071007']	GO:0071011	0
18	-0.1688143799233594	-0.5231880690701559	1.3326504535530481	-5.003461919002423	0.6931471805599453	9.92060323974348e-06	spindle pole	18. spindle pole	['GO:0000922']	GO:0000922	0
19	-0.7904478825915409	0.6906522668219498	1.5552530445005615	-4.57319170252333	0.6931471805599453	2.67182677360706e-05	nuclear periphery	19. nuclear periphery	['GO:0034399']	GO:0034399	0
20	-1.037649579005545	-0.48107227966976424	1.432935973727251	-4.200182323800019	1.0986122886681098	6.30692514045194e-05	mitochondrial nucleoid	20. mitochondrial nucleoid	['GO:0009295', 'GO:0042645']	GO:0042645	0
21	-0.30755184043855976	0.8476808816156143	1.5355277083912189	-4.1984054594316635	1.0986122886681098	6.33278203584741e-05	synaptonemal complex	21. synaptonemal complex	['GO:0000795', 'GO:0099086']	GO:0000795	0
22	-0.4564532812162104	0.2504477166615832	1.7060778602851587	-4.132498514973015	0.6931471805599453	7.37057695629445e-05	lateral element	22. lateral element	['GO:0000800']	GO:0000800	0
23	-0.6989446513901627	-0.7425065925730239	1.6844100035025187	-3.708067270496306	0.6931471805599453	0.000195854127971704	chromocenter	23. chromocenter	['GO:0010369']	GO:0010369	0
24	0.3901385519008957	-0.8385792418293261	1.3801804476824446	-3.6794999632256213	0.6931471805599453	0.000209170308422018	midbody	24. midbody	['GO:0030496']	GO:0030496	0
25	0.12471410851515848	-0.6538432018388318	1.5043548937265745	-3.51173627273331	1.0986122886681098	0.000307796535557299	site of DNA damage	25. site of DNA damage	['GO:0090734', 'GO:0035861']	GO:0090734	0
26	0.3991508256997516	-1.0650921381232086	1.3060825753857248	-3.167558378461883	1.0986122886681098	0.00067989464648653	nuclear speck	26. nuclear speck	['GO:0016607', 'GO:0015030']	GO:0016607	0
27	0.7172438067315918	0.8730453725497789	1.43896985546049	-3.0463886399237343	0.6931471805599453	0.00089869300234027	TIM23 mitochondrial import inner membrane translocase comple...	27. TIM23 mitochondrial import inner membrane translocase comple...	['GO:0005744']	GO:0005744	0
28	-0.3159721747635886	0.5166181727743847	1.1883557030392173	-2.4791937204273884	0.6931471805599453	0.00331746446464761	cell division site	28. cell division site	['GO:0032153']	GO:0032153	0
29	0.8972498663165662	0.38647310284883624	1.3552571473591375	-2.424375928620547	0.6931471805599453	0.00376377862385313	kinesin complex	29. kinesin complex	['GO:0005871']	GO:0005871	0
30	-1.0990242684220766	0.2765071670974592	1.4532287305764733	-2.3439077296074355	1.0986122886681098	0.00452993812940888	melanosome	30. melanosome	['GO:0042470', 'GO:0048770']	GO:0042470	0
31	-0.6664127279300219	0.9284876630271024	1.5690025371857146	-2.302789600015325	0.6931471805599453	0.00497978279032695	myelin sheath	31. myelin sheath	['GO:0043209']	GO:0043209	0
32	1.1450690305412892	0.260729572007595	1.2419805912626438	-2.2111601643916163	0.6931471805599453	0.00614950042143392	eukaryotic translation initiation factor 3 complex	32. eukaryotic translation initiation factor 3 complex	['GO:0005852']	GO:0005852	0
