Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0005874	GO:0005874	microtubule	1.879e-13	0.000e+00	2.729e+00	1.867e-03
GO:0005874	GO:0005876	spindle microtubule	9.886e-03	0.000e+00	4.371e+00	4.256e-05
GO:0031514	GO:0031514	motile cilium	7.778e-22	0.000e+00	3.563e+00	2.735e-04
GO:0031514	GO:0097729	9+2 motile cilium	6.163e-12	0.000e+00	4.713e+00	1.937e-05
GO:0031514	GO:0098858	actin-based cell projection	3.967e-03	0.000e+00	3.951e+00	1.119e-04
GO:0031514	GO:0036126	sperm flagellum	7.379e-10	0.000e+00	4.860e+00	1.379e-05
GO:0005819	GO:0005819	spindle	1.790e-03	0.000e+00	3.456e+00	3.503e-04
GO:0005819	GO:0072686	mitotic spindle	5.304e-03	0.000e+00	4.179e+00	6.629e-05
GO:0097014	GO:0032838	plasma membrane bounded cell projection cytoplasm	1.144e-18	0.000e+00	4.708e+00	1.961e-05
GO:0097014	GO:0097014	ciliary plasm	2.586e-25	0.000e+00	5.408e+00	3.908e-06
GO:0005930	GO:0005930	axoneme	2.586e-25	0.000e+00	4.083e+00	8.261e-05
GO:1902495	GO:1902495	transmembrane transporter complex	1.854e-05	0.000e+00	2.247e+00	5.657e-03
GO:1902495	GO:1990351	transporter complex	1.113e-04	0.000e+00	2.242e+00	5.723e-03
GO:0005875	GO:0005875	microtubule associated complex	3.394e-14	0.000e+00	3.114e+00	7.694e-04
GO:0005875	GO:0030286	dynein complex	1.419e-08	0.000e+00	3.300e+00	5.017e-04
GO:0005875	GO:0005871	kinesin complex	2.078e-07	0.000e+00	3.878e+00	1.325e-04
GO:0000793	GO:0000793	condensed chromosome	2.604e-03	0.000e+00	4.612e+00	2.444e-05
GO:0000793	GO:0000794	condensed nuclear chromosome	5.952e-03	0.000e+00	4.817e+00	1.522e-05
GO:0034703	GO:0034702	monoatomic ion channel complex	1.306e-07	0.000e+00	3.163e+00	6.863e-04
