dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	0.7578487204726626	0.8774575196194981	1.319932370169811	-17.67643008628997	1.9459101490553132	2.10654098743956e-18	neuropeptide signaling pathway	1. neuropeptide signaling pathway	['GO:0007218', 'GO:0007188', 'GO:0007187', 'GO:0007200', 'GO:0007193', 'GO:0007189']	GO:0007218	0
2	1.3905104270123891	-0.4214452582236551	1.4286698233106194	-15.171947952855149	3.6109179126442243	6.73057312645141e-16	sensory perception of mechanical stimulus	2. sensory perception of mechanical stimulus	['GO:0050954', 'GO:0007605', 'GO:0050886', 'GO:0007591', 'GO:0045494', 'GO:0007585', 'GO:0060384', 'GO:0003016', 'GO:0006936', 'GO:0003012', 'GO:0006939', 'GO:0001503', 'GO:0043931', 'GO:0003015', 'GO:0003018', 'GO:0099565', 'GO:0007606', 'GO:0007608', 'GO:0001763', 'GO:0019233', 'GO:0050953', 'GO:0007601', 'GO:0003014', 'GO:0070293', 'GO:0030431', 'GO:0050802', 'GO:0007588', 'GO:0035812', 'GO:0019226', 'GO:0050909', 'GO:0033555', 'GO:0042596', 'GO:0048265', 'GO:0001964', 'GO:0050905', 'GO:0050884']	GO:0050954	0
3	-0.393962207870326	0.13181636608987354	1.2110402769493152	-14.460656881488545	1.9459101490553132	3.4621279853718e-15	homophilic cell adhesion via plasma membrane adhesion molecu...	3. homophilic cell adhesion via plasma membrane adhesion molecu...	['GO:0098742', 'GO:0007156', 'GO:0007157', 'GO:0007158', 'GO:0061343', 'GO:0060710']	GO:0007156	0
4	-0.2336347651531051	1.2719710859656246	1.2912322611776312	-14.221289709716354	2.0794415416798357	6.00772839471123e-15	second-messenger-mediated signaling	4. second-messenger-mediated signaling	['GO:0019932', 'GO:0019722', 'GO:0070371', 'GO:0010737', 'GO:0035584', 'GO:0019935', 'GO:0019933']	GO:0019932	0
5	0.0129070570673005	-0.3354981612458754	1.3597127536681144	-12.238386732968253	1.791759469228055	5.77581490355593e-13	cilium movement	5. cilium movement	['GO:0007018', 'GO:0003341', 'GO:0060294', 'GO:0035082', 'GO:0001578']	GO:0003341	0
6	0.6247936781297919	1.756487800978148	1.410618400407593	-12.2118078627961	2.995732273553991	6.1403360107578e-13	positive regulation of monoatomic ion transport	6. positive regulation of monoatomic ion transport	['GO:0043270', 'GO:0034767', 'GO:1904064', 'GO:0034764', 'GO:0032414', 'GO:0032411', 'GO:2001259', 'GO:0051928', 'GO:1904427', 'GO:0051924', 'GO:1903169', 'GO:1901385', 'GO:0042531', 'GO:0042509', 'GO:0042532', 'GO:0010799', 'GO:0043268', 'GO:0043266', 'GO:1901381']	GO:0043270	0
7	-0.14241589069790184	-1.4815479543503545	1.7228531235371538	-12.17785667105482	2.1972245773362196	6.63962159748364e-13	ear development	7. ear development	['GO:0043583', 'GO:0001822', 'GO:0001656', 'GO:0021510', 'GO:0021983', 'GO:0030879', 'GO:0001823', 'GO:0001892']	GO:0043583	0
8	-1.3357693091336709	0.8327374870845422	1.4889707396936829	-11.941298060480554	3.4339872044851463	1.14472703461331e-12	adult behavior	8. adult behavior	['GO:0030534', 'GO:0008344', 'GO:0007632', 'GO:0002118', 'GO:0007638', 'GO:0040040', 'GO:0007625', 'GO:0048266', 'GO:0071625', 'GO:0007628', 'GO:0090659', 'GO:0036269', 'GO:0007631', 'GO:0042755', 'GO:0007612', 'GO:0008306', 'GO:0007613', 'GO:0072375', 'GO:0007635', 'GO:0042048', 'GO:0030537', 'GO:0008345', 'GO:0042745', 'GO:0007622', 'GO:0048512', 'GO:0022410', 'GO:0048511', 'GO:0007623', 'GO:0002209', 'GO:0001662']	GO:0030534	0
9	0.054445142068149405	-1.5410760999595585	1.5433012685882128	-11.596933359655946	3.4339872044851463	2.52968613451425e-12	inner ear development	9. inner ear development	['GO:0021537', 'GO:0048839', 'GO:0060348', 'GO:0030902', 'GO:0021543', 'GO:0021987', 'GO:0022037', 'GO:0021549', 'GO:0072006', 'GO:0003231', 'GO:0003205', 'GO:0021536', 'GO:0090102', 'GO:0060711', 'GO:0021544', 'GO:0021984', 'GO:0097065', 'GO:0071698', 'GO:0071696', 'GO:0021548', 'GO:0030900', 'GO:0051216', 'GO:0021675', 'GO:0021545', 'GO:0060840', 'GO:0035904', 'GO:0048486', 'GO:0035270', 'GO:0007424', 'GO:0060037']	GO:0048839	0
10	-0.1538598627297876	1.1030198377316809	1.2907702934086687	-11.546991532545128	3.044522437723423	2.83797435998861e-12	regulation of postsynaptic membrane potential	10. regulation of postsynaptic membrane potential	['GO:0050803', 'GO:0060078', 'GO:0060079', 'GO:0060080', 'GO:0030322', 'GO:0007204', 'GO:0010524', 'GO:0060402', 'GO:0035150', 'GO:0035296', 'GO:0097746', 'GO:0035151', 'GO:0035152', 'GO:0042310', 'GO:0001508', 'GO:0019228', 'GO:0008217', 'GO:0003073', 'GO:0016486', 'GO:0140448']	GO:0060078	0
11	-0.7224394694749816	-0.9243843821212289	1.2572427864708269	-11.275546967597386	2.995732273553991	5.30216248290399e-12	detection of abiotic stimulus	11. detection of abiotic stimulus	['GO:0009582', 'GO:0009583', 'GO:0009584', 'GO:0051602', 'GO:0007603', 'GO:0043052', 'GO:0016056', 'GO:0009642', 'GO:0009581', 'GO:0007602', 'GO:0050906', 'GO:0051606', 'GO:0060004', 'GO:0062149', 'GO:0050974', 'GO:0050982', 'GO:0009612', 'GO:0050910', 'GO:0010996']	GO:0009582	0
12	0.6428629599377729	0.9195906207006155	1.4921164467831465	-10.275429360770719	2.833213344056216	5.30359850147907e-11	regulation of behavior	12. regulation of behavior	['GO:0050795', 'GO:0042749', 'GO:0060259', 'GO:0048520', 'GO:0045187', 'GO:0042752', 'GO:0048521', 'GO:0060688', 'GO:0030278', 'GO:0030501', 'GO:0110110', 'GO:0003156', 'GO:0045666', 'GO:0050772', 'GO:0043576', 'GO:0002087']	GO:0050795	0
13	0.9860022756425935	0.5652516350505539	1.6669480790831532	-9.701584538561969	3.4339872044851463	1.98799579497048e-10	negative regulation of synaptic transmission	13. negative regulation of synaptic transmission	['GO:0050805', 'GO:0032223', 'GO:0021914', 'GO:0050806', 'GO:0060291', 'GO:0048167', 'GO:0048168', 'GO:0032222', 'GO:0051966', 'GO:0051968', 'GO:0010738', 'GO:0010739', 'GO:0008277', 'GO:0001960', 'GO:0070372', 'GO:1902216', 'GO:1902214', 'GO:0046427', 'GO:1904894', 'GO:0060336', 'GO:0060334', 'GO:0060330', 'GO:0060331', 'GO:0048843', 'GO:0040013', 'GO:0022401', 'GO:0023058', 'GO:0030514', 'GO:0045746', 'GO:0060761']	GO:0050805	0
14	0.3102369506471192	-0.14154187741055096	1.6072226875374487	-9.416448184184096	2.1972245773362196	3.83311470688185e-10	regulation of cytosolic calcium ion concentration	14. regulation of cytosolic calcium ion concentration	['GO:0006874', 'GO:0051480', 'GO:0099566', 'GO:0046716', 'GO:0055064', 'GO:0055078', 'GO:0055075', 'GO:0001895']	GO:0051480	0
15	0.8597469367213685	-0.9388751548380262	0.8892570351134134	-9.385406404353501	2.5649493574615367	4.11712066608746e-10	potassium ion transport	15. potassium ion transport	['GO:0035725', 'GO:0006813', 'GO:0006814', 'GO:0071805', 'GO:0070588', 'GO:0006816', 'GO:0097553', 'GO:0070509', 'GO:0006821', 'GO:1902476', 'GO:0098661', 'GO:0015698']	GO:0006813	0
16	-0.3646943175252698	-1.3706742211755263	1.785169061313494	-9.324396241426522	3.367295829986474	4.73809493874672e-10	ear morphogenesis	16. ear morphogenesis	['GO:0048593', 'GO:0042471', 'GO:0035113', 'GO:0003007', 'GO:0048562', 'GO:0048048', 'GO:0060349', 'GO:0060443', 'GO:0003338', 'GO:0042472', 'GO:0030326', 'GO:0060713', 'GO:0060669', 'GO:0090103', 'GO:0001736', 'GO:0007164', 'GO:0003206', 'GO:0060042', 'GO:0048844', 'GO:0021575', 'GO:0003151', 'GO:0042067', 'GO:0060411', 'GO:0021602', 'GO:0001738', 'GO:0035108', 'GO:0071697', 'GO:0071699']	GO:0042471	0
17	0.7712576875881633	1.7632789028416498	1.1842262139095114	-9.256796747203861	2.5649493574615367	5.53609141471708e-10	regulation of monoatomic ion transmembrane transport	17. regulation of monoatomic ion transmembrane transport	['GO:0034762', 'GO:0034765', 'GO:0010959', 'GO:0044070', 'GO:1904062', 'GO:2001257', 'GO:0032412', 'GO:0022898', 'GO:0032409', 'GO:0099601', 'GO:0090279', 'GO:0090280']	GO:0034765	0
18	-0.2893677943876451	-1.4351599841001907	1.5361839389742147	-8.862252111719338	3.4657359027997265	1.37324456318475e-09	central nervous system neuron differentiation	18. central nervous system neuron differentiation	['GO:0021953', 'GO:0021879', 'GO:0002062', 'GO:0048665', 'GO:0001708', 'GO:0071542', 'GO:0097154', 'GO:0042490', 'GO:0060113', 'GO:0035315', 'GO:0009913', 'GO:0042491', 'GO:0060563', 'GO:0048663', 'GO:0060581', 'GO:0021954', 'GO:0021884', 'GO:0042462', 'GO:0060119', 'GO:0060857', 'GO:0021782', 'GO:0060856', 'GO:0048645', 'GO:0048859', 'GO:0021872', 'GO:0042063', 'GO:0010001', 'GO:0048709', 'GO:0001649', 'GO:0031128', 'GO:0001759']	GO:0021953	0
19	-0.9041210828503834	0.6274081349942648	1.781033159528669	-8.45298876599185	1.791759469228055	3.52379986029208e-09	mating	19. mating	['GO:0007618', 'GO:0007567', 'GO:0007320', 'GO:0044706', 'GO:0046692']	GO:0007618	0
20	0.5317013266480979	0.9490250878074719	1.5597857598157443	-8.44910661517273	2.8903717578961645	3.55544025171426e-09	regulation of nervous system process	20. regulation of nervous system process	['GO:0031644', 'GO:0098815', 'GO:0051930', 'GO:0051931', 'GO:0051969', 'GO:0090394', 'GO:0031645', 'GO:0051970', 'GO:0044060', 'GO:0006937', 'GO:0090257', 'GO:1903522', 'GO:0008016', 'GO:0098801', 'GO:0002027', 'GO:0019229', 'GO:0061337']	GO:0031644	0
21	-1.1930447076823258	0.28565747830623706	1.2783520413558482	-8.422003855032452	2.3978952727983707	3.78439225471164e-09	cilium organization	21. cilium organization	['GO:0044782', 'GO:0060271', 'GO:0008045', 'GO:0044458', 'GO:0072499', 'GO:0060122', 'GO:0033564', 'GO:0097374', 'GO:0007413', 'GO:0106030']	GO:0044782	0
22	0.8920512601202274	1.435649187475207	1.5650101907344227	-7.839518199419423	1.6094379124341003	1.44704421240652e-08	regulation of neurotransmitter transport	22. regulation of neurotransmitter transport	['GO:0051588', 'GO:0046928', 'GO:0051589', 'GO:0046929']	GO:0051588	0
23	0.7629368220708942	1.5287265060771758	1.522669581618593	-7.61290507506193	2.4849066497880004	2.43834371561314e-08	regulation of amine transport	23. regulation of amine transport	['GO:0051952', 'GO:0051955', 'GO:0014059', 'GO:0050433', 'GO:0014048', 'GO:0032892', 'GO:0032890', 'GO:0014052', 'GO:0051954', 'GO:0051957', 'GO:0033605']	GO:0051952	0
24	0.6843463220699743	-1.0162104043785687	1.3569031235923312	-7.43139341907834	1.6094379124341003	3.70345081242961e-08	neurotransmitter transport	24. neurotransmitter transport	['GO:0006836', 'GO:0007269', 'GO:0098810', 'GO:0001504']	GO:0006836	0
