Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0098687	GO:0098687	chromosomal region	1.685e-36	0.000e+00	3.130e+00	7.411e-04
GO:0098687	GO:0000775	chromosome, centromeric region	2.382e-27	0.000e+00	3.398e+00	4.000e-04
GO:0098687	GO:0000779	condensed chromosome, centromeric region	1.432e-21	0.000e+00	4.722e+00	1.897e-05
GO:0098687	GO:0000781	chromosome, telomeric region	1.051e-12	0.000e+00	3.474e+00	3.359e-04
GO:0000793	GO:0000793	condensed chromosome	2.044e-32	0.000e+00	4.612e+00	2.444e-05
GO:0000793	GO:0000794	condensed nuclear chromosome	1.657e-10	0.000e+00	4.817e+00	1.522e-05
GO:0000793	GO:0005700	polytene chromosome	1.523e-03	0.000e+00	5.201e+00	6.288e-06
GO:0005819	GO:0005819	spindle	2.172e-13	0.000e+00	3.456e+00	3.503e-04
GO:0005819	GO:0072686	mitotic spindle	3.478e-09	0.000e+00	4.179e+00	6.629e-05
GO:0005819	GO:0072687	meiotic spindle	3.491e-03	0.000e+00	5.512e+00	3.075e-06
GO:0015629	GO:0015629	actin cytoskeleton	9.622e-04	0.000e+00	3.697e+00	2.008e-04
GO:0015629	GO:0030863	cortical cytoskeleton	7.717e-03	0.000e+00	4.579e+00	2.637e-05
GO:0015629	GO:0030864	cortical actin cytoskeleton	6.078e-03	0.000e+00	4.698e+00	2.005e-05
GO:0016607	GO:0016607	nuclear speck	7.560e-05	0.000e+00	3.692e+00	2.034e-04
GO:0016607	GO:0015030	Cajal body	3.184e-03	0.000e+00	4.335e+00	4.625e-05
GO:0005938	GO:0005938	cell cortex	6.543e-03	0.000e+00	3.836e+00	1.458e-04
GO:0000776	GO:0005874	microtubule	9.010e-06	0.000e+00	2.729e+00	1.867e-03
GO:0000776	GO:0000776	kinetochore	2.445e-20	0.000e+00	3.503e+00	3.143e-04
GO:0000776	GO:0005876	spindle microtubule	1.374e-09	0.000e+00	4.371e+00	4.256e-05
GO:0000776	GO:0030016	myofibril	5.556e-03	0.000e+00	4.683e+00	2.074e-05
GO:0000776	GO:0043292	contractile fiber	3.069e-03	0.000e+00	4.624e+00	2.375e-05
