Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0140014	GO:0140014	mitotic nuclear division	1.162e-32	0.000e+00	5.537e+00	2.905e-06
GO:0140014	GO:0140013	meiotic nuclear division	6.444e-22	0.000e+00	4.341e+00	4.559e-05
GO:0140014	GO:0007127	meiosis I	2.945e-11	0.000e+00	4.822e+00	1.505e-05
GO:0140014	GO:0007140	male meiotic nuclear division	1.526e-07	0.000e+00	4.574e+00	2.665e-05
GO:0140014	GO:0007135	meiosis II	2.723e-05	0.000e+00	5.215e+00	6.090e-06
GO:0140014	GO:0061983	meiosis II cell cycle process	5.063e-05	0.000e+00	5.184e+00	6.546e-06
GO:0140014	GO:0000082	G1/S transition of mitotic cell cycle	3.550e-14	0.000e+00	4.933e+00	1.166e-05
GO:0140014	GO:0044843	cell cycle G1/S phase transition	8.901e-14	0.000e+00	4.914e+00	1.218e-05
GO:0140014	GO:0000086	G2/M transition of mitotic cell cycle	5.466e-13	0.000e+00	4.924e+00	1.192e-05
GO:0140014	GO:0044839	cell cycle G2/M phase transition	7.477e-13	0.000e+00	4.897e+00	1.269e-05
GO:0140014	GO:0010458	exit from mitosis	2.998e-05	0.000e+00	5.550e+00	2.818e-06
GO:0140014	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	7.870e-12	0.000e+00	5.716e+00	1.921e-06
GO:0140014	GO:0044784	metaphase/anaphase transition of cell cycle	5.477e-11	0.000e+00	5.700e+00	1.995e-06
GO:0140014	GO:0030071	regulation of mitotic metaphase/anaphase transition	2.697e-10	0.000e+00	3.989e+00	1.025e-04
GO:0098813	GO:0098813	nuclear chromosome segregation	9.474e-34	0.000e+00	4.322e+00	4.770e-05
GO:0098813	GO:0045132	meiotic chromosome segregation	1.226e-13	0.000e+00	4.678e+00	2.099e-05
GO:0098813	GO:0045143	homologous chromosome segregation	4.181e-04	0.000e+00	5.763e+00	1.726e-06
GO:0098813	GO:0016321	female meiosis chromosome segregation	8.824e-05	0.000e+00	5.809e+00	1.552e-06
GO:0098813	GO:0007060	male meiosis chromosome segregation	4.260e-03	0.000e+00	5.953e+00	1.115e-06
GO:0098813	GO:0000819	sister chromatid segregation	2.172e-32	0.000e+00	4.718e+00	1.913e-05
GO:0098813	GO:0000070	mitotic sister chromatid segregation	8.401e-30	0.000e+00	4.837e+00	1.455e-05
GO:0098813	GO:0045144	meiotic sister chromatid segregation	6.211e-04	0.000e+00	5.446e+00	3.581e-06
GO:0098813	GO:1903046	meiotic cell cycle process	2.242e-25	0.000e+00	3.563e+00	2.732e-04
GO:0098813	GO:0061982	meiosis I cell cycle process	1.292e-13	0.000e+00	4.102e+00	7.909e-05
GO:0098813	GO:0046661	male sex differentiation	3.135e-06	0.000e+00	5.689e+00	2.046e-06
GO:0098813	GO:0007338	single fertilization	3.628e-03	0.000e+00	4.588e+00	2.585e-05
GO:0098813	GO:0009566	fertilization	6.619e-03	0.000e+00	4.382e+00	4.147e-05
GO:0098813	GO:0045138	nematode male tail tip morphogenesis	8.562e-05	0.000e+00	5.895e+00	1.273e-06
GO:0098813	GO:0090598	male anatomical structure morphogenesis	1.704e-04	0.000e+00	5.511e+00	3.080e-06
GO:0098813	GO:0035262	gonad morphogenesis	8.803e-03	0.000e+00	5.843e+00	1.434e-06
GO:0098813	GO:0007538	primary sex determination	2.530e-03	0.000e+00	6.069e+00	8.532e-07
GO:0098813	GO:0070192	chromosome organization involved in meiotic cell cycle	1.399e-08	0.000e+00	4.377e+00	4.201e-05
GO:0098813	GO:0007130	synaptonemal complex assembly	6.666e-03	0.000e+00	4.822e+00	1.507e-05
GO:0098813	GO:0007129	homologous chromosome pairing at meiosis	3.862e-03	0.000e+00	4.902e+00	1.252e-05
GO:0098813	GO:0010032	meiotic chromosome condensation	4.376e-07	0.000e+00	5.350e+00	4.467e-06
GO:0098813	GO:0045137	development of primary sexual characteristics	4.255e-08	0.000e+00	5.843e+00	1.434e-06
GO:0098813	GO:0046546	development of primary male sexual characteristics	4.526e-03	0.000e+00	6.079e+00	8.330e-07
GO:0098813	GO:0046545	development of primary female sexual characteristics	3.862e-03	0.000e+00	6.373e+00	4.232e-07
GO:0098813	GO:0007143	female meiotic nuclear division	2.392e-12	0.000e+00	5.026e+00	9.422e-06
GO:0098813	GO:0007144	female meiosis I	9.286e-04	0.000e+00	5.862e+00	1.374e-06
GO:0098813	GO:0008608	attachment of spindle microtubules to kinetochore	1.834e-09	0.000e+00	4.172e+00	6.726e-05
GO:0098813	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	4.608e-05	0.000e+00	4.530e+00	2.950e-05
GO:0006260	GO:0006260	DNA replication	5.016e-30	0.000e+00	2.060e+00	8.702e-03
GO:0006260	GO:0006261	DNA-templated DNA replication	2.842e-24	0.000e+00	3.047e+00	8.967e-04
GO:0006260	GO:0090305	nucleic acid phosphodiester bond hydrolysis	2.172e-03	0.000e+00	2.132e+00	7.387e-03
GO:0006260	GO:0006270	DNA replication initiation	3.066e-18	0.000e+00	3.269e+00	5.381e-04
GO:0006260	GO:0033260	nuclear DNA replication	3.468e-21	0.000e+00	4.391e+00	4.062e-05
GO:0006260	GO:0044786	cell cycle DNA replication	6.787e-21	0.000e+00	4.336e+00	4.618e-05
GO:0006260	GO:0042023	DNA endoreduplication	8.003e-03	0.000e+00	5.260e+00	5.498e-06
GO:0006260	GO:1902969	mitotic DNA replication	1.087e-07	0.000e+00	5.884e+00	1.307e-06
GO:0006260	GO:0071897	DNA biosynthetic process	3.787e-27	0.000e+00	2.145e+00	7.165e-03
GO:0006260	GO:0006278	RNA-templated DNA biosynthetic process	4.079e-09	0.000e+00	2.671e+00	2.133e-03
GO:0006260	GO:0009263	deoxyribonucleotide biosynthetic process	4.072e-03	0.000e+00	2.808e+00	1.555e-03
GO:0006260	GO:0000731	DNA synthesis involved in DNA repair	6.096e-06	0.000e+00	4.148e+00	7.107e-05
GO:0006260	GO:0019985	translesion synthesis	5.322e-04	0.000e+00	4.246e+00	5.670e-05
GO:0006260	GO:0042276	error-prone translesion synthesis	5.840e-05	0.000e+00	4.683e+00	2.075e-05
GO:0006260	GO:0006301	postreplication repair	1.324e-04	0.000e+00	4.142e+00	7.206e-05
GO:0006260	GO:0070987	error-free translesion synthesis	1.866e-03	0.000e+00	4.774e+00	1.682e-05
GO:0006260	GO:0006277	DNA amplification	1.741e-10	0.000e+00	6.228e+00	5.912e-07
GO:0006260	GO:0007307	eggshell chorion gene amplification	1.851e-09	0.000e+00	6.357e+00	4.400e-07
GO:0006260	GO:0000724	double-strand break repair via homologous recombination	1.040e-20	0.000e+00	3.516e+00	3.049e-04
GO:0006260	GO:0006302	double-strand break repair	5.122e-20	0.000e+00	3.052e+00	8.878e-04
GO:0006260	GO:0000725	recombinational repair	1.040e-20	0.000e+00	3.361e+00	4.352e-04
GO:0006260	GO:0006310	DNA recombination	7.688e-20	0.000e+00	1.896e+00	1.270e-02
GO:0006260	GO:0006303	double-strand break repair via nonhomologous end joining	6.079e-04	0.000e+00	3.746e+00	1.796e-04
GO:0006260	GO:0006312	mitotic recombination	1.323e-03	0.000e+00	5.107e+00	7.816e-06
GO:0006260	GO:0000727	double-strand break repair via break-induced replication	2.137e-08	0.000e+00	4.662e+00	2.177e-05
GO:0006260	GO:0006289	nucleotide-excision repair	3.785e-04	0.000e+00	2.945e+00	1.135e-03
GO:0006260	GO:0006283	transcription-coupled nucleotide-excision repair	7.003e-03	0.000e+00	4.862e+00	1.374e-05
GO:0006260	GO:0036297	interstrand cross-link repair	3.304e-03	0.000e+00	4.127e+00	7.467e-05
GO:0006260	GO:0035825	homologous recombination	1.809e-06	0.000e+00	4.185e+00	6.534e-05
GO:0006260	GO:0007131	reciprocal meiotic recombination	3.910e-06	0.000e+00	4.254e+00	5.567e-05
