Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0015631	GO:0015631	tubulin binding	8.203e-07	0.000e+00	3.172e+00	6.727e-04
GO:0015631	GO:0008017	microtubule binding	1.120e-03	0.000e+00	3.272e+00	5.341e-04
GO:0015631	GO:0045505	dynein intermediate chain binding	2.217e-05	0.000e+00	3.992e+00	1.019e-04
GO:0015631	GO:0045503	dynein light chain binding	6.534e-06	0.000e+00	5.341e+00	4.558e-06
GO:0015631	GO:0051959	dynein light intermediate chain binding	2.217e-05	0.000e+00	4.015e+00	9.667e-05
GO:0015631	GO:0001965	G-protein alpha-subunit binding	6.807e-03	0.000e+00	4.910e+00	1.231e-05
GO:0015631	GO:0045504	dynein heavy chain binding	5.079e-04	0.000e+00	5.290e+00	5.124e-06
GO:0001227	GO:0001217	DNA-binding transcription repressor activity	3.810e-03	0.000e+00	4.421e+00	3.796e-05
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	3.810e-03	0.000e+00	4.439e+00	3.636e-05
GO:0005267	GO:0015079	potassium ion transmembrane transporter activity	1.128e-05	0.000e+00	2.993e+00	1.017e-03
GO:0005267	GO:0005267	potassium channel activity	2.848e-07	0.000e+00	3.284e+00	5.196e-04
GO:0005267	GO:0005249	voltage-gated potassium channel activity	1.378e-06	0.000e+00	3.656e+00	2.209e-04
GO:0005267	GO:0022843	voltage-gated monoatomic cation channel activity	8.203e-07	0.000e+00	3.490e+00	3.235e-04
GO:0005267	GO:0005244	voltage-gated monoatomic ion channel activity	2.986e-06	0.000e+00	3.122e+00	7.548e-04
GO:0005267	GO:0005261	monoatomic cation channel activity	2.848e-07	0.000e+00	2.503e+00	3.142e-03
GO:0005267	GO:0005216	monoatomic ion channel activity	1.862e-05	0.000e+00	2.261e+00	5.486e-03
GO:0005267	GO:0015267	channel activity	8.406e-05	0.000e+00	2.200e+00	6.313e-03
GO:0005267	GO:0022803	passive transmembrane transporter activity	1.167e-04	0.000e+00	2.200e+00	6.313e-03
GO:0005267	GO:0022839	monoatomic ion gated channel activity	5.859e-06	0.000e+00	2.765e+00	1.718e-03
GO:0005267	GO:0022836	gated channel activity	5.056e-06	0.000e+00	2.763e+00	1.727e-03
GO:0005267	GO:0022832	voltage-gated channel activity	2.986e-06	0.000e+00	3.117e+00	7.633e-04
GO:0005267	GO:0099094	ligand-gated monoatomic cation channel activity	8.813e-03	0.000e+00	3.731e+00	1.856e-04
GO:0005267	GO:0005272	sodium channel activity	1.719e-03	0.000e+00	3.759e+00	1.741e-04
GO:0005267	GO:0005248	voltage-gated sodium channel activity	3.835e-03	0.000e+00	4.461e+00	3.460e-05
GO:0005200	GO:0005200	structural constituent of cytoskeleton	1.733e-03	0.000e+00	3.662e+00	2.176e-04
GO:0008569	GO:0008569	minus-end-directed microtubule motor activity	3.096e-06	0.000e+00	4.012e+00	9.728e-05
GO:0008569	GO:0003774	cytoskeletal motor activity	2.623e-06	0.000e+00	2.915e+00	1.216e-03
GO:0008569	GO:0003777	microtubule motor activity	2.217e-05	0.000e+00	3.442e+00	3.618e-04
GO:0004550	GO:0016776	phosphotransferase activity, phosphate group as acceptor	2.727e-03	0.000e+00	2.523e+00	2.997e-03
GO:0004550	GO:0004550	nucleoside diphosphate kinase activity	1.364e-04	0.000e+00	3.596e+00	2.535e-04
