Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0031514	GO:0031514	motile cilium	1.326e-29	0.000e+00	3.563e+00	2.735e-04
GO:0031514	GO:0097729	9+2 motile cilium	5.078e-22	0.000e+00	4.713e+00	1.937e-05
GO:0031514	GO:0036126	sperm flagellum	3.537e-17	0.000e+00	4.860e+00	1.379e-05
GO:0005930	GO:0005930	axoneme	2.200e-33	0.000e+00	4.083e+00	8.261e-05
GO:0097014	GO:0032838	plasma membrane bounded cell projection cytoplasm	1.162e-26	0.000e+00	4.708e+00	1.961e-05
GO:0097014	GO:0097014	ciliary plasm	6.856e-33	0.000e+00	5.408e+00	3.908e-06
GO:0005874	GO:0005874	microtubule	1.193e-10	0.000e+00	2.729e+00	1.867e-03
GO:1902495	GO:1902495	transmembrane transporter complex	5.549e-03	0.000e+00	2.247e+00	5.657e-03
GO:1902495	GO:1990351	transporter complex	9.901e-03	0.000e+00	2.242e+00	5.723e-03
GO:0034703	GO:0034702	monoatomic ion channel complex	5.942e-05	0.000e+00	3.163e+00	6.863e-04
GO:0034703	GO:0034703	cation channel complex	1.983e-06	0.000e+00	3.334e+00	4.639e-04
GO:0034703	GO:0034705	potassium channel complex	2.367e-04	0.000e+00	3.809e+00	1.554e-04
GO:0034703	GO:0008076	voltage-gated potassium channel complex	2.531e-03	0.000e+00	3.821e+00	1.511e-04
GO:0034703	GO:0034706	sodium channel complex	1.617e-03	0.000e+00	3.906e+00	1.242e-04
GO:0036064	GO:0036064	ciliary basal body	5.562e-05	0.000e+00	4.219e+00	6.038e-05
GO:0005858	GO:0030286	dynein complex	1.571e-12	0.000e+00	3.300e+00	5.017e-04
GO:0005858	GO:0005858	axonemal dynein complex	4.294e-16	0.000e+00	4.658e+00	2.196e-05
GO:0005858	GO:0005875	microtubule associated complex	2.755e-11	0.000e+00	3.114e+00	7.694e-04
GO:0005858	GO:0036157	outer dynein arm	2.009e-07	0.000e+00	5.194e+00	6.403e-06
GO:0005858	GO:0036156	inner dynein arm	2.367e-04	0.000e+00	5.933e+00	1.167e-06
GO:0032589	GO:0042734	presynaptic membrane	7.659e-03	0.000e+00	4.614e+00	2.432e-05
GO:0032589	GO:0032589	neuron projection membrane	1.617e-03	0.000e+00	4.899e+00	1.261e-05
GO:0002177	GO:0002177	manchette	2.024e-06	0.000e+00	5.544e+00	2.856e-06
GO:0097228	GO:0097228	sperm principal piece	5.549e-03	0.000e+00	5.084e+00	8.246e-06
