dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	0.3231902848675816	0.5640991496662231	1.18551299820134	-9.483038936252745	1.0986122886681098	3.288221493219e-10	microtubule binding	1. microtubule binding	['GO:0015631', 'GO:0008017']	GO:0008017	0
2	-0.16411430433652888	0.9515715640763357	1.3025202097477282	-5.022402012507054	1.0986122886681098	9.49725256355074e-06	DNA secondary structure binding	2. DNA secondary structure binding	['GO:0000217', 'GO:0000400']	GO:0000217	0
3	-0.4196760489926438	-0.12337405453064282	0.5890880674598169	-4.202565238257499	1.6094379124341003	6.27241466801703e-05	catalytic activity, acting on DNA	3. catalytic activity, acting on DNA	['GO:0140097', 'GO:0004536', 'GO:0016888', 'GO:0004520']	GO:0140097	0
4	-0.9082294448779863	-0.5635807553628062	1.5774275354095155	-3.445784533569197	2.6390573296152584	0.000358274143492423	oxidoreductase activity, acting on paired donors, with incor...	4. oxidoreductase activity, acting on paired donors, with incor...	['GO:0016713', 'GO:0018685', 'GO:0070576', 'GO:0008401', 'GO:0062183', 'GO:0062181', 'GO:0062179', 'GO:0030343', 'GO:0070643', 'GO:0008390', 'GO:0050649', 'GO:0101020', 'GO:0101021']	GO:0016713	0
5	0.11513064496972729	1.0628029679906734	1.1133693541989984	-3.186444771630988	0.6931471805599453	0.00065096138704722	single-stranded DNA binding	5. single-stranded DNA binding	['GO:0003697']	GO:0003697	0
6	1.0162707814686172	0.13447800268841098	1.0698509352641898	-3.186444771630988	1.3862943611198906	0.00065096138704722	cytoskeletal motor activity	6. cytoskeletal motor activity	['GO:0003774', 'GO:0003777', 'GO:0008574']	GO:0003774	0
7	-0.14538812107579027	-1.033773673857176	1.8590683928105791	-2.8637944926113676	0.6931471805599453	0.00136837618563474	thromboxane-A synthase activity	7. thromboxane-A synthase activity	['GO:0004796']	GO:0004796	0
8	0.207957895939564	-0.8363010528759277	0.3985130476770727	-2.6613814460992957	0.6931471805599453	0.00218081363541357	lyase activity	8. lyase activity	['GO:0016829']	GO:0016829	0
9	0.9579856598560438	-0.31422641335237766	1.6812083103565159	-2.6613814460992957	0.6931471805599453	0.00218081363541357	structural constituent of muscle	9. structural constituent of muscle	['GO:0008307']	GO:0008307	0
10	0.2221341808672097	-0.2628358318640891	1.3261131724728747	-2.57376074814111	0.6931471805599453	0.00266832823575059	glutathione transferase activity	10. glutathione transferase activity	['GO:0004364']	GO:0004364	0
11	-0.7353984023954813	0.4963285842404195	1.6142668192148655	-2.4199372245742525	0.6931471805599453	0.00380244355057549	glutathione binding	11. glutathione binding	['GO:0043295']	GO:0043295	0
12	0.7586998753183587	0.6042015200424727	1.947136888585231	-2.323190037271239	0.6931471805599453	0.00475127275686851	oligopeptide binding	12. oligopeptide binding	['GO:1900750']	GO:1900750	0
13	-0.48954976357379354	-0.6761496225443948	1.77930453296255	-2.2483288806660204	1.3862943611198906	0.00564509323703876	caffeine oxidase activity	13. caffeine oxidase activity	['GO:0033695', 'GO:0034875', 'GO:0016725']	GO:0034875	0
14	-1.0356285276861552	-0.1944862362909937	2.1279648286148696	-2.2041357404133146	1.9459101490553132	0.0062497732317561	quinine 3-monooxygenase activity	14. quinine 3-monooxygenase activity	['GO:0050591', 'GO:0062186', 'GO:0102320', 'GO:0062188', 'GO:0062187', 'GO:0062189']	GO:0050591	0
15	-0.4489538568856763	0.9508595217299026	1.1564758664959045	-2.1657943743953254	0.6931471805599453	0.00682661837845105	damaged DNA binding	15. damaged DNA binding	['GO:0003684']	GO:0003684	0
16	0.7455691465369533	-0.7596136697560295	1.3933079821426244	-2.133403617642527	1.0986122886681098	0.00735523210985074	DNA-binding transcription activator activity, RNA polymerase...	16. DNA-binding transcription activator activity, RNA polymerase...	['GO:0001228', 'GO:0001216']	GO:0001228	0
