Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0098813	GO:0098813	nuclear chromosome segregation	1.465e-11	0.000e+00	4.322e+00	4.770e-05
GO:0098813	GO:0045132	meiotic chromosome segregation	5.215e-07	0.000e+00	4.678e+00	2.099e-05
GO:0098813	GO:0000070	mitotic sister chromatid segregation	3.879e-11	0.000e+00	4.837e+00	1.455e-05
GO:0098813	GO:0000819	sister chromatid segregation	2.216e-10	0.000e+00	4.718e+00	1.913e-05
GO:0098813	GO:0045143	homologous chromosome segregation	3.717e-03	0.000e+00	5.763e+00	1.726e-06
GO:0098813	GO:1903046	meiotic cell cycle process	2.412e-08	0.000e+00	3.563e+00	2.732e-04
GO:0098813	GO:0061982	meiosis I cell cycle process	4.694e-05	0.000e+00	4.102e+00	7.909e-05
GO:0098813	GO:0051298	centrosome duplication	3.281e-04	0.000e+00	4.821e+00	1.509e-05
GO:0098813	GO:0070192	chromosome organization involved in meiotic cell cycle	1.837e-03	0.000e+00	4.377e+00	4.201e-05
GO:0098813	GO:0007062	sister chromatid cohesion	2.361e-03	0.000e+00	3.622e+00	2.388e-04
GO:0098813	GO:0008608	attachment of spindle microtubules to kinetochore	9.954e-06	0.000e+00	4.172e+00	6.726e-05
GO:0098813	GO:0051304	chromosome separation	1.505e-08	0.000e+00	3.916e+00	1.214e-04
GO:0098813	GO:0051306	mitotic sister chromatid separation	3.115e-07	0.000e+00	5.300e+00	5.011e-06
GO:0098813	GO:0051307	meiotic chromosome separation	5.142e-04	0.000e+00	5.884e+00	1.307e-06
GO:0098813	GO:1902850	microtubule cytoskeleton organization involved in mitosis	3.574e-07	0.000e+00	4.118e+00	7.613e-05
GO:0098813	GO:0007052	mitotic spindle organization	4.019e-06	0.000e+00	4.282e+00	5.220e-05
GO:0098813	GO:0007098	centrosome cycle	3.550e-05	0.000e+00	4.653e+00	2.223e-05
GO:0098813	GO:0031023	microtubule organizing center organization	3.754e-05	0.000e+00	4.294e+00	5.084e-05
GO:0098813	GO:0001578	microtubule bundle formation	4.430e-04	0.000e+00	4.432e+00	3.696e-05
GO:0098813	GO:0000022	mitotic spindle elongation	4.306e-04	0.000e+00	6.120e+00	7.591e-07
GO:0098813	GO:0051231	spindle elongation	5.219e-04	0.000e+00	5.567e+00	2.707e-06
GO:0098813	GO:0007100	mitotic centrosome separation	5.610e-03	0.000e+00	5.555e+00	2.785e-06
GO:0098813	GO:0051418	microtubule nucleation by microtubule organizing center	4.716e-03	0.000e+00	5.115e+00	7.678e-06
GO:0098813	GO:0007094	mitotic spindle assembly checkpoint signaling	3.550e-05	0.000e+00	4.292e+00	5.103e-05
GO:0098813	GO:0033046	negative regulation of sister chromatid segregation	2.715e-05	0.000e+00	4.284e+00	5.205e-05
