Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0019932	GO:0019932	second-messenger-mediated signaling	5.994e-15	0.000e+00	3.637e+00	2.305e-04
GO:0019932	GO:0019722	calcium-mediated signaling	7.708e-08	0.000e+00	3.992e+00	1.018e-04
GO:0019932	GO:0070371	ERK1 and ERK2 cascade	4.533e-03	0.000e+00	5.071e+00	8.488e-06
GO:0019932	GO:0010737	protein kinase A signaling	2.128e-04	0.000e+00	5.540e+00	2.885e-06
GO:0019932	GO:0035584	calcium-mediated signaling using intracellular calcium source	6.567e-03	0.000e+00	5.463e+00	3.443e-06
GO:0019932	GO:0019935	cyclic-nucleotide-mediated signaling	1.427e-07	0.000e+00	5.055e+00	8.817e-06
GO:0019932	GO:0019933	cAMP-mediated signaling	1.602e-05	0.000e+00	5.338e+00	4.595e-06
GO:0044782	GO:0044782	cilium organization	3.776e-09	0.000e+00	3.591e+00	2.566e-04
GO:0044782	GO:0060271	cilium assembly	8.062e-08	0.000e+00	3.614e+00	2.433e-04
GO:0044782	GO:0008045	motor neuron axon guidance	4.028e-03	0.000e+00	5.012e+00	9.724e-06
GO:0044782	GO:0044458	motile cilium assembly	7.721e-03	0.000e+00	5.182e+00	6.570e-06
GO:0044782	GO:0072499	photoreceptor cell axon guidance	6.565e-04	0.000e+00	6.090e+00	8.128e-07
GO:0044782	GO:0060122	inner ear receptor cell stereocilium organization	5.582e-03	0.000e+00	5.088e+00	8.169e-06
GO:0044782	GO:0033564	anterior/posterior axon guidance	3.235e-03	0.000e+00	5.819e+00	1.518e-06
GO:0044782	GO:0097374	sensory neuron axon guidance	4.646e-03	0.000e+00	5.962e+00	1.092e-06
GO:0044782	GO:0007413	axonal fasciculation	1.247e-03	0.000e+00	5.423e+00	3.779e-06
GO:0044782	GO:0106030	neuron projection fasciculation	1.247e-03	0.000e+00	5.396e+00	4.014e-06
GO:0051047	GO:0051047	positive regulation of secretion	4.522e-07	0.000e+00	4.259e+00	5.510e-05
GO:0051047	GO:1903532	positive regulation of secretion by cell	1.279e-05	0.000e+00	4.311e+00	4.886e-05
GO:0051047	GO:0046883	regulation of hormone secretion	6.159e-06	0.000e+00	4.304e+00	4.965e-05
GO:0051047	GO:0090276	regulation of peptide hormone secretion	1.049e-04	0.000e+00	4.436e+00	3.666e-05
GO:0051047	GO:0002791	regulation of peptide secretion	1.340e-04	0.000e+00	4.431e+00	3.709e-05
GO:0051047	GO:0050796	regulation of insulin secretion	3.618e-03	0.000e+00	4.524e+00	2.992e-05
GO:0051047	GO:0050708	regulation of protein secretion	2.124e-03	0.000e+00	4.224e+00	5.964e-05
GO:0051047	GO:0008207	C21-steroid hormone metabolic process	3.773e-03	0.000e+00	5.107e+00	7.809e-06
GO:0051047	GO:0017158	regulation of calcium ion-dependent exocytosis	3.058e-04	0.000e+00	5.209e+00	6.177e-06
GO:0051047	GO:1903305	regulation of regulated secretory pathway	3.131e-03	0.000e+00	4.715e+00	1.930e-05
GO:0051047	GO:0017157	regulation of exocytosis	7.443e-03	0.000e+00	4.478e+00	3.324e-05
GO:0051047	GO:0051048	negative regulation of secretion	4.652e-05	0.000e+00	4.404e+00	3.943e-05
GO:0051047	GO:1903531	negative regulation of secretion by cell	2.052e-03	0.000e+00	4.435e+00	3.675e-05
GO:0051047	GO:0046888	negative regulation of hormone secretion	8.314e-03	0.000e+00	4.989e+00	1.026e-05
GO:0051047	GO:0044062	regulation of excretion	2.919e-05	0.000e+00	5.747e+00	1.790e-06
GO:0051047	GO:0035813	regulation of renal sodium excretion	4.712e-04	0.000e+00	6.014e+00	9.674e-07
GO:0050954	GO:0050954	sensory perception of mechanical stimulus	6.715e-16	0.000e+00	4.173e+00	6.712e-05
GO:0050954	GO:0007605	sensory perception of sound	1.217e-14	0.000e+00	4.184e+00	6.541e-05
GO:0050954	GO:0050886	endocrine process	1.505e-05	0.000e+00	5.145e+00	7.164e-06
GO:0050954	GO:0007591	molting cycle, chitin-based cuticle	8.035e-03	0.000e+00	6.127e+00	7.457e-07
GO:0050954	GO:0045494	photoreceptor cell maintenance	1.962e-04	0.000e+00	4.820e+00	1.512e-05
GO:0050954	GO:0007585	respiratory gaseous exchange by respiratory system	6.707e-04	0.000e+00	5.089e+00	8.139e-06
GO:0050954	GO:0060384	innervation	6.290e-04	0.000e+00	5.231e+00	5.881e-06
GO:0050954	GO:0003016	respiratory system process	1.423e-04	0.000e+00	5.443e+00	3.607e-06
GO:0050954	GO:0006936	muscle contraction	6.082e-08	0.000e+00	4.265e+00	5.436e-05
GO:0050954	GO:0003012	muscle system process	4.743e-06	0.000e+00	4.184e+00	6.546e-05
GO:0050954	GO:0006939	smooth muscle contraction	1.881e-03	0.000e+00	4.523e+00	3.000e-05
GO:0050954	GO:0001503	ossification	1.549e-04	0.000e+00	4.395e+00	4.026e-05
GO:0050954	GO:0043931	ossification involved in bone maturation	1.998e-03	0.000e+00	5.730e+00	1.864e-06
GO:0050954	GO:0003015	heart process	1.788e-03	0.000e+00	5.010e+00	9.778e-06
GO:0050954	GO:0003018	vascular process in circulatory system	7.142e-03	0.000e+00	3.846e+00	1.425e-04
GO:0050954	GO:0099565	chemical synaptic transmission, postsynaptic	2.831e-12	0.000e+00	6.571e+00	2.687e-07
GO:0050954	GO:0007606	sensory perception of chemical stimulus	3.163e-10	0.000e+00	3.190e+00	6.460e-04
GO:0050954	GO:0007608	sensory perception of smell	7.784e-04	0.000e+00	3.277e+00	5.286e-04
