Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0044782	GO:0044782	cilium organization	3.606e-09	0.000e+00	3.591e+00	2.566e-04
GO:0044782	GO:0060271	cilium assembly	4.198e-08	0.000e+00	3.614e+00	2.433e-04
GO:0044782	GO:0030198	extracellular matrix organization	2.750e-03	0.000e+00	3.802e+00	1.579e-04
GO:0044782	GO:0043062	extracellular structure organization	2.666e-03	0.000e+00	3.790e+00	1.623e-04
GO:0044782	GO:0008045	motor neuron axon guidance	4.869e-03	0.000e+00	5.012e+00	9.724e-06
GO:0044782	GO:0072499	photoreceptor cell axon guidance	8.199e-04	0.000e+00	6.090e+00	8.128e-07
GO:0044782	GO:0033564	anterior/posterior axon guidance	1.203e-03	0.000e+00	5.819e+00	1.518e-06
GO:0044782	GO:0021952	central nervous system projection neuron axonogenesis	1.163e-03	0.000e+00	5.203e+00	6.264e-06
GO:0044782	GO:0097374	sensory neuron axon guidance	5.568e-03	0.000e+00	5.962e+00	1.092e-06
GO:0044782	GO:0007413	axonal fasciculation	7.441e-03	0.000e+00	5.423e+00	3.779e-06
GO:0044782	GO:0106030	neuron projection fasciculation	7.441e-03	0.000e+00	5.396e+00	4.014e-06
GO:0019932	GO:0019932	second-messenger-mediated signaling	2.184e-12	0.000e+00	3.637e+00	2.305e-04
GO:0019932	GO:0019722	calcium-mediated signaling	3.819e-06	0.000e+00	3.992e+00	1.018e-04
GO:0019932	GO:0070371	ERK1 and ERK2 cascade	1.623e-03	0.000e+00	5.071e+00	8.488e-06
GO:0019932	GO:0010737	protein kinase A signaling	2.705e-04	0.000e+00	5.540e+00	2.885e-06
GO:0019932	GO:0035584	calcium-mediated signaling using intracellular calcium source	7.628e-03	0.000e+00	5.463e+00	3.443e-06
GO:0019932	GO:0019935	cyclic-nucleotide-mediated signaling	3.151e-06	0.000e+00	5.055e+00	8.817e-06
GO:0019932	GO:0019933	cAMP-mediated signaling	2.602e-04	0.000e+00	5.338e+00	4.595e-06
GO:0043270	GO:0043270	positive regulation of monoatomic ion transport	3.420e-11	0.000e+00	4.098e+00	7.971e-05
GO:0043270	GO:0034767	positive regulation of monoatomic ion transmembrane transport	4.971e-07	0.000e+00	4.150e+00	7.081e-05
GO:0043270	GO:1904064	positive regulation of cation transmembrane transport	1.105e-07	0.000e+00	4.245e+00	5.691e-05
GO:0043270	GO:0034764	positive regulation of transmembrane transport	3.895e-04	0.000e+00	4.087e+00	8.177e-05
GO:0043270	GO:2001259	positive regulation of cation channel activity	3.827e-03	0.000e+00	4.473e+00	3.368e-05
GO:0043270	GO:0043268	positive regulation of potassium ion transport	1.349e-03	0.000e+00	4.407e+00	3.914e-05
GO:0043270	GO:0043266	regulation of potassium ion transport	2.520e-03	0.000e+00	4.262e+00	5.475e-05
GO:0043270	GO:1901381	positive regulation of potassium ion transmembrane transport	3.346e-03	0.000e+00	4.419e+00	3.814e-05
GO:0043270	GO:0051928	positive regulation of calcium ion transport	1.623e-04	0.000e+00	4.722e+00	1.897e-05
GO:0043270	GO:1904427	positive regulation of calcium ion transmembrane transport	1.071e-03	0.000e+00	4.843e+00	1.436e-05
GO:0043270	GO:0051924	regulation of calcium ion transport	5.093e-04	0.000e+00	4.141e+00	7.224e-05
GO:0043270	GO:1903169	regulation of calcium ion transmembrane transport	7.659e-03	0.000e+00	4.310e+00	4.899e-05
GO:0043270	GO:1901385	regulation of voltage-gated calcium channel activity	5.802e-03	0.000e+00	4.820e+00	1.513e-05
GO:0043270	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	1.803e-05	0.000e+00	5.056e+00	8.783e-06
GO:0043270	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	8.369e-04	0.000e+00	4.920e+00	1.203e-05
GO:0043270	GO:0032414	positive regulation of ion transmembrane transporter activity	4.555e-04	0.000e+00	4.290e+00	5.129e-05
GO:0043270	GO:0032411	positive regulation of transporter activity	3.289e-03	0.000e+00	4.276e+00	5.298e-05
GO:0043270	GO:0032892	positive regulation of organic acid transport	1.834e-03	0.000e+00	5.310e+00	4.897e-06
GO:0043270	GO:0014048	regulation of glutamate secretion	8.364e-03	0.000e+00	6.008e+00	9.808e-07
GO:0051047	GO:0051047	positive regulation of secretion	2.930e-04	0.000e+00	4.259e+00	5.510e-05
GO:0051047	GO:1903532	positive regulation of secretion by cell	3.346e-03	0.000e+00	4.311e+00	4.886e-05
GO:0051047	GO:0051048	negative regulation of secretion	6.184e-04	0.000e+00	4.404e+00	3.943e-05
GO:0051047	GO:0035813	regulation of renal sodium excretion	5.915e-04	0.000e+00	6.014e+00	9.674e-07
GO:0051047	GO:0044062	regulation of excretion	3.895e-04	0.000e+00	5.747e+00	1.790e-06
GO:0051047	GO:0098801	regulation of renal system process	1.719e-03	0.000e+00	5.399e+00	3.994e-06
GO:0051047	GO:0046883	regulation of hormone secretion	5.093e-04	0.000e+00	4.304e+00	4.965e-05
GO:0051047	GO:0090276	regulation of peptide hormone secretion	1.597e-03	0.000e+00	4.436e+00	3.666e-05
GO:0051047	GO:0002791	regulation of peptide secretion	6.537e-03	0.000e+00	4.431e+00	3.709e-05
GO:0051047	GO:0017158	regulation of calcium ion-dependent exocytosis	1.035e-03	0.000e+00	5.209e+00	6.177e-06
GO:0051047	GO:1903305	regulation of regulated secretory pathway	3.758e-03	0.000e+00	4.715e+00	1.930e-05
GO:0050954	GO:0050954	sensory perception of mechanical stimulus	1.648e-12	0.000e+00	4.173e+00	6.712e-05
GO:0050954	GO:0007605	sensory perception of sound	1.062e-11	0.000e+00	4.184e+00	6.541e-05
GO:0050954	GO:0019226	transmission of nerve impulse	7.759e-07	0.000e+00	5.432e+00	3.701e-06
GO:0050954	GO:0050886	endocrine process	2.616e-04	0.000e+00	5.145e+00	7.164e-06
GO:0050954	GO:0007591	molting cycle, chitin-based cuticle	9.339e-03	0.000e+00	6.127e+00	7.457e-07
GO:0050954	GO:0045494	photoreceptor cell maintenance	9.978e-03	0.000e+00	4.820e+00	1.512e-05
GO:0050954	GO:0007585	respiratory gaseous exchange by respiratory system	1.897e-03	0.000e+00	5.089e+00	8.139e-06
GO:0050954	GO:0001964	startle response	1.601e-05	0.000e+00	5.420e+00	3.799e-06
GO:0050954	GO:0050905	neuromuscular process	5.558e-04	0.000e+00	4.669e+00	2.144e-05
GO:0050954	GO:0060384	innervation	7.801e-04	0.000e+00	5.231e+00	5.881e-06
GO:0050954	GO:0003016	respiratory system process	5.915e-04	0.000e+00	5.443e+00	3.607e-06
GO:0050954	GO:0007612	learning	2.104e-04	0.000e+00	4.596e+00	2.534e-05
GO:0050954	GO:0008306	associative learning	1.459e-03	0.000e+00	4.854e+00	1.401e-05
GO:0050954	GO:0007613	memory	7.191e-03	0.000e+00	4.657e+00	2.202e-05
GO:0050954	GO:0072375	medium-term memory	4.699e-04	0.000e+00	6.264e+00	5.441e-07
GO:0050954	GO:0001503	ossification	5.146e-05	0.000e+00	4.395e+00	4.026e-05
GO:0050954	GO:0043931	ossification involved in bone maturation	2.305e-03	0.000e+00	5.730e+00	1.864e-06
GO:0050954	GO:0003015	heart process	2.128e-03	0.000e+00	5.010e+00	9.778e-06
GO:0050954	GO:0042310	vasoconstriction	1.159e-03	0.000e+00	4.384e+00	4.133e-05
GO:0050954	GO:0099565	chemical synaptic transmission, postsynaptic	3.981e-11	0.000e+00	6.571e+00	2.687e-07
GO:0050954	GO:0007606	sensory perception of chemical stimulus	3.918e-07	0.000e+00	3.190e+00	6.460e-04
GO:0050954	GO:0006936	muscle contraction	7.030e-06	0.000e+00	4.265e+00	5.436e-05
GO:0050954	GO:0003012	muscle system process	1.836e-04	0.000e+00	4.184e+00	6.546e-05
GO:0050954	GO:0007608	sensory perception of smell	3.234e-03	0.000e+00	3.277e+00	5.286e-04
GO:0050954	GO:0019233	sensory perception of pain	3.588e-06	0.000e+00	5.274e+00	5.320e-06
GO:0050954	GO:0050953	sensory perception of light stimulus	2.982e-06	0.000e+00	3.653e+00	2.221e-04
GO:0050954	GO:0007601	visual perception	7.759e-06	0.000e+00	3.668e+00	2.148e-04
GO:0050954	GO:0030431	sleep	1.747e-04	0.000e+00	4.593e+00	2.554e-05
GO:0050954	GO:0050802	circadian sleep/wake cycle, sleep	9.048e-04	0.000e+00	6.593e+00	2.553e-07
GO:0050954	GO:0033555	multicellular organismal response to stress	9.300e-04	0.000e+00	4.995e+00	1.012e-05
GO:0050954	GO:0042596	fear response	6.016e-03	0.000e+00	5.245e+00	5.687e-06
GO:0050954	GO:0048265	response to pain	4.566e-03	0.000e+00	5.663e+00	2.173e-06
GO:0050954	GO:0010092	specification of animal organ identity	5.519e-05	0.000e+00	5.460e+00	3.466e-06
GO:0050954	GO:0009954	proximal/distal pattern formation	3.758e-03	0.000e+00	5.217e+00	6.066e-06
GO:0050954	GO:0021871	forebrain regionalization	1.102e-03	0.000e+00	5.939e+00	1.152e-06
GO:0050954	GO:0010160	formation of animal organ boundary	4.587e-03	0.000e+00	6.135e+00	7.322e-07
GO:0050954	GO:0071910	determination of liver left/right asymmetry	5.049e-03	0.000e+00	5.704e+00	1.978e-06
GO:0050954	GO:0035812	renal sodium excretion	5.915e-04	0.000e+00	6.256e+00	5.542e-07
GO:0050954	GO:0007588	excretion	4.618e-03	0.000e+00	5.422e+00	3.782e-06
GO:0050954	GO:0003014	renal system process	4.132e-03	0.000e+00	4.658e+00	2.197e-05
GO:0050954	GO:0070293	renal absorption	8.461e-03	0.000e+00	5.340e+00	4.568e-06
GO:0050954	GO:0035809	regulation of urine volume	8.364e-03	0.000e+00	5.682e+00	2.079e-06
GO:0034765	GO:0034762	regulation of transmembrane transport	2.982e-06	0.000e+00	3.238e+00	5.783e-04
GO:0034765	GO:0034765	regulation of monoatomic ion transmembrane transport	6.397e-09	0.000e+00	3.268e+00	5.393e-04
GO:0034765	GO:0010959	regulation of metal ion transport	4.280e-06	0.000e+00	3.805e+00	1.566e-04
GO:0034765	GO:0044070	regulation of monoatomic anion transport	5.787e-03	0.000e+00	5.312e+00	4.880e-06
GO:0034765	GO:1904062	regulation of monoatomic cation transmembrane transport	3.900e-06	0.000e+00	3.930e+00	1.176e-04
GO:0034765	GO:2001257	regulation of cation channel activity	2.918e-05	0.000e+00	4.211e+00	6.155e-05
GO:0034765	GO:0032412	regulation of monoatomic ion transmembrane transporter activity	1.173e-04	0.000e+00	4.011e+00	9.748e-05
GO:0034765	GO:0022898	regulation of transmembrane transporter activity	2.616e-04	0.000e+00	4.000e+00	1.001e-04
GO:0034765	GO:0032409	regulation of transporter activity	1.258e-03	0.000e+00	3.988e+00	1.029e-04
GO:0034765	GO:0099601	regulation of neurotransmitter receptor activity	5.345e-04	0.000e+00	4.868e+00	1.356e-05
GO:0034765	GO:0090279	regulation of calcium ion import	2.325e-04	0.000e+00	5.390e+00	4.078e-06
GO:0034765	GO:0090280	positive regulation of calcium ion import	4.993e-04	0.000e+00	5.771e+00	1.696e-06
GO:0030534	GO:0030534	adult behavior	8.630e-12	0.000e+00	4.433e+00	3.694e-05
GO:0030534	GO:0008344	adult locomotory behavior	3.949e-09	0.000e+00	4.757e+00	1.752e-05
GO:0030534	GO:0042048	olfactory behavior	1.545e-03	0.000e+00	5.268e+00	5.401e-06
GO:0030534	GO:0007635	chemosensory behavior	9.060e-04	0.000e+00	4.965e+00	1.085e-05
GO:0030534	GO:0007632	visual behavior	6.016e-03	0.000e+00	5.003e+00	9.922e-06
GO:0030534	GO:0002209	behavioral defense response	2.735e-05	0.000e+00	5.287e+00	5.163e-06
GO:0030534	GO:0002118	aggressive behavior	2.111e-04	0.000e+00	5.823e+00	1.501e-06
GO:0030534	GO:0007628	adult walking behavior	9.048e-04	0.000e+00	5.271e+00	5.354e-06
GO:0030534	GO:0040040	thermosensory behavior	5.345e-04	0.000e+00	5.877e+00	1.327e-06
GO:0030534	GO:0007625	grooming behavior	2.526e-03	0.000e+00	5.681e+00	2.086e-06
GO:0030534	GO:0007631	feeding behavior	9.097e-10	0.000e+00	4.607e+00	2.470e-05
GO:0030534	GO:0042755	eating behavior	5.093e-04	0.000e+00	5.441e+00	3.621e-06
GO:0030534	GO:0042745	circadian sleep/wake cycle	1.601e-05	0.000e+00	6.894e+00	1.276e-07
GO:0030534	GO:0007622	rhythmic behavior	8.127e-06	0.000e+00	5.012e+00	9.731e-06
GO:0030534	GO:0048512	circadian behavior	2.377e-05	0.000e+00	5.034e+00	9.240e-06
GO:0030534	GO:0048511	rhythmic process	8.369e-04	0.000e+00	3.562e+00	2.744e-04
GO:0030534	GO:0022410	circadian sleep/wake cycle process	6.460e-04	0.000e+00	5.656e+00	2.207e-06
GO:0030534	GO:0008345	larval locomotory behavior	1.803e-05	0.000e+00	5.658e+00	2.200e-06
GO:0030534	GO:0030537	larval behavior	3.646e-05	0.000e+00	5.506e+00	3.117e-06
GO:0030534	GO:0090659	walking behavior	1.150e-03	0.000e+00	5.247e+00	5.660e-06
GO:0030534	GO:0036269	swimming behavior	2.933e-03	0.000e+00	5.465e+00	3.426e-06
GO:0051480	GO:0006874	intracellular calcium ion homeostasis	4.271e-08	0.000e+00	3.816e+00	1.528e-04
GO:0051480	GO:0051480	regulation of cytosolic calcium ion concentration	3.210e-08	0.000e+00	4.989e+00	1.026e-05
GO:0051480	GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration	1.184e-05	0.000e+00	5.765e+00	1.716e-06
GO:0051480	GO:0046716	muscle cell cellular homeostasis	6.016e-03	0.000e+00	4.950e+00	1.121e-05
GO:0051480	GO:0055064	chloride ion homeostasis	5.802e-03	0.000e+00	5.484e+00	3.282e-06
GO:0051480	GO:0055078	sodium ion homeostasis	2.767e-06	0.000e+00	5.102e+00	7.914e-06
