dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
1	1.0925679778752013	-0.04130320017571769	1.6023874444311557	-5.58067771055867	1.3862943611198906	2.62616669575379e-06	amine transport	1. amine transport	['GO:0015837', 'GO:0006865', 'GO:0015849']	GO:0015837	0
2	0.6260223916096587	0.7657371150329306	1.2456938402224604	-5.319904816231586	2.1972245773362196	4.78735004566637e-06	regulation of membrane potential	2. regulation of membrane potential	['GO:0042391', 'GO:0060078', 'GO:0001508', 'GO:0007589', 'GO:0060079', 'GO:0048167', 'GO:0050806', 'GO:0050805']	GO:0042391	0
3	0.5761819643813655	-0.3669872756718242	1.3569031235923312	-5.319904816231586	1.0986122886681098	4.78735004566637e-06	neurotransmitter transport	3. neurotransmitter transport	['GO:0006836', 'GO:0007269']	GO:0006836	0
4	-0.520562035408642	0.9094412135728687	1.6366144403549432	-5.319904816231586	2.9444389791664403	4.78735004566637e-06	regulation of catecholamine secretion	4. regulation of catecholamine secretion	['GO:0050433', 'GO:0014059', 'GO:0017158', 'GO:1903305', 'GO:0017157', 'GO:0051952', 'GO:0051955', 'GO:0043270', 'GO:0034765', 'GO:0051588', 'GO:0046928', 'GO:0051589', 'GO:0014048', 'GO:0014049', 'GO:0035813', 'GO:0044062', 'GO:0035815', 'GO:0098801']	GO:0050433	0
5	-1.1132304265262087	0.14801731080949537	1.662798566457127	-5.308301419143518	3.4011973816621555	4.91698157453814e-06	sensory perception of pain	5. sensory perception of pain	['GO:0019233', 'GO:0007606', 'GO:0099565', 'GO:0019226', 'GO:0050953', 'GO:0007601', 'GO:0007605', 'GO:0050954', 'GO:0035812', 'GO:0060047', 'GO:0003015', 'GO:0003018', 'GO:0060179', 'GO:0007617', 'GO:0019098', 'GO:0007618', 'GO:0008049', 'GO:0007619', 'GO:0008344', 'GO:0030534', 'GO:0007613', 'GO:0007631', 'GO:0030431', 'GO:0033555', 'GO:0042745', 'GO:0048512', 'GO:0007623', 'GO:0048511', 'GO:0007622']	GO:0019233	0
6	0.14777292189354801	1.105156460117723	1.3305612663148922	-5.308301419143518	1.3862943611198906	4.91698157453814e-06	glutamate receptor signaling pathway	6. glutamate receptor signaling pathway	['GO:0007215', 'GO:0035235', 'GO:0007168']	GO:0007215	0
7	0.8620752284992093	0.12048408509648381	1.7847233274581251	-5.308301419143518	2.1972245773362196	4.91698157453814e-06	catecholamine secretion	7. catecholamine secretion	['GO:0050432', 'GO:0014046', 'GO:0051937', 'GO:0015844', 'GO:0015872', 'GO:0015874', 'GO:0015850', 'GO:0006837']	GO:0050432	0
8	-0.23910185416616828	0.999606465027469	1.7268935935475855	-4.90157094496111	2.302585092994046	1.25437980963617e-05	negative regulation of behavior	8. negative regulation of behavior	['GO:0050795', 'GO:0048521', 'GO:2000252', 'GO:0090327', 'GO:1903522', 'GO:0008016', 'GO:0061337', 'GO:0051930', 'GO:0051931']	GO:0048521	0
9	0.7059986779487956	-0.757631294785948	1.8140669100657727	-4.773787716221986	2.0794415416798357	1.68349675566361e-05	synaptic vesicle cycle	9. synaptic vesicle cycle	['GO:0099504', 'GO:0099003', 'GO:0016079', 'GO:0048791', 'GO:0099643', 'GO:0017156', 'GO:0014047']	GO:0099504	0
10	0.8780707712783555	-0.247951701838973	1.1545484893485134	-3.4761600110049504	1.6094379124341003	0.000334071932235142	sodium ion transmembrane transport	10. sodium ion transmembrane transport	['GO:0006814', 'GO:0035725', 'GO:0006813', 'GO:0071805']	GO:0035725	0
